relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
44,Firmware Engineer | Czech Republic,linkedin,Senior Software Engineer,Microsoft,Dominican Republic,On-site,Full-time,,Senior,English,Senior,,Recent,https://do.linkedin.com/jobs/view/senior-software-engineer-at-microsoft-4367912659,2026-02-11T20:27:58.550917+00:00
0,QA Engineer | Switzerland,linkedin,Test Automation Engineer (m/f/d),Hays,"Risch-Rotkreuz, Zug, Switzerland",On-site,Full-time,Test Automation,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-automation-engineer-m-f-d-at-hays-4368662465,2026-02-11T20:25:38.414839+00:00
0,QA Engineer | Slovakia,linkedin,Junior QA Engineer - Machine Learning Platform for E-Commerce,AppIQ Technologies,Slovakia,On-site,Full-time,,"Junior, Machine Learning",English,,,Recent,https://sk.linkedin.com/jobs/view/junior-qa-engineer-machine-learning-platform-for-e-commerce-at-appiq-technologies-4362431287,2026-02-11T20:25:43.193898+00:00
0,QA Engineer | Slovakia,linkedin,Quality Assurance Engineer,AT&T,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/quality-assurance-engineer-at-at-t-4367265248,2026-02-11T20:25:43.194275+00:00
0,QA Engineer | Slovakia,linkedin,QA Engineer - Machine Learning Platform for E-Commerce,AppIQ Technologies,Slovakia,On-site,Full-time,,Machine Learning,English,,,Recent,https://sk.linkedin.com/jobs/view/qa-engineer-machine-learning-platform-for-e-commerce-at-appiq-technologies-4362351726,2026-02-11T20:25:43.194434+00:00
0,QA Engineer | Slovakia,linkedin,Sr. QA Engineer - Machine Learning Platform for E-Commerce,AppIQ Technologies,Slovakia,On-site,Full-time,"Playwright, Python, Typescript","React, Aws, Cypress, Sql, Appium, Node.Js, Nosql, Microservices, Mongodb, Zephyr",English,,,Recent,https://sk.linkedin.com/jobs/view/sr-qa-engineer-machine-learning-platform-for-e-commerce-at-appiq-technologies-4362440409,2026-02-11T20:25:43.194748+00:00
0,QA Engineer | Slovakia,linkedin,QA Engineer,Ruby Labs,Slovakia,On-site,Full-time,,Ruby,English,,,Recent,https://sk.linkedin.com/jobs/view/qa-engineer-at-ruby-labs-4361178143,2026-02-11T20:25:43.195047+00:00
0,QA Engineer | Slovakia,linkedin,Quality Assurance Engineer - Slovakia,Product Pulse,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/quality-assurance-engineer-slovakia-at-product-pulse-4367691352,2026-02-11T20:25:43.195365+00:00
0,QA Engineer | Czech Republic,linkedin,Ingeniero QA,GBM,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-qa-at-gbm-4369806907,2026-02-11T20:25:45.623500+00:00
0,QA Engineer | Czech Republic,linkedin,INGENIERO QA (QIK),Banco Popular Dominicano,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-qa-qik-at-banco-popular-dominicano-4370736329,2026-02-11T20:25:45.623689+00:00
0,QA Engineer | Czech Republic,linkedin,QA Automation Engineer - Latin America - Remote,Azumo,"Santo Domingo, Distrito Nacional, Dominican Republic",Remote,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/qa-automation-engineer-latin-america-remote-at-azumo-4365312293,2026-02-11T20:25:45.623854+00:00
0,QA Engineer | Czech Republic,linkedin,Quality Assurance Engineer - Trabajo Remoto,BairesDev,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-assurance-engineer-trabajo-remoto-at-bairesdev-4370474817,2026-02-11T20:25:45.624011+00:00
0,QA Engineer | Czech Republic,linkedin,Quality Assurance Support Engineer - EPlan,Eaton,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-assurance-support-engineer-eplan-at-eaton-4361782243,2026-02-11T20:25:45.624347+00:00
0,QA Engineer | Czech Republic,linkedin,Future QA Engineer Opportunities (Gaming Industry),Perform,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/future-qa-engineer-opportunities-gaming-industry-at-perform-4344181481,2026-02-11T20:25:45.624671+00:00
0,QA Engineer | Czech Republic,linkedin,"Sr. Engineer, QA",BD,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/sr-engineer-qa-at-bd-4369206848,2026-02-11T20:25:45.624985+00:00
0,QA Engineer | Poland,linkedin,Manual QA engineer,Gypsy Collective,Poland,Remote,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-qa-engineer-at-gypsy-collective-4362422965,2026-02-11T20:25:48.056156+00:00
0,QA Engineer | Poland,linkedin,QA Engineer,Rydoo,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-at-rydoo-4366784508,2026-02-11T20:25:48.056368+00:00
0,QA Engineer | Poland,linkedin,Manual QA Engineer,Commit,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-qa-engineer-at-commit-4364912647,2026-02-11T20:25:48.056538+00:00
0,QA Engineer | Poland,linkedin,General QA Engineer (Automation),VeliTech,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/general-qa-engineer-automation-at-velitech-4367332086,2026-02-11T20:25:48.056698+00:00
0,QA Engineer | Poland,linkedin,Middle Manual QA Engineer,MMDSmart,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/middle-manual-qa-engineer-at-mmdsmart-4362735480,2026-02-11T20:25:48.056859+00:00
0,QA Engineer | Poland,linkedin,General QA Engineer,Trinetix,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/general-qa-engineer-at-trinetix-4366760689,2026-02-11T20:25:48.057016+00:00
0,QA Engineer | Poland,linkedin,QA Engineer/Analyst (Junior/Regular)/ Inetum,Inetum,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-analyst-junior-regular-inetum-at-inetum-4365328498,2026-02-11T20:25:48.057176+00:00
0,QA Engineer | Poland,linkedin,Junior QA Engineer - Machine Learning Platform for E-Commerce,AppIQ Technologies,Poland,On-site,Full-time,,"Junior, Machine Learning",English,,,Recent,https://pl.linkedin.com/jobs/view/junior-qa-engineer-machine-learning-platform-for-e-commerce-at-appiq-technologies-4362411393,2026-02-11T20:25:48.057356+00:00
0,QA Engineer | Poland,linkedin,Junior QA Automation Engineer,Talan,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-qa-automation-engineer-at-talan-4367209775,2026-02-11T20:25:48.057515+00:00
0,QA Engineer | Poland,linkedin,Junior Test Specialist/QA Engineer (f/m),Netcompany,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-test-specialist-qa-engineer-f-m-at-netcompany-4363049159,2026-02-11T20:25:48.057672+00:00
0,QA Engineer | USA,linkedin,QA Engineer,MrBeast,United States,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-at-mrbeast-4367342975,2026-02-11T20:25:50.511312+00:00
0,QA Engineer | USA,linkedin,QA Engineer,Litify,"New York, NY",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-at-litify-4370991670,2026-02-11T20:25:50.511496+00:00
0,QA Engineer | USA,linkedin,QA Engineer,Prometheum,"New York, United States",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-at-prometheum-4362268384,2026-02-11T20:25:50.511655+00:00
0,QA Engineer | USA,linkedin,QA Engineer II,Acorns,United States,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-ii-at-acorns-4362339582,2026-02-11T20:25:50.511812+00:00
0,QA Engineer | USA,linkedin,QA Engineer,EBizCharge,"Irvine, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-at-ebizcharge-4330664297,2026-02-11T20:25:50.511968+00:00
0,QA Engineer | USA,linkedin,QA Engineer,Coforge,"Alpharetta, GA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-at-coforge-4360084767,2026-02-11T20:25:50.512124+00:00
0,QA Engineer | USA,linkedin,QA Engineer,Seek Now,Atlanta Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-at-seek-now-4356527008,2026-02-11T20:25:50.512296+00:00
0,QA Engineer | USA,linkedin,Software QA Automation Engineer,Bose Corporation,"Framingham, MA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-qa-automation-engineer-at-bose-corporation-4357830727,2026-02-11T20:25:50.512461+00:00
0,QA Engineer | USA,linkedin,QA Engineer,Proven Recruiting,"Austin, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-at-proven-recruiting-4371455234,2026-02-11T20:25:50.512617+00:00
0,QA Engineer | USA,linkedin,QA Engineer,Klick,"Philadelphia, PA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-at-klick-4357680160,2026-02-11T20:25:50.512772+00:00
0,QA Engineer | United Kingdom,linkedin,QA Engineer,Person Centred Software Ltd,"Surrey, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-at-person-centred-software-ltd-4363633237,2026-02-11T20:25:52.913348+00:00
0,QA Engineer | United Kingdom,linkedin,QA Engineer,Anaplan,"Manchester, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-at-anaplan-4353525991,2026-02-11T20:25:52.913503+00:00
0,QA Engineer | United Kingdom,linkedin,Junior Quality Assurance Engineer,Athos Commerce,"London, England, United Kingdom",On-site,Full-time,,Junior,English,,,Recent,https://uk.linkedin.com/jobs/view/junior-quality-assurance-engineer-at-athos-commerce-4361369678,2026-02-11T20:25:52.913650+00:00
0,QA Engineer | United Kingdom,linkedin,"QA Engineer, Contract",Xcelirate,"London, England, United Kingdom",On-site,Contract,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-contract-at-xcelirate-4365456980,2026-02-11T20:25:52.913797+00:00
0,QA Engineer | United Kingdom,linkedin,Associate QA Engineer,Anaplan,"Manchester, England, United Kingdom",On-site,Full-time,,Associate,English,,,Recent,https://uk.linkedin.com/jobs/view/associate-qa-engineer-at-anaplan-4353099656,2026-02-11T20:25:52.914089+00:00
0,QA Engineer | United Kingdom,linkedin,Quality Assurance Engineer (Manual/Automation),Insight Global,"Watford, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-manual-automation-at-insight-global-4357513329,2026-02-11T20:25:52.914255+00:00
0,Test Engineer | Germany,linkedin,Test Join,DENPAFLUX,"Munich, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-join-at-denpaflux-4371172636,2026-02-11T20:25:55.398365+00:00
0,Test Engineer | Slovakia,linkedin,Quality Assurance Engineer,NATEK,"Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/quality-assurance-engineer-at-natek-4361788231,2026-02-11T20:26:05.042351+00:00
0,Test Engineer | Slovakia,linkedin,Manual QA Engineer - Relocation to Portugal Required,BrainRocket,Slovakia,On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/manual-qa-engineer-relocation-to-portugal-required-at-brainrocket-4363241020,2026-02-11T20:26:05.042520+00:00
0,Test Engineer | Czech Republic,linkedin,Recepcionista SDE,Zaltiel Management,"Santo Domingo Este, Santo Domingo, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/recepcionista-sde-at-zaltiel-management-4370708351,2026-02-11T20:26:07.455219+00:00
0,Test Engineer | Poland,linkedin,Manual Tester,ipracujzdalnie.pl,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-at-ipracujzdalnie-pl-4365512934,2026-02-11T20:26:09.968545+00:00
0,Test Engineer | Poland,linkedin,QA Engineer,Fabulous,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-at-fabulous-4371400382,2026-02-11T20:26:09.969213+00:00
0,Test Engineer | Poland,linkedin,Software QA Test Engineer(Code QA),YO HR Consultancy,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-qa-test-engineer-code-qa-at-yo-hr-consultancy-4363192536,2026-02-11T20:26:09.969385+00:00
0,Test Engineer | Poland,linkedin,"Quality Assurance Engineer (Manual), iOS",Jobgether,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/quality-assurance-engineer-manual-ios-at-jobgether-4371223981,2026-02-11T20:26:09.969690+00:00
0,Test Engineer | Poland,linkedin,Software Test Engineer,Rho,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-test-engineer-at-rho-4308483608,2026-02-11T20:26:09.969840+00:00
0,Test Engineer | USA,linkedin,Quality Assurance Engineer,xAI,"Palo Alto, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-xai-4292830456,2026-02-11T20:26:12.836913+00:00
0,Test Engineer | USA,linkedin,Software Quality Assurance III,Vontier,"Tampa, FL",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-quality-assurance-iii-at-vontier-4368611819,2026-02-11T20:26:12.837221+00:00
0,Test Engineer | USA,linkedin,QA Engineer,"Agile Resources, Inc.","Dallas, GA",On-site,Full-time,,Agile,English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-at-agile-resources-inc-4370773863,2026-02-11T20:26:12.837395+00:00
0,Test Engineer | USA,linkedin,Jr QA Engineer,InterSources Inc,"Wilmington, DE",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/jr-qa-engineer-at-intersources-inc-4371179207,2026-02-11T20:26:12.837554+00:00
0,Test Engineer | USA,linkedin,Quality Assurance Engineer,PrePass,"Phoenix, AZ",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-prepass-4371165975,2026-02-11T20:26:12.837704+00:00
0,Test Engineer | USA,linkedin,Software Engineer in Test,Hays,"Fort Mill, SC",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-in-test-at-hays-4368825184,2026-02-11T20:26:12.837858+00:00
0,Test Engineer | United Kingdom,linkedin,"Software Engineer, Test  - SDET,  Automation",Roku,"Cambridge, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-engineer-test-sdet-automation-at-roku-4371024874,2026-02-11T20:26:15.292154+00:00
0,Test Engineer | United Kingdom,linkedin,Quality Assurance Engineer,Pearson Carter,"Greater Manchester, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-pearson-carter-4371466562,2026-02-11T20:26:15.292509+00:00
0,Test Engineer | United Kingdom,linkedin,Test Engineer,Amber Labs,"Manchester Area, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-amber-labs-4368679176,2026-02-11T20:26:15.292670+00:00
0,Test Engineer | United Kingdom,linkedin,Quality Assurance Engineer,Stott and May,United Kingdom,On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-stott-and-may-4353205235,2026-02-11T20:26:15.293467+00:00
0,Testingenieur | Germany,linkedin,Automotive Test Engineer with Chinese,UBIQUITY SERVICE,"Frankfurt am Main, Hesse, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/automotive-test-engineer-with-chinese-at-ubiquity-service-4370758647,2026-02-11T20:26:17.769817+00:00
0,Testingenieur | Germany,linkedin,Ingenieur w/m/d Steuerungsentwicklung,XENON Automation,"Dresden, Saxony, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/ingenieur-w-m-d-steuerungsentwicklung-at-xenon-automation-4370999947,2026-02-11T20:26:17.770358+00:00
0,Testingenieur | Germany,linkedin,CQV & CSV Engineering Opportunities – Germany,KPC International,"Frankfurt, Hesse, Germany",On-site,Internship,,,English,,,Recent,https://de.linkedin.com/jobs/view/cqv-csv-engineering-opportunities-%E2%80%93-germany-at-kpc-international-4225886744,2026-02-11T20:26:17.770519+00:00
0,Testingenieur | Germany,linkedin,Internship/Thesis – Test Engineering (m/f/d),Wölfel Group,"Höchberg, Bavaria, Germany",On-site,Internship,,Internship,English,,,Recent,https://de.linkedin.com/jobs/view/internship-thesis-%E2%80%93-test-engineering-m-f-d-at-w%C3%B6lfel-group-4371278783,2026-02-11T20:26:17.770681+00:00
0,Testingenieur | Germany,linkedin,EMC Testingenieur (m/w/d) (ID: 22016),Da Vinci Engineering GmbH,"Backnang, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/emc-testingenieur-m-w-d-id-22016-at-da-vinci-engineering-gmbh-4368578789,2026-02-11T20:26:17.770849+00:00
0,Testingenieur | Germany,linkedin,Aerospace Qualification & Test Engineer *,Tri.Merge GmbH,"Friedrichshafen, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/aerospace-qualification-test-engineer-at-tri-merge-gmbh-4361896887,2026-02-11T20:26:17.771012+00:00
0,Testingenieur | Germany,linkedin,Function Owner Fahrerassistenzsysteme / ADAS (m/w/d),prognum Automotive GmbH,"Stuttgart, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/function-owner-fahrerassistenzsysteme-adas-m-w-d-at-prognum-automotive-gmbh-4371063877,2026-02-11T20:26:17.771173+00:00
0,Testingenieur | Austria,linkedin,LLM Prompt Engineering & Quality Assurance (m/w/d),redlink.at,"Salzburg, Salzburg, Austria",On-site,Full-time,"Llm, Prompt Engineering",,English,,,Recent,https://at.linkedin.com/jobs/view/llm-prompt-engineering-quality-assurance-m-w-d-at-redlink-at-4363250694,2026-02-11T20:26:20.175791+00:00
0,Testingenieur | Austria,linkedin,(Junior) Product Developer - Medical Technology (m/w/d),Lohmann & Rauscher Österreich,"Schönau an der Triesting, Lower Austria, Austria",On-site,Full-time,,Junior,German,,,Recent,https://at.linkedin.com/jobs/view/junior-product-developer-medical-technology-m-w-d-at-lohmann-rauscher-%C3%B6sterreich-4366717813,2026-02-11T20:26:20.176933+00:00
0,Testingenieur | Austria,linkedin,(Junior) Product Developer - Medical Technology (m/w/d),Lohmann & Rauscher,"Schönau an der Triesting, Lower Austria, Austria",On-site,Full-time,,Junior,German,,,Recent,https://at.linkedin.com/jobs/view/junior-product-developer-medical-technology-m-w-d-at-lohmann-rauscher-4366741126,2026-02-11T20:26:20.177095+00:00
0,Testingenieur | Switzerland,linkedin,QA qualification engineer,agap2 Switzerland,"Basel, Basel, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-qualification-engineer-at-agap2-switzerland-4361847350,2026-02-11T20:26:22.576384+00:00
0,Testingenieur | Switzerland,linkedin,Testingenieur - Mobile Apps - 857158/1,Hays,Zürich Metropolitan Area,Remote,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/testingenieur-mobile-apps-857158-1-at-hays-4368335098,2026-02-11T20:26:22.576695+00:00
0,Testingenieur | Switzerland,linkedin,Application Engineer,JobCourier,"Lugano, Ticino, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/application-engineer-at-jobcourier-4370367543,2026-02-11T20:26:22.577007+00:00
0,Testingenieur | Switzerland,linkedin,Responsable de Tests,PrimeIT Switzerland,"Geneva, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/responsable-de-tests-at-primeit-switzerland-4371002302,2026-02-11T20:26:22.577162+00:00
0,Testingenieur | Remote,linkedin,"Software Engineer, iOS Core Product - Dortmund, Germany",Speechify,"Dortmund, North Rhine-Westphalia, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-ios-core-product-dortmund-germany-at-speechify-4367123333,2026-02-11T20:26:24.984512+00:00
0,Testingenieur | Remote,linkedin,System- und Testingenieur Funkkommunikationssysteme (all gender) 300,ALTEN Germany,"Stuttgart, Baden-Württemberg, Germany",Remote,Full-time,,,German,,,Recent,https://de.linkedin.com/jobs/view/system-und-testingenieur-funkkommunikationssysteme-all-gender-300-at-alten-germany-4361021637,2026-02-11T20:26:24.984980+00:00
0,Testingenieur | Remote,linkedin,Mobile Device Management (iOS oder Android) (m/w/d),ZABEL,Hannover-Braunschweig-Göttingen-Wolfsburg Region,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/mobile-device-management-ios-oder-android-m-w-d-at-zabel-4366358594,2026-02-11T20:26:24.985143+00:00
0,Testingenieur | Remote,linkedin,SPS-Programmierer (Siemens S7) - Raum Dresden - Sachsen/Thüringen,Königseder Automation,"Dresden, Saxony, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/sps-programmierer-siemens-s7-raum-dresden-sachsen-th%C3%BCringen-at-k%C3%B6nigseder-automation-4361400406,2026-02-11T20:26:24.985793+00:00
0,Testingenieur | Slovakia,linkedin,QA Engineer,BlueThrone,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/qa-engineer-at-bluethrone-4369519800,2026-02-11T20:26:27.358604+00:00
0,Testingenieur | Slovakia,linkedin,Junior QA Engineer,Ness Digital Engineering,"Košice, Kosice, Slovakia",On-site,Full-time,,Junior,English,,,Recent,https://sk.linkedin.com/jobs/view/junior-qa-engineer-at-ness-digital-engineering-4370616423,2026-02-11T20:26:27.358759+00:00
0,Testingenieur | Czech Republic,linkedin,INGENIERO INNOVACION Y QA SR,Evaluar,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-innovacion-y-qa-sr-at-evaluar-4366736507,2026-02-11T20:26:29.773347+00:00
0,Testingenieur | Czech Republic,linkedin,PLC programátor (m/f/d),TE Connectivity,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/plc-program%C3%A1tor-m-f-d-at-te-connectivity-4369481033,2026-02-11T20:26:29.773822+00:00
0,Testingenieur | Czech Republic,linkedin,Estudiante/Recién graduado en Ingenieria de Sistemas,GBM,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/estudiante-reci%C3%A9n-graduado-en-ingenieria-de-sistemas-at-gbm-4369823067,2026-02-11T20:26:29.773979+00:00
0,Testingenieur | Poland,linkedin,Junior Test Engineer,GRYFTEC Embedded Systems Sp. z o.o.,"Szczecin, Zachodniopomorskie, Poland",On-site,Full-time,Embedded Systems,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-test-engineer-at-gryftec-embedded-systems-sp-z-o-o-4364613267,2026-02-11T20:26:32.239038+00:00
0,Testingenieur | Poland,linkedin,TECHNOLOG,Łódzki Klaster ICT,"Międzyrzec Podlaski, Lubelskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/technolog-at-%C5%82%C3%B3dzki-klaster-ict-4363420841,2026-02-11T20:26:32.239408+00:00
0,Testingenieur | Poland,linkedin,Automotive Test Engineer (with Chinese),UBIQUITY SERVICE,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/automotive-test-engineer-with-chinese-at-ubiquity-service-4360170864,2026-02-11T20:26:32.239919+00:00
0,Testingenieur | Poland,linkedin,Automotive Test Engineer with Chinese,UBIQUITY SERVICE,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/automotive-test-engineer-with-chinese-at-ubiquity-service-4367410999,2026-02-11T20:26:32.240080+00:00
0,Testingenieur | Poland,linkedin,Robot QA Specialist,Nomagic,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/robot-qa-specialist-at-nomagic-4370837388,2026-02-11T20:26:32.240569+00:00
0,Testingenieur | USA,linkedin,Chief Test Engineer,"Cape Henry Associates, Acquired by JANUS Research Group","Aurora, CO",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/chief-test-engineer-at-cape-henry-associates-acquired-by-janus-research-group-4368738745,2026-02-11T20:26:34.929819+00:00
0,Testingenieur | USA,linkedin,Mechanical Test Engineer,Applus+ Laboratories,"Houston, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/mechanical-test-engineer-at-applus%2B-laboratories-4125985556,2026-02-11T20:26:34.930008+00:00
0,Testingenieur | USA,linkedin,"Test Engineer(A Group MLB._.TE)-Houston,TX",鴻海精密工業股份有限公司,"Houston, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-a-group-mlb-te-houston-tx-at-%E9%B4%BB%E6%B5%B7%E7%B2%BE%E5%AF%86%E5%B7%A5%E6%A5%AD%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8-4369729860,2026-02-11T20:26:34.930232+00:00
0,Testingenieur | USA,linkedin,Quality Assurance Engineer - Manufacturing,"KEB America, Inc.","Shakopee, MN",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-manufacturing-at-keb-america-inc-4370994773,2026-02-11T20:26:34.930463+00:00
0,Testingenieur | USA,linkedin,Test Engineer,IESE Solutions,"El Segundo, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-at-iese-solutions-4370973310,2026-02-11T20:26:34.930631+00:00
0,Testingenieur | USA,linkedin,Quality Assurance Engineer (Medical Device Manufacture),Keller Executive Search,"Gallaway, TN",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-medical-device-manufacture-at-keller-executive-search-4371420116,2026-02-11T20:26:34.930791+00:00
0,Testingenieur | USA,linkedin,"New College Graduate Engineer, Sr. Test engineering",Sandisk,"Milpitas, CA",On-site,Full-time,,Graduate,English,,,Recent,https://www.linkedin.com/jobs/view/new-college-graduate-engineer-sr-test-engineering-at-sandisk-4370801945,2026-02-11T20:26:34.930955+00:00
0,Testingenieur | USA,linkedin,Test Engineer I – Early Career (2026 Starts),Blue Origin,"Lancaster, CA",On-site,Contract,Can,"Internship, Safe",English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-i-%E2%80%93-early-career-2026-starts-at-blue-origin-4353142610,2026-02-11T20:26:34.931116+00:00
0,Testingenieur | USA,linkedin,Test Engineer (1829),aramco,Greater Houston,On-site,Full-time,,"Performance Testing, Assembly",English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-1829-at-aramco-4364842928,2026-02-11T20:26:34.931303+00:00
