relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
29,Firmware Engineer | Germany,linkedin,Embedded Software Engineer,NXP Semiconductors,"Hamburg, Hamburg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-software-engineer-at-nxp-semiconductors-4393236614,2026-06-01T16:11:32.620369+00:00
0,QA Engineer | Slovakia,linkedin,Quality Assurance Engineer,IstroSec,Bratislava Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/quality-assurance-engineer-at-istrosec-4412887584,2026-06-01T16:09:29.169810+00:00
0,QA Engineer | Slovakia,linkedin,QA Engineer,localhost.company,"Košice, Kosice, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/qa-engineer-at-localhost-company-4417973917,2026-06-01T16:09:29.169958+00:00
0,QA Engineer | Slovakia,linkedin,Junior Quality Assurance / Test Engineer - Product Area Research & Sustainability,Swiss Re,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,Junior,English,,,Recent,https://sk.linkedin.com/jobs/view/junior-quality-assurance-test-engineer-product-area-research-sustainability-at-swiss-re-4415627043,2026-06-01T16:09:29.170237+00:00
0,QA Engineer | Slovakia,linkedin,QA Engineer (Hybrid set up),Swiss Re,"Bratislava, Bratislava, Slovakia",Hybrid,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/qa-engineer-hybrid-set-up-at-swiss-re-4409358923,2026-06-01T16:09:29.170377+00:00
0,QA Engineer | Czech Republic,linkedin,Ingeniero de Pruebas (QA Manual),Infosyp,"Santiago de los Caballeros, Santiago, Dominican Republic",On-site,Full-time,,"Azure, Oracle, Devops",English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-de-pruebas-qa-manual-at-infosyp-4421877063,2026-06-01T16:09:31.611506+00:00
0,QA Engineer | Czech Republic,linkedin,Ingeniero QA,GBM,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-qa-at-gbm-4415114322,2026-06-01T16:09:31.611700+00:00
0,QA Engineer | Czech Republic,linkedin,INGENIERO QA QIK,Banco Popular Dominicano,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-qa-qik-at-banco-popular-dominicano-4410861124,2026-06-01T16:09:31.611840+00:00
0,QA Engineer | Czech Republic,linkedin,QA Automation Engineer,CrecerLab,"Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/qa-automation-engineer-at-crecerlab-4417364413,2026-06-01T16:09:31.611968+00:00
0,QA Engineer | Czech Republic,linkedin,"Software Development Engineer (Santo Domingo, DO)",Parking Network B.V.,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-development-engineer-santo-domingo-do-at-parking-network-b-v-4420426975,2026-06-01T16:09:31.612370+00:00
0,QA Engineer | Czech Republic,linkedin,Sr. SDET (Gaming Industry),Perform,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/sr-sdet-gaming-industry-at-perform-4362287427,2026-06-01T16:09:31.612503+00:00
0,QA Engineer | Poland,linkedin,Junior QA Engineer,QX Consulting Ltd,Poland,On-site,Full-time,,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-qa-engineer-at-qx-consulting-ltd-4421335783,2026-06-01T16:09:34.003857+00:00
0,QA Engineer | Poland,linkedin,Junior Manual QA Engineer for IOS Application,Zoolatech,Poland,On-site,Full-time,,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-manual-qa-engineer-for-ios-application-at-zoolatech-4408104353,2026-06-01T16:09:34.004131+00:00
0,QA Engineer | Poland,linkedin,QA Engineer,Productiv Team,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-at-productiv-team-4417671301,2026-06-01T16:09:34.004266+00:00
0,QA Engineer | Poland,linkedin,QA Manual,GamblingCareers.com,"Cracow, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-manual-at-gamblingcareers-com-4421633390,2026-06-01T16:09:34.004398+00:00
0,QA Engineer | Poland,linkedin,Manual QA Engineer,Ruby Labs,Poland,On-site,Full-time,,Ruby,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-qa-engineer-at-ruby-labs-4420606346,2026-06-01T16:09:34.004534+00:00
0,QA Engineer | Poland,linkedin,Quality Assurance Engineer,QX Consulting Ltd,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/quality-assurance-engineer-at-qx-consulting-ltd-4421357799,2026-06-01T16:09:34.004674+00:00
0,QA Engineer | Poland,linkedin,QA Engineer / Sr. QA Engineer - Machine Learning Platform for E-Commerce,AppIQ Technologies,Poland,On-site,Full-time,,Machine Learning,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-sr-qa-engineer-machine-learning-platform-for-e-commerce-at-appiq-technologies-4417745746,2026-06-01T16:09:34.004801+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Engineer (Manual),Reply,Greater Chicago Area,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-manual-at-reply-4415717116,2026-06-01T16:09:36.545115+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Engineer (Manual),Concept Reply US,Greater Chicago Area,Remote,Contract,"Claude, Github Copilot, Javascript","Azure, Agile, Github, Regression Testing, Manual Testing",English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-manual-at-concept-reply-us-4416409155,2026-06-01T16:09:36.545296+00:00
0,QA Engineer | USA,linkedin,Junior QA Engineer,Snoonu,United States,On-site,Full-time,,Junior,English,,,Recent,https://www.linkedin.com/jobs/view/junior-qa-engineer-at-snoonu-4405924353,2026-06-01T16:09:36.545433+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Engineer,7N,"Birmingham, AL",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-7n-4416249441,2026-06-01T16:09:36.545585+00:00
0,QA Engineer | USA,linkedin,QA Engineer,Gridline,"Atlanta, GA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-at-gridline-4412141865,2026-06-01T16:09:36.545859+00:00
0,QA Engineer | USA,linkedin,SDET/QA Engineer,Curology,"San Diego, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/sdet-qa-engineer-at-curology-4409943831,2026-06-01T16:09:36.545984+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Engineer,Aviture,"Omaha, NE",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-aviture-4418950090,2026-06-01T16:09:36.546110+00:00
0,QA Engineer | USA,linkedin,QA Engineer,Inceed,"Leawood, KS",On-site,Full-time,"Ci/Cd, Selenium","Performance Testing, Sql, Agile, Regression Testing, Cypress, Git, Microservices",English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-at-inceed-4415722276,2026-06-01T16:09:36.546239+00:00
0,QA Engineer | United Kingdom,linkedin,Quality Assurance Engineer,Navantia UK,"Fife, Scotland, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-navantia-uk-4409023628,2026-06-01T16:09:38.966853+00:00
0,QA Engineer | United Kingdom,linkedin,QA Test Engineer,Pharmacy2U | Certified B Corp,"Leeds, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-test-engineer-at-pharmacy2u-certified-b-corp-4404059280,2026-06-01T16:09:38.967139+00:00
0,QA Engineer | United Kingdom,linkedin,QA Engineer (Manchester),Tilo Consulting,"Manchester, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-manchester-at-tilo-consulting-4412798462,2026-06-01T16:09:38.967527+00:00
0,QA Engineer | United Kingdom,linkedin,Quality Assurance Engineer,Advanced Resource Managers,"Portsmouth, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-advanced-resource-managers-4410991340,2026-06-01T16:09:38.967673+00:00
0,QA Engineer | United Kingdom,linkedin,Quality Assurance Engineer,Vector Resourcing,"Harlow, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-vector-resourcing-4421878067,2026-06-01T16:09:38.967808+00:00
0,Test Engineer | Germany,linkedin,Agile Tester | Kommunikationssysteme,Valentum Engineering GmbH,"Kiel, Schleswig-Holstein, Germany",On-site,Full-time,,Agile,English,,,Recent,https://de.linkedin.com/jobs/view/agile-tester-kommunikationssysteme-at-valentum-engineering-gmbh-4415616680,2026-06-01T16:09:41.492473+00:00
0,Test Engineer | Germany,linkedin,Software Tester / Testautomatisierer (m/w/d) in Frankfurt (Main),Deloitte,"Frankfurt, Hesse, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-tester-testautomatisierer-m-w-d-in-frankfurt-main-at-deloitte-4248340673,2026-06-01T16:09:41.492899+00:00
0,Test Engineer | Germany,linkedin,Software Tester – Quality Assurance (m/w/d),WSCAD: AI-Powered Electrical CAD,"Bergkirchen, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-tester-%E2%80%93-quality-assurance-m-w-d-at-wscad-ai-powered-electrical-cad-4380955213,2026-06-01T16:09:41.493179+00:00
0,Test Engineer | Austria,linkedin,Associate Software Quality Assurance Engineer(P2),International Atomic Energy Agency (IAEA),"Innere Stadt, Vienna, Austria",On-site,Internship,,Associate,English,,,Recent,https://at.linkedin.com/jobs/view/associate-software-quality-assurance-engineer-p2-at-international-atomic-energy-agency-iaea-4415242102,2026-06-01T16:09:43.940383+00:00
0,Test Engineer | Austria,linkedin,Test Engineer (all genders),Lam Research,"Villach, Carinthia, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/test-engineer-all-genders-at-lam-research-4415913911,2026-06-01T16:09:43.941159+00:00
0,Test Engineer | Switzerland,linkedin,Responsable tests,Talent Access Technologies,Geneva Metropolitan Area,On-site,Full-time,"Pytest, Robot Framework, Selenium","Junit, R, Cucumber, Scrum, Agile, Bdd",English,,,Recent,https://ch.linkedin.com/jobs/view/responsable-tests-at-talent-access-technologies-4416209408,2026-06-01T16:09:46.364295+00:00
0,Test Engineer | Switzerland,linkedin,Flight Test Engineer,Destinus,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/flight-test-engineer-at-destinus-4413058204,2026-06-01T16:09:46.364551+00:00
0,Test Engineer | Remote,linkedin,Software Tester (all genders),NFON AG,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-tester-all-genders-at-nfon-ag-4412229202,2026-06-01T16:09:48.783377+00:00
0,Test Engineer | Slovakia,linkedin,Supplier Quality engineer,TOMRA,"Senec, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/supplier-quality-engineer-at-tomra-4419868244,2026-06-01T16:09:51.185200+00:00
0,Test Engineer | Czech Republic,linkedin,Junior Mechanical Engineer - based in Czech Republic (Brno) or Norway (Kongsberg),Kongsberg Precision Cutting Systems,Dominican Republic,On-site,Full-time,,Junior,English,,,Recent,https://do.linkedin.com/jobs/view/junior-mechanical-engineer-based-in-czech-republic-brno-or-norway-kongsberg-at-kongsberg-precision-cutting-systems-4416386815,2026-06-01T16:09:53.609357+00:00
0,Test Engineer | Czech Republic,linkedin,Softwareingenieur:in,Duas Barras,"Las Terrenas, Samaná, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/softwareingenieur-in-at-duas-barras-4417751359,2026-06-01T16:09:53.609766+00:00
0,Test Engineer | Poland,linkedin,"Software Engineer, FinOps",Samba TV,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-finops-at-samba-tv-4312933080,2026-06-01T16:09:56.083120+00:00
0,Test Engineer | Poland,linkedin,"Software Engineer, Test (6 months contract)",Renesas Electronics,"Katowice, Śląskie, Poland",On-site,Contract,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-test-6-months-contract-at-renesas-electronics-4399872730,2026-06-01T16:09:56.083251+00:00
0,Test Engineer | USA,linkedin,Software Quality Assurance Engineer,Integrity Consulting,"Rochester, NY",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-quality-assurance-engineer-at-integrity-consulting-4412284988,2026-06-01T16:09:58.696508+00:00
0,Test Engineer | USA,linkedin,Test Engineer,Lumicity,San Francisco Bay Area,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-at-lumicity-4415667802,2026-06-01T16:09:58.696930+00:00
0,Test Engineer | USA,linkedin,Test Engineer,"Pyramid Consulting, Inc","Round Lake, IL",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-at-pyramid-consulting-inc-4416266702,2026-06-01T16:09:58.697236+00:00
0,Test Engineer | United Kingdom,linkedin,Software Engineer,Zego,"London Area, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-engineer-at-zego-4406958979,2026-06-01T16:10:01.154079+00:00
0,Test Engineer | United Kingdom,linkedin,Quality Assurance Engineer,act digital,"London Area, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-act-digital-4417178193,2026-06-01T16:10:01.154213+00:00
0,Test Engineer | United Kingdom,linkedin,Quality Assurance Engineer,RedRock Consulting,United Kingdom,Remote,Contract,"Java, Playwright, Selenium, Test Automation","Performance Testing, Cucumber",English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-redrock-consulting-4414466346,2026-06-01T16:10:01.154489+00:00
0,Testingenieur | Germany,linkedin,CQV & CSV Engineering Opportunities – Germany,KPC International,"Frankfurt, Hesse, Germany",On-site,Internship,,,English,,,Recent,https://de.linkedin.com/jobs/view/cqv-csv-engineering-opportunities-%E2%80%93-germany-at-kpc-international-4225886744,2026-06-01T16:10:03.734035+00:00
0,Testingenieur | Germany,linkedin,Testingenieur*in Elektromechanik / Hardware Test Engineer,TWK,"Düsseldorf, North Rhine-Westphalia, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/testingenieur-in-elektromechanik-hardware-test-engineer-at-twk-4418715086,2026-06-01T16:10:03.734216+00:00
0,Testingenieur | Germany,linkedin,Testingenieur / Verification Engineer (m/w/d) Medizintechnik,Exco GmbH,"Frankenthal, Rhineland-Palatinate, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/testingenieur-verification-engineer-m-w-d-medizintechnik-at-exco-gmbh-4417926780,2026-06-01T16:10:03.734508+00:00
0,Testingenieur | Germany,linkedin,SPS-Programmierer Mobile Robotics (m/w/d),SCIO Automation,"Plattling, Bavaria, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/sps-programmierer-mobile-robotics-m-w-d-at-scio-automation-4410051440,2026-06-01T16:10:03.734661+00:00
0,Testingenieur | Germany,linkedin,Test Engineer Schienenfahrzeuge (all gender),ALTEN,"Salzgitter, Lower Saxony, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-engineer-schienenfahrzeuge-all-gender-at-alten-4414075691,2026-06-01T16:10:03.734795+00:00
0,Testingenieur | Germany,linkedin,Testingenieur (m/w/d) - Prüfstandsentwicklung,Schotstek GmbH,"Mannheim, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/testingenieur-m-w-d-pr%C3%BCfstandsentwicklung-at-schotstek-gmbh-4418748650,2026-06-01T16:10:03.734927+00:00
0,Testingenieur | Germany,linkedin,Projektingenieur:in 5G & TETRA,smartist.one,"Lower Saxony, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/projektingenieur-in-5g-tetra-at-smartist-one-4420906028,2026-06-01T16:10:03.735064+00:00
0,Testingenieur | Germany,linkedin,Versuchs-/Testingenieur Fahrerassistenzsysteme / ADAS (m/w/d),prognum Automotive GmbH,"Stuttgart, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/versuchs-testingenieur-fahrerassistenzsysteme-adas-m-w-d-at-prognum-automotive-gmbh-4411448442,2026-06-01T16:10:03.735190+00:00
0,Testingenieur | Germany,linkedin,Versuchsingenieur Gesamtfahrzeugerprobung (all gender),ALTEN Germany,"Munich, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/versuchsingenieur-gesamtfahrzeugerprobung-all-gender-at-alten-germany-4392675320,2026-06-01T16:10:03.735324+00:00
0,Testingenieur | Austria,linkedin,Development Engineer,g2 Recruitment,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/development-engineer-at-g2-recruitment-4410723178,2026-06-01T16:10:06.137138+00:00
0,Testingenieur | Austria,linkedin,Elektronik Entwickler / Testingenieur,Akkodis,"Linz, Upper Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/elektronik-entwickler-testingenieur-at-akkodis-4399722630,2026-06-01T16:10:06.137267+00:00
0,Testingenieur | Switzerland,linkedin,Software Engineer Medizintechnik,Aristo Group,"Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-engineer-medizintechnik-at-aristo-group-4408986638,2026-06-01T16:10:08.556498+00:00
0,Testingenieur | Switzerland,linkedin,Elektroniker Testengineering 80% - 100% (m/w/d),elfab AG,"St Gallen, St Gallen, Switzerland",Remote,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/elektroniker-testengineering-80%25-100%25-m-w-d-at-elfab-ag-4414158379,2026-06-01T16:10:08.557105+00:00
0,Testingenieur | Switzerland,linkedin,Product Application Engineer,Digmesa AG,"Ipsach, Berne, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/product-application-engineer-at-digmesa-ag-4417483935,2026-06-01T16:10:08.557231+00:00
0,Testingenieur | Switzerland,linkedin,Versuchsingenieur Beschichtung (m/w/d),Wagner Spraytech Scandinavia A/S,"Altstätten, St Gallen, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/versuchsingenieur-beschichtung-m-w-d-at-wagner-spraytech-scandinavia-a-s-4408893575,2026-06-01T16:10:08.557617+00:00
0,Testingenieur | Switzerland,linkedin,R&D,Medacta Italia,"Rancate, Ticino, Switzerland",On-site,Full-time,,R,English,,,Recent,https://ch.linkedin.com/jobs/view/r-d-at-medacta-italia-4417094035,2026-06-01T16:10:08.557752+00:00
0,Testingenieur | Remote,linkedin,QA Engineer - Firmware & Mobile Testing (5 months limited),Bragi,Germany,Remote,Full-time,Firmware,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-firmware-mobile-testing-5-months-limited-at-bragi-4414002065,2026-06-01T16:10:11.014192+00:00
0,Testingenieur | Remote,linkedin,Application Engineer,Delvitech SA,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/application-engineer-at-delvitech-sa-4414093887,2026-06-01T16:10:11.014473+00:00
0,Testingenieur | Remote,linkedin,Softwareingenieur:in,Cavion - Mit Sicherheit in die Zukunft,Cologne Bonn Region,Remote,Full-time,,,German,,,Recent,https://de.linkedin.com/jobs/view/softwareingenieur-in-at-cavion-mit-sicherheit-in-die-zukunft-4421817165,2026-06-01T16:10:11.014884+00:00
0,Testingenieur | Remote,linkedin,Flight Software Product Assurance Engineer,constellr,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/flight-software-product-assurance-engineer-at-constellr-4418168131,2026-06-01T16:10:11.015273+00:00
0,Testingenieur | Slovakia,linkedin,Testing Engineer - Commisioning,Schaeffler,"Kysucké Nové Mesto, Zilina, Slovakia",Remote,Contract,Can,"Canoe, R",English,,,Recent,https://sk.linkedin.com/jobs/view/testing-engineer-commisioning-at-schaeffler-4370529030,2026-06-01T16:10:13.443909+00:00
0,Testingenieur | Czech Republic,linkedin,安全工程师,"Shenzhen Batian Ecotypic Engineering Co., Ltd.","アト・マジョール州, Hato Mayor, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/%E5%AE%89%E5%85%A8%E5%B7%A5%E7%A8%8B%E5%B8%88-at-shenzhen-batian-ecotypic-engineering-co-ltd-4421753665,2026-06-01T16:10:15.848062+00:00
0,Testingenieur | Czech Republic,linkedin,软件运维工程师（四川）,上海恒翼投资中心,"アト・マジョール州, Hato Mayor, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/%E8%BD%AF%E4%BB%B6%E8%BF%90%E7%BB%B4%E5%B7%A5%E7%A8%8B%E5%B8%88%EF%BC%88%E5%9B%9B%E5%B7%9D%EF%BC%89-at-%E4%B8%8A%E6%B5%B7%E6%81%92%E7%BF%BC%E6%8A%95%E8%B5%84%E4%B8%AD%E5%BF%83-4420094952,2026-06-01T16:10:15.848470+00:00
0,Testingenieur | Czech Republic,linkedin,NET Developer),Perform,"Santo Domingo, Distrito Nacional, Dominican Republic",Remote,Internship,"C, Javascript","Azure, Sql, Scrum, React, C#, Agile, Sql Server, Git, Vue.Js, Angular",English,,,Recent,https://do.linkedin.com/jobs/view/net-developer-at-perform-4415697399,2026-06-01T16:10:15.848620+00:00
0,Testingenieur | Czech Republic,linkedin,大客户技术服务工程师,"Guangdong Haid Group Co.,Limited","アト・マジョール州, Hato Mayor, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/%E5%A4%A7%E5%AE%A2%E6%88%B7%E6%8A%80%E6%9C%AF%E6%9C%8D%E5%8A%A1%E5%B7%A5%E7%A8%8B%E5%B8%88-at-guangdong-haid-group-co-limited-4420891987,2026-06-01T16:10:15.848756+00:00
0,Testingenieur | Poland,linkedin,TEST LI,KIZO - Kompleksowa obróbka CNC,"Cracow, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-li-at-kizo-kompleksowa-obr%C3%B3bka-cnc-4411873421,2026-06-01T16:10:18.303681+00:00
0,Testingenieur | Poland,linkedin,AUTOMATYK/PROGRAMISTA K/M (O),Łódzki Klaster ICT,"Góra Motyczna, Podkarpackie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/automatyk-programista-k-m-o-at-%C5%82%C3%B3dzki-klaster-ict-4416762265,2026-06-01T16:10:18.303864+00:00
0,Testingenieur | Poland,linkedin,"Tester Ferryt (He, She) -",Astek,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,"R, Confluence, Jira",English,,,Recent,https://pl.linkedin.com/jobs/view/tester-ferryt-he-she-at-astek-4417061676,2026-06-01T16:10:18.304013+00:00
0,Testingenieur | Poland,linkedin,Inżynier Testów Oprogramowania (Junior) (k/m) - Praca zdalna,Astek,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/in%C5%BCynier-test%C3%B3w-oprogramowania-junior-k-m-praca-zdalna-at-astek-4416815692,2026-06-01T16:10:18.304154+00:00
0,Testingenieur | Poland,linkedin,Tester Manulny Ferryt (M/K),Astek,Poland,On-site,Full-time,,"R, Confluence, Jira",English,,,Recent,https://pl.linkedin.com/jobs/view/tester-manulny-ferryt-m-k-at-astek-4384487803,2026-06-01T16:10:18.304290+00:00
0,Testingenieur | Poland,linkedin,Junior Application Engineer,WNS,Kielce Metropolitan Area,On-site,Full-time,,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-application-engineer-at-wns-4408810072,2026-06-01T16:10:18.304575+00:00
0,Testingenieur | Poland,linkedin,"Tester / Testerka  - Wroclaw (Dolnośląskie), Polska",Astek,Wroclaw Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/tester-testerka-wroclaw-dolno%C5%9Bl%C4%85skie-polska-at-astek-4358055143,2026-06-01T16:10:18.304853+00:00
0,Testingenieur | Poland,linkedin,Test Engineer,Securitas Security Services Europe,"Warszawa, Wielkopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-engineer-at-securitas-security-services-europe-4420430586,2026-06-01T16:10:18.304991+00:00
0,Testingenieur | USA,linkedin,"Manufacturing Engineer, General Assembly & Testing Optimus",Tesla,"Palo Alto, CA",On-site,Full-time,,Assembly,English,,,Recent,https://www.linkedin.com/jobs/view/manufacturing-engineer-general-assembly-testing-optimus-at-tesla-4420212701,2026-06-01T16:10:20.897860+00:00
0,Testingenieur | USA,linkedin,Mechanical Test Engineer,"Veridian Tech Solutions, Inc.","Minnesota, United States",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/mechanical-test-engineer-at-veridian-tech-solutions-inc-4414237693,2026-06-01T16:10:20.898315+00:00
0,Testingenieur | USA,linkedin,"Entry Level or Experienced Design, Analysis and Test Engineer **Sign on Bonus Potential**",Boeing,"Berkeley, MO",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/entry-level-or-experienced-design-analysis-and-test-engineer-sign-on-bonus-potential-at-boeing-4414302176,2026-06-01T16:10:20.898453+00:00
0,Testingenieur | USA,linkedin,Test Engineer,"netPolarity, Inc. (Saicon Consultants, Inc.)","San Jose, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-at-netpolarity-inc-saicon-consultants-inc-4415932550,2026-06-01T16:10:20.898602+00:00
0,Testingenieur | USA,linkedin,Quality Assurance Engineer (Manufacturing),PLP,"Mayfield, OH",On-site,Contract,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-manufacturing-at-plp-4415939405,2026-06-01T16:10:20.898732+00:00
0,Testingenieur | USA,linkedin,Engineering Technical Leader - Test Engineer,Wabtec Corporation,"Tucson, AZ",On-site,Contract,System Testing,"Matlab, Engineering Manager",English,,,Recent,https://www.linkedin.com/jobs/view/engineering-technical-leader-test-engineer-at-wabtec-corporation-4417250569,2026-06-01T16:10:20.898994+00:00
0,Testingenieur | USA,linkedin,Test Engineer,"Yamaha Motor Corporation, USA","Newnan, GA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-at-yamaha-motor-corporation-usa-4416530923,2026-06-01T16:10:20.899128+00:00
0,Testingenieur | United Kingdom,linkedin,Graduate Test Engineer – Environmental Testing,Applus+ Laboratories,"Silverstone, England, United Kingdom",On-site,Full-time,,Graduate,English,,,Recent,https://uk.linkedin.com/jobs/view/graduate-test-engineer-%E2%80%93-environmental-testing-at-applus%2B-laboratories-4409256531,2026-06-01T16:10:23.349588+00:00
0,Testingenieur | United Kingdom,linkedin,Test Engineer,Fuse Energy,"London, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-fuse-energy-4403466880,2026-06-01T16:10:23.349768+00:00
