relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
29,Tester | Switzerland,linkedin,Test Engineer (m/w/d),Thales,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-m-w-d-at-thales-4371456191,2026-03-23T10:51:35.396198+00:00
0,QA Engineer | Poland,linkedin,Quality Assurance Automation Engineer,5V Video,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-5v-video-4385253113,2026-03-23T10:52:06.397936+00:00
0,QA Engineer | Poland,linkedin,Junior QA Engineer/ QA Engineer,Amelco Limited,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-qa-engineer-qa-engineer-at-amelco-limited-4387705392,2026-03-23T10:52:06.398254+00:00
0,QA Engineer | Poland,linkedin,"QA Engineer (worldwide remote, work anywhere)",CloudLinux,"Warsaw, Mazowieckie, Poland",Remote,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-worldwide-remote-work-anywhere-at-cloudlinux-4375544173,2026-03-23T10:52:06.398603+00:00
0,QA Engineer | Poland,linkedin,QA Engineer/Analyst (Junior/Regular)/ Inetum,Inetum,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-analyst-junior-regular-inetum-at-inetum-4373817307,2026-03-23T10:52:06.398772+00:00
0,QA Engineer | Poland,linkedin,QA Analyst (Manual & Automation)/ I,Inetum,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-analyst-manual-automation-i-at-inetum-4373813470,2026-03-23T10:52:06.398929+00:00
0,QA Engineer | USA,linkedin,QA Engineer,MrBeast,United States,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-at-mrbeast-4367342975,2026-03-23T10:52:08.821254+00:00
0,QA Engineer | USA,linkedin,"Junior QA Engineer – Recent Grads, This One's for You!",Teak,United States,On-site,Full-time,,Junior,English,,,Recent,https://www.linkedin.com/jobs/view/junior-qa-engineer-%E2%80%93-recent-grads-this-one-s-for-you%21-at-teak-4379436451,2026-03-23T10:52:08.821469+00:00
0,QA Engineer | USA,linkedin,"Junior QA Engineer – Recent Grads, This One's for You",Teak,United States,On-site,Full-time,,Junior,English,,,Recent,https://www.linkedin.com/jobs/view/junior-qa-engineer-%E2%80%93-recent-grads-this-one-s-for-you-at-teak-4383435639,2026-03-23T10:52:08.821660+00:00
0,QA Engineer | USA,linkedin,Junior Manual QA Engineer,Topstep,United States,On-site,Full-time,,Junior,English,,,Recent,https://www.linkedin.com/jobs/view/junior-manual-qa-engineer-at-topstep-4386555245,2026-03-23T10:52:08.821824+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Engineer,Tandem Talent Ltd,"Portland, OR",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-tandem-talent-ltd-4384470202,2026-03-23T10:52:08.821983+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Engineer,The Bexar Company,"Grand Prairie, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-the-bexar-company-4379085580,2026-03-23T10:52:08.822148+00:00
0,QA Engineer | USA,linkedin,Junior QA Engineer (Entry-Level),CloudBerry,United States,On-site,Full-time,,"Entry-Level, Junior",English,,,Recent,https://www.linkedin.com/jobs/view/junior-qa-engineer-entry-level-at-cloudberry-4379916350,2026-03-23T10:52:08.822305+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Engineer,BrothersTech,United States,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-brotherstech-4384446948,2026-03-23T10:52:08.822466+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Engineer,The Bexar Company,"Grand Prairie, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-the-bexar-company-4389008230,2026-03-23T10:52:08.822634+00:00
0,QA Engineer | United Kingdom,linkedin,Quality Assurance (QA) Engineer,hackajob,"Manchester, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-qa-engineer-at-hackajob-4381077057,2026-03-23T10:52:11.203515+00:00
0,QA Engineer | United Kingdom,linkedin,QA Engineer,hackajob,United Kingdom,On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-at-hackajob-4384978118,2026-03-23T10:52:11.203904+00:00
0,QA Engineer | United Kingdom,linkedin,QA Engineer — £40k–£45k — Join a High-Growth Fintech Supporting Superyachts & Artists Worldwide,Venchr,United Kingdom,On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-%E2%80%94-%C2%A340k%E2%80%93%C2%A345k-%E2%80%94-join-a-high-growth-fintech-supporting-superyachts-artists-worldwide-at-venchr-4385279555,2026-03-23T10:52:11.204255+00:00
0,QA Engineer | United Kingdom,linkedin,QA Test Engineer,Partnerize,"Newcastle Upon Tyne, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-test-engineer-at-partnerize-4386764771,2026-03-23T10:52:11.204614+00:00
0,QA Engineer | United Kingdom,linkedin,Junior QA Engineer,Xantura Limited,"Greater London, England, United Kingdom",On-site,Full-time,,Junior,English,,,Recent,https://uk.linkedin.com/jobs/view/junior-qa-engineer-at-xantura-limited-4384471417,2026-03-23T10:52:11.205213+00:00
0,QA Engineer | United Kingdom,linkedin,Quality Assurance Automation Engineer,Provn,"Glasgow, Scotland, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-provn-4386755942,2026-03-23T10:52:11.205388+00:00
0,QA Engineer | United Kingdom,linkedin,QA Engineer,DOHE,United Kingdom,On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-at-dohe-4378768794,2026-03-23T10:52:11.205546+00:00
0,QA Engineer | United Kingdom,linkedin,Quality Assurance Engineer,Reply,"London Area, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-reply-4384029416,2026-03-23T10:52:11.205743+00:00
0,Test Engineer | Germany,linkedin,Quality Assurance Engineer,PSD Group,"Dortmund, North Rhine-Westphalia, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-engineer-at-psd-group-4338425753,2026-03-23T10:52:13.659403+00:00
0,Test Engineer | Germany,linkedin,QA Engineer,Almedia,"Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-at-almedia-4339366784,2026-03-23T10:52:13.659774+00:00
0,Test Engineer | Germany,linkedin,Drive Test Engineer,L&T Technology Services,"Munich, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/drive-test-engineer-at-l-t-technology-services-4385685378,2026-03-23T10:52:13.659930+00:00
0,Test Engineer | Remote,linkedin,LLM Engineer,Helika,"Berlin, Germany",Remote,Full-time,Llm,,English,,,Recent,https://de.linkedin.com/jobs/view/llm-engineer-at-helika-4386380559,2026-03-23T10:52:20.836942+00:00
0,Test Engineer | Remote,linkedin,Applied Scientist,Albatross AI,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/applied-scientist-at-albatross-ai-4386747220,2026-03-23T10:52:20.837587+00:00
0,Test Engineer | Remote,linkedin,Softwaretester:in (m/w/d) für Finanzmanagementsoftware im Public Sector,MACH,Germany,Remote,Full-time,,R,English,,,Recent,https://de.linkedin.com/jobs/view/softwaretester-in-m-w-d-f%C3%BCr-finanzmanagementsoftware-im-public-sector-at-mach-4386312699,2026-03-23T10:52:20.837900+00:00
0,Test Engineer | Remote,linkedin,Software Engineer I - Entry-Level,Mercor,"Berlin, Berlin, Germany",Remote,Full-time,,Entry-Level,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-i-entry-level-at-mercor-4385798349,2026-03-23T10:52:20.838211+00:00
0,Test Engineer | Slovakia,linkedin,Experienced Software Test Engineer (Cypress),localhost.company,"Košice, Kosice, Slovakia",On-site,Full-time,,Cypress,English,,,Recent,https://sk.linkedin.com/jobs/view/experienced-software-test-engineer-cypress-at-localhost-company-4386674039,2026-03-23T10:52:23.219846+00:00
0,Test Engineer | Czech Republic,linkedin,Ingeniero de Datos (Junior) - Trabajo Remoto,BairesDev,"Santo Domingo, Dominican Republic",On-site,Full-time,,Junior,English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-de-datos-junior-trabajo-remoto-at-bairesdev-4385605372,2026-03-23T10:52:25.598811+00:00
0,Test Engineer | Czech Republic,linkedin,Test Phenom,Ministry of the Interior of the Czech Republic,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/test-phenom-at-ministry-of-the-interior-of-the-czech-republic-4383782700,2026-03-23T10:52:25.598981+00:00
0,Test Engineer | Czech Republic,linkedin,Software Engineer,Tata Communications,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-engineer-at-tata-communications-4383373744,2026-03-23T10:52:25.599141+00:00
0,Test Engineer | Poland,linkedin,Manual Tester,BlueSoft,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-at-bluesoft-4386753216,2026-03-23T10:52:28.006217+00:00
0,Test Engineer | Poland,linkedin,Manual QA Engineer for Mobile App (Tinder),Zoolatech,"Mazowieckie, Poland",Remote,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-qa-engineer-for-mobile-app-tinder-at-zoolatech-4384059349,2026-03-23T10:52:28.006371+00:00
0,Test Engineer | Poland,linkedin,Manual Tester,KUBO,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-at-kubo-4386729804,2026-03-23T10:52:28.007020+00:00
0,Test Engineer | USA,linkedin,Entry Level Software Engineer,Emonics LLC,"Philadelphia, PA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/entry-level-software-engineer-at-emonics-llc-4385606091,2026-03-23T10:52:30.593301+00:00
0,Test Engineer | USA,linkedin,Entry Level Software Engineer,Emonics LLC,"Houston, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/entry-level-software-engineer-at-emonics-llc-4385286866,2026-03-23T10:52:30.593630+00:00
0,Test Engineer | USA,linkedin,QA Engineer,Comfrt,United States,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-at-comfrt-4388572052,2026-03-23T10:52:30.593933+00:00
0,Test Engineer | USA,linkedin,UI Developer - (Full-Time) Career Break Acceptable,Precision Technologies,United States,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/ui-developer-full-time-career-break-acceptable-at-precision-technologies-4385960557,2026-03-23T10:52:30.594234+00:00
0,Test Engineer | United Kingdom,linkedin,Software Quality Assurance Engineer,Nuclera,"Cambridge, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-quality-assurance-engineer-at-nuclera-4386746375,2026-03-23T10:52:33.035435+00:00
0,Test Engineer | United Kingdom,linkedin,Graduate Software Tester (M/F/D)*,TGW Northern Europe,"Market Harborough, England, United Kingdom",On-site,Full-time,,Graduate,English,,,Recent,https://uk.linkedin.com/jobs/view/graduate-software-tester-m-f-d-at-tgw-northern-europe-4384490696,2026-03-23T10:52:33.035603+00:00
0,Test Engineer | United Kingdom,linkedin,Quality Assurance Engineer,Coforge,"Telford, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-coforge-4378832906,2026-03-23T10:52:33.035915+00:00
0,Test Engineer | United Kingdom,linkedin,Software Quality Assurance Engineer,Test Driven Solutions Ltd.,"Newcastle Upon Tyne, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-quality-assurance-engineer-at-test-driven-solutions-ltd-4386926912,2026-03-23T10:52:33.036063+00:00
0,Testingenieur | Germany,linkedin,"Testingenieur (m/w/d) Chassis, Body, Infotainment (ID: 22219)",Da Vinci Engineering GmbH,"Munich, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/testingenieur-m-w-d-chassis-body-infotainment-id-22219-at-da-vinci-engineering-gmbh-4387351276,2026-03-23T10:52:35.490725+00:00
0,Testingenieur | Germany,linkedin,CQV & CSV Engineering Opportunities – Germany,KPC International,"Frankfurt, Hesse, Germany",On-site,Internship,,,English,,,Recent,https://de.linkedin.com/jobs/view/cqv-csv-engineering-opportunities-%E2%80%93-germany-at-kpc-international-4225886744,2026-03-23T10:52:35.490916+00:00
0,Testingenieur | Germany,linkedin,Test Technician: Aerospace & Defense - Germany,Orbital Critical Systems (Grupo CAF),"Taufkirchen, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-technician-aerospace-defense-germany-at-orbital-critical-systems-grupo-caf-4377239245,2026-03-23T10:52:35.491087+00:00
0,Testingenieur | Germany,linkedin,TCMS Test Engineer,SEGULA Technologies,"Mannheim, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/tcms-test-engineer-at-segula-technologies-4378948527,2026-03-23T10:52:35.491249+00:00
0,Testingenieur | Germany,linkedin,Testingenieur*in Elektromechanik / Hardware Test Engineer,TWK,"Düsseldorf, North Rhine-Westphalia, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/testingenieur-in-elektromechanik-hardware-test-engineer-at-twk-4377721114,2026-03-23T10:52:35.491410+00:00
0,Testingenieur | Germany,linkedin,Junior Entwicklungs- und Testingenieur für aktive Mikrowellengeräte (m/w/d) (ID: 22110),Da Vinci Engineering GmbH,"Backnang, Baden-Württemberg, Germany",On-site,Full-time,,"R, Junior",German,,,Recent,https://de.linkedin.com/jobs/view/junior-entwicklungs-und-testingenieur-f%C3%BCr-aktive-mikrowellenger%C3%A4te-m-w-d-id-22110-at-da-vinci-engineering-gmbh-4368592256,2026-03-23T10:52:35.491587+00:00
0,Testingenieur | Germany,linkedin,Test Engineer (w/m/d),Worldline,"Aachen, North Rhine-Westphalia, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-engineer-w-m-d-at-worldline-4386737395,2026-03-23T10:52:35.491756+00:00
0,Testingenieur | Germany,linkedin,Testingenieur – Mechanical Engineering / Systemtests (all gender),ALTEN Germany,"Hamburg, Hamburg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/testingenieur-%E2%80%93-mechanical-engineering-systemtests-all-gender-at-alten-germany-4373680351,2026-03-23T10:52:35.491907+00:00
0,Testingenieur | Germany,linkedin,Quality Assurance Engineer (m/w/d),Europa Group International,"Bavaria, Germany",On-site,Internship,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-engineer-m-w-d-at-europa-group-international-4381044687,2026-03-23T10:52:35.492062+00:00
0,Testingenieur | Germany,linkedin,Automotive Manufacturing Product Testing Engineer (m/f/d) – Jülich,Quanta Computer Inc. 廣達電腦,"Jülich, North Rhine-Westphalia, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/automotive-manufacturing-product-testing-engineer-m-f-d-%E2%80%93-j%C3%BClich-at-quanta-computer-inc-%E5%BB%A3%E9%81%94%E9%9B%BB%E8%85%A6-4385735537,2026-03-23T10:52:35.492213+00:00
0,Testingenieur | Austria,linkedin,Supplier Test Engineer (all genders),Lam Research,"Villach, Carinthia, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/supplier-test-engineer-all-genders-at-lam-research-4377926919,2026-03-23T10:52:37.858308+00:00
0,Testingenieur | Austria,linkedin,Work at PSI Austria,PSI Software – Process Industries & Metals,"Graz, Styria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/work-at-psi-austria-at-psi-software-%E2%80%93-process-industries-metals-4381841539,2026-03-23T10:52:37.858684+00:00
0,Testingenieur | Austria,linkedin,Test Engineer Embedded Software,SBG Associates,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/test-engineer-embedded-software-at-sbg-associates-4386673278,2026-03-23T10:52:37.859000+00:00
0,Testingenieur | Austria,linkedin,SQA Ingenieur (m/w/d),SEGULA Technologies,"Graz, Styria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/sqa-ingenieur-m-w-d-at-segula-technologies-4385504193,2026-03-23T10:52:37.859153+00:00
0,Testingenieur | Austria,linkedin,Softwareingenieur:in,Wallner Automation GmbH,"Eugendorf, Salzburg, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/softwareingenieur-in-at-wallner-automation-gmbh-4385742672,2026-03-23T10:52:37.859469+00:00
0,Testingenieur | Austria,linkedin,(Junior) Product Developer - Medical Technology (m/w/d),Lohmann & Rauscher Österreich,"Schönau an der Triesting, Lower Austria, Austria",On-site,Full-time,,Junior,German,,,Recent,https://at.linkedin.com/jobs/view/junior-product-developer-medical-technology-m-w-d-at-lohmann-rauscher-%C3%B6sterreich-4366717813,2026-03-23T10:52:37.859645+00:00
0,Testingenieur | Switzerland,linkedin,"Industrialization, Electronics Test Engineer",ANYbotics,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/industrialization-electronics-test-engineer-at-anybotics-4378614840,2026-03-23T10:52:40.232528+00:00
0,Testingenieur | Switzerland,linkedin,Responsable de Tests,PrimeIT Switzerland,"Geneva, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/responsable-de-tests-at-primeit-switzerland-4371002302,2026-03-23T10:52:40.233180+00:00
0,Testingenieur | Switzerland,linkedin,AI Speech Tester (Italian native speaker - Switzerland regional variant),TSMG Holding,"Bellinzona, Ticino, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/ai-speech-tester-italian-native-speaker-switzerland-regional-variant-at-tsmg-holding-4383377773,2026-03-23T10:52:40.233332+00:00
0,Testingenieur | Switzerland,linkedin,AI Speech Tester (Italian native speaker - Switzerland regional variant),TSMG Holding,"Lugano, Ticino, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/ai-speech-tester-italian-native-speaker-switzerland-regional-variant-at-tsmg-holding-4383384373,2026-03-23T10:52:40.233489+00:00
0,Testingenieur | Switzerland,linkedin,Robotics Application Engineer,Founderful,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/robotics-application-engineer-at-founderful-4386715585,2026-03-23T10:52:40.233820+00:00
0,Testingenieur | Remote,linkedin,Design Engineer,vvd,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/design-engineer-at-vvd-4386302599,2026-03-23T10:52:42.672910+00:00
0,Testingenieur | Remote,linkedin,Mobile Device Management (iOS oder Android) (m/w/d),ZABEL,Hannover-Braunschweig-Göttingen-Wolfsburg Region,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/mobile-device-management-ios-oder-android-m-w-d-at-zabel-4386035954,2026-03-23T10:52:42.673734+00:00
0,Testingenieur | Remote,linkedin,System- und Testingenieur Funkkommunikationssysteme (all gender) 300,ALTEN Germany,"Stuttgart, Baden-Württemberg, Germany",Remote,Full-time,,,German,,,Recent,https://de.linkedin.com/jobs/view/system-und-testingenieur-funkkommunikationssysteme-all-gender-300-at-alten-germany-4361021637,2026-03-23T10:52:42.673896+00:00
0,Testingenieur | Slovakia,linkedin,Automatizačný softvérový inžinier,Hoval Energy Recovery,"Istebné, Zilina, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/automatiza%C4%8Dn%C3%BD-softv%C3%A9rov%C3%BD-in%C5%BEinier-at-hoval-energy-recovery-4382510757,2026-03-23T10:52:45.046795+00:00
0,Testingenieur | Slovakia,linkedin,Automatizačný softvérový inžinier,Hoval Romania,"Istebné, Zilina, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/automatiza%C4%8Dn%C3%BD-softv%C3%A9rov%C3%BD-in%C5%BEinier-at-hoval-romania-4382490406,2026-03-23T10:52:45.046994+00:00
0,Testingenieur | Slovakia,linkedin,AOSP DEVELOPER - AUTOMOTIVE DOMAIN - CZECHIA BASED PROJECT,Quest Global,Slovakia,On-site,Contract,,,English,,,Recent,https://sk.linkedin.com/jobs/view/aosp-developer-automotive-domain-czechia-based-project-at-quest-global-4362200771,2026-03-23T10:52:45.047330+00:00
0,Testingenieur | Slovakia,linkedin,Automatizačný softvérový inžinier,Hoval Hrvatska,"Istebné, Zilina, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/automatiza%C4%8Dn%C3%BD-softv%C3%A9rov%C3%BD-in%C5%BEinier-at-hoval-hrvatska-4383849585,2026-03-23T10:52:45.047664+00:00
0,Testingenieur | Czech Republic,linkedin,硬件NPI工程师8052,UNISOC,"アト・マジョール州, Hato Mayor, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/%E7%A1%AC%E4%BB%B6npi%E5%B7%A5%E7%A8%8B%E5%B8%888052-at-unisoc-4384162904,2026-03-23T10:52:47.441496+00:00
0,Testingenieur | Czech Republic,linkedin,硬件NPI工程师(008102),UNISOC,"アト・マジョール州, Hato Mayor, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/%E7%A1%AC%E4%BB%B6npi%E5%B7%A5%E7%A8%8B%E5%B8%88-008102-at-unisoc-4387808983,2026-03-23T10:52:47.441675+00:00
0,Testingenieur | Czech Republic,linkedin,高低速接口工程师8049,UNISOC,"アト・マジョール州, Hato Mayor, Dominican Republic",On-site,Full-time,"I2C, Spi, Uart",Linux,English,,,Recent,https://do.linkedin.com/jobs/view/%E9%AB%98%E4%BD%8E%E9%80%9F%E6%8E%A5%E5%8F%A3%E5%B7%A5%E7%A8%8B%E5%B8%888049-at-unisoc-4384164940,2026-03-23T10:52:47.441833+00:00
0,Testingenieur | Czech Republic,linkedin,硬件测试工程师8051,UNISOC,"アト・マジョール州, Hato Mayor, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/%E7%A1%AC%E4%BB%B6%E6%B5%8B%E8%AF%95%E5%B7%A5%E7%A8%8B%E5%B8%888051-at-unisoc-4384170400,2026-03-23T10:52:47.441986+00:00
0,Testingenieur | Poland,linkedin,Staż – QA Tester / Technik IT Lab,Hitachi Energy,Cracow Metropolitan Area,On-site,Internship,"Firmware, Python, Selenium",Linux,English,,,Recent,https://pl.linkedin.com/jobs/view/sta%C5%BC-%E2%80%93-qa-tester-technik-it-lab-at-hitachi-energy-4252366661,2026-03-23T10:52:49.851681+00:00
0,Testingenieur | Poland,linkedin,Test Engineer,Wipro,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-engineer-at-wipro-4385248237,2026-03-23T10:52:49.851841+00:00
0,Testingenieur | Poland,linkedin,Junior Application Engineer,WNS,Kielce Metropolitan Area,On-site,Full-time,,"Jira, Confluence, Sql, Junior",English,,,Recent,https://pl.linkedin.com/jobs/view/junior-application-engineer-at-wns-4386776226,2026-03-23T10:52:49.852146+00:00
0,Testingenieur | Poland,linkedin,Test Engineer,Wipro,"Gdańsk, Pomorskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-engineer-at-wipro-4385233958,2026-03-23T10:52:49.852303+00:00
0,Testingenieur | Poland,linkedin,Tester Manulny Ferryt (M/K),Astek,Poland,On-site,Full-time,,"R, Confluence, Jira",English,,,Recent,https://pl.linkedin.com/jobs/view/tester-manulny-ferryt-m-k-at-astek-4384487803,2026-03-23T10:52:49.852458+00:00
0,Testingenieur | USA,linkedin,General Engineer (EMP Test Engineer),Air Force Civilian Service,"Albuquerque, NM",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/general-engineer-emp-test-engineer-at-air-force-civilian-service-4385293847,2026-03-23T10:52:52.376440+00:00
0,Testingenieur | USA,linkedin,Application Engineer,InterImage,"Fort Meade, MD",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/application-engineer-at-interimage-4386396116,2026-03-23T10:52:52.376623+00:00
0,Testingenieur | USA,linkedin,Mechanical Test Engineer,Applus+ Laboratories,"Houston, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/mechanical-test-engineer-at-applus%2B-laboratories-4125985556,2026-03-23T10:52:52.376784+00:00
0,Testingenieur | USA,linkedin,Remote QA/Test Engineer (NO C2C),Solving IT,United States,Remote,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/remote-qa-test-engineer-no-c2c-at-solving-it-4385606780,2026-03-23T10:52:52.376953+00:00
0,Testingenieur | USA,linkedin,Mechanical Engineer - Testing and Assembly,"TechSource, Inc","Los Alamos, NM",On-site,Full-time,,Assembly,English,,,Recent,https://www.linkedin.com/jobs/view/mechanical-engineer-testing-and-assembly-at-techsource-inc-4383338319,2026-03-23T10:52:52.377119+00:00
0,Testingenieur | USA,linkedin,Mechanical Test Engineer (Entry-Level),IRPI,"Wilsonville, OR",On-site,Full-time,,Entry-Level,English,,,Recent,https://www.linkedin.com/jobs/view/mechanical-test-engineer-entry-level-at-irpi-4383848129,2026-03-23T10:52:52.377276+00:00
0,Testingenieur | USA,linkedin,Quality Assurance Engineer -Manufacturing,"KEB America, Inc.","Shakopee, MN",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-manufacturing-at-keb-america-inc-4386506027,2026-03-23T10:52:52.377433+00:00
0,Testingenieur | USA,linkedin,Test Engineer I – Early Career (2026 Starts),Blue Origin,"Lancaster, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-i-%E2%80%93-early-career-2026-starts-at-blue-origin-4353142610,2026-03-23T10:52:52.377602+00:00
0,Testingenieur | United Kingdom,linkedin,Mechanical Test Engineer,BSI,"Hemel Hempstead, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/mechanical-test-engineer-at-bsi-3841320068,2026-03-23T10:52:54.819724+00:00
0,Testingenieur | United Kingdom,linkedin,Test Engineer,BSI,"Hemel Hempstead, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-bsi-4367290557,2026-03-23T10:52:54.819909+00:00
0,Testingenieur | United Kingdom,linkedin,Test Engineer - PPE,BSI,"Hemel Hempstead, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-ppe-at-bsi-4372575424,2026-03-23T10:52:54.820068+00:00
0,Testingenieur | United Kingdom,linkedin,Test & Means Engineer,SEGULA Technologies,"Aylesbury, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-means-engineer-at-segula-technologies-4388521223,2026-03-23T10:52:54.820223+00:00
