relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
44,Firmware Engineer | Switzerland,linkedin,"Senior Software Developer, Embedded Systems/Firmware",Google,"Zurich, Zurich, Switzerland",On-site,Full-time,"Embedded Systems, Firmware",Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-software-developer-embedded-systems-firmware-at-google-4425226864,2026-06-22T15:28:41.899997+00:00
0,QA Engineer | Slovakia,linkedin,Junior Test Automation Engineer,IBM,"Košice, Kosice, Slovakia",On-site,Full-time,Test Automation,Junior,English,,,Recent,https://sk.linkedin.com/jobs/view/junior-test-automation-engineer-at-ibm-4426842861,2026-06-22T15:26:34.686384+00:00
0,QA Engineer | Slovakia,linkedin,Supplier Quality Engineer (SQA Engineer),上海李尔汽车系统有限公司宁波分公司,"Presov, Presov, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/supplier-quality-engineer-sqa-engineer-at-%E4%B8%8A%E6%B5%B7%E6%9D%8E%E5%B0%94%E6%B1%BD%E8%BD%A6%E7%B3%BB%E7%BB%9F%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%AE%81%E6%B3%A2%E5%88%86%E5%85%AC%E5%8F%B8-4425921110,2026-06-22T15:26:34.687022+00:00
0,QA Engineer | Czech Republic,linkedin,Junior QA Automation Engineer,InvestorFlow,"Santiago de los Caballeros, Santiago, Dominican Republic",On-site,Full-time,,Junior,English,,,Recent,https://do.linkedin.com/jobs/view/junior-qa-automation-engineer-at-investorflow-4423307207,2026-06-22T15:26:37.061467+00:00
0,QA Engineer | Czech Republic,linkedin,"Engineer I, QA (Temporary)",BD,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/engineer-i-qa-temporary-at-bd-4431106039,2026-06-22T15:26:37.061651+00:00
0,QA Engineer | Czech Republic,linkedin,Quality Assurance Engineer - Trabajo Remoto,BairesDev,"Santo Domingo, Distrito Nacional, Dominican Republic",Remote,Full-time,,"Sql, Mysql",English,,,Recent,https://do.linkedin.com/jobs/view/quality-assurance-engineer-trabajo-remoto-at-bairesdev-4427739354,2026-06-22T15:26:37.061837+00:00
0,QA Engineer | Czech Republic,linkedin,Software QA Engineer,Emapta Global,"Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-qa-engineer-at-emapta-global-4429140545,2026-06-22T15:26:37.061994+00:00
0,QA Engineer | Czech Republic,linkedin,Ingeniero QA (Santiago),Infosyp,"Santiago de los Caballeros, Santiago, Dominican Republic",On-site,Full-time,"C, Java, Javascript, Selenium","Nosql, Devops, Swift, Sql",English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-qa-santiago-at-infosyp-4428719831,2026-06-22T15:26:37.062153+00:00
0,QA Engineer | Czech Republic,linkedin,Ingeniero de automatización de aseguramiento de la calidad,Wepsys,"Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-de-automatizaci%C3%B3n-de-aseguramiento-de-la-calidad-at-wepsys-4430471871,2026-06-22T15:26:37.062302+00:00
0,QA Engineer | Czech Republic,linkedin,QA Mobile Automation Engineer,Applaudo,Dominican Republic,Remote,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/qa-mobile-automation-engineer-at-applaudo-4429975600,2026-06-22T15:26:37.062767+00:00
0,QA Engineer | Poland,linkedin,Manual QA Engineer,LoopMe,"Cracow, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-qa-engineer-at-loopme-4423923925,2026-06-22T15:26:39.452324+00:00
0,QA Engineer | Poland,linkedin,Junior Manual QA Engineer for IOS Application,Zoolatech,Poland,On-site,Full-time,,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-manual-qa-engineer-for-ios-application-at-zoolatech-4422793784,2026-06-22T15:26:39.452897+00:00
0,QA Engineer | Poland,linkedin,Manual AI-Assisted QA Engineer,COLIBRIX ONE,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-ai-assisted-qa-engineer-at-colibrix-one-4422413580,2026-06-22T15:26:39.453050+00:00
0,QA Engineer | Poland,linkedin,Manual QA Engineer - Middle,SOFTSWISS,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-qa-engineer-middle-at-softswiss-4430043726,2026-06-22T15:26:39.453200+00:00
0,QA Engineer | Poland,linkedin,Freelance UAT Test Engineer,Proactive Global,Poland,On-site,Contract,,,English,,,Recent,https://pl.linkedin.com/jobs/view/freelance-uat-test-engineer-at-proactive-global-4426817515,2026-06-22T15:26:39.453349+00:00
0,QA Engineer | Poland,linkedin,Manual QA Engineer,The Travel Corporation,"Katowice, Śląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-qa-engineer-at-the-travel-corporation-4428719134,2026-06-22T15:26:39.453831+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Engineer,Tandem Talent Ltd,"Portland, OR",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-tandem-talent-ltd-4426482573,2026-06-22T15:26:41.994623+00:00
0,QA Engineer | USA,linkedin,Manual QA Engineer,Alivo,"Portland, Maine Metropolitan Area",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/manual-qa-engineer-at-alivo-4430085576,2026-06-22T15:26:41.994832+00:00
0,QA Engineer | USA,linkedin,QA / SDET (Manual + Automated),The Hyperlink,Los Angeles Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-sdet-manual-%2B-automated-at-the-hyperlink-4430376125,2026-06-22T15:26:41.994985+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Engineer,Kforce Inc,"Dania, FL",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-kforce-inc-4429547830,2026-06-22T15:26:41.995136+00:00
0,QA Engineer | USA,linkedin,QA Engineer | $42/hr Remote,Crossing Hurdles,United States,Remote,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-%2442-hr-remote-at-crossing-hurdles-4424396925,2026-06-22T15:26:41.995443+00:00
0,QA Engineer | USA,linkedin,QA Engineer,"Delphi-US, LLC - Peacemakers in the Talent War","Houston, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-at-delphi-us-llc-peacemakers-in-the-talent-war-4405218342,2026-06-22T15:26:41.995592+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Engineer,ViewLift,New York City Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-viewlift-4428727683,2026-06-22T15:26:41.995912+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Automation Engineer,CoreAi Consulting,"Phoenix, AZ",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-coreai-consulting-4429564955,2026-06-22T15:26:41.996059+00:00
0,QA Engineer | United Kingdom,linkedin,Quality Assurance Engineer,TRITANIUM,"Gloucestershire, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-tritanium-4429267246,2026-06-22T15:26:44.419157+00:00
0,QA Engineer | United Kingdom,linkedin,QA Engineer,Tilo Consulting,"Manchester Area, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-at-tilo-consulting-4429566074,2026-06-22T15:26:44.419331+00:00
0,QA Engineer | United Kingdom,linkedin,QA Test Analyst,interactive investor,"Leeds, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-test-analyst-at-interactive-investor-4431725659,2026-06-22T15:26:44.419488+00:00
0,QA Engineer | United Kingdom,linkedin,QA Test Analyst,interactive investor,"Manchester, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-test-analyst-at-interactive-investor-4431718769,2026-06-22T15:26:44.419645+00:00
0,QA Engineer | United Kingdom,linkedin,Quality Assurance Engineer,Navantia UK,"Fife, Scotland, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-navantia-uk-4409023628,2026-06-22T15:26:44.419969+00:00
0,QA Engineer | United Kingdom,linkedin,QA Engineer,Reassured,"Basingstoke, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-at-reassured-4428926401,2026-06-22T15:26:44.420116+00:00
0,QA Engineer | United Kingdom,linkedin,Automation Test Engineer,Maxwell Bond,"Manchester Area, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/automation-test-engineer-at-maxwell-bond-4426808349,2026-06-22T15:26:44.420406+00:00
0,Test Engineer | Germany,linkedin,Software Test-/QA-Engineer (m/w/d) im .NET-Umfeld – HR Workforce Logistics,flaschenpost SE,"Münster, North Rhine-Westphalia, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-test-qa-engineer-m-w-d-im-net-umfeld-%E2%80%93-hr-workforce-logistics-at-flaschenpost-se-4429536583,2026-06-22T15:26:46.879168+00:00
0,Test Engineer | Germany,linkedin,Software Tester / Testautomatisierer (m/w/d) in Frankfurt (Main),Deloitte,"Frankfurt, Hesse, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-tester-testautomatisierer-m-w-d-in-frankfurt-main-at-deloitte-4248340673,2026-06-22T15:26:46.879323+00:00
0,Test Engineer | Austria,linkedin,Software Engineer @ Gofore,DEVjobs,"Salzburg, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-engineer-%40-gofore-at-devjobs-4429239433,2026-06-22T15:26:49.309777+00:00
0,Test Engineer | Austria,linkedin,Software Tester:in (w/m/d),talentbird GmbH,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-tester-in-w-m-d-at-talentbird-gmbh-4426810350,2026-06-22T15:26:49.310073+00:00
0,Test Engineer | Austria,linkedin,Associate Software Quality Assurance Engineer(P2),International Atomic Energy Agency (IAEA),"Innere Stadt, Vienna, Austria",On-site,Internship,,Associate,English,,,Recent,https://at.linkedin.com/jobs/view/associate-software-quality-assurance-engineer-p2-at-international-atomic-energy-agency-iaea-4415242102,2026-06-22T15:26:49.310369+00:00
0,Test Engineer | Switzerland,linkedin,Front Arena Developer,RM Group (Switzerland),Zürich Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/front-arena-developer-at-rm-group-switzerland-4429247415,2026-06-22T15:26:51.722197+00:00
0,Test Engineer | Switzerland,linkedin,QA Engineer – Mobile Testing,Specialized Bicycle Components,"Cham, Zug, Switzerland",Remote,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-engineer-%E2%80%93-mobile-testing-at-specialized-bicycle-components-4419855030,2026-06-22T15:26:51.722496+00:00
0,Test Engineer | Switzerland,linkedin,Software Engineer - Frontend (all genders),Shiftmove,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-engineer-frontend-all-genders-at-shiftmove-4423616396,2026-06-22T15:26:51.722655+00:00
0,Test Engineer | Poland,linkedin,Quality Assurance Engineer,Ascendion,Gdansk Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/quality-assurance-engineer-at-ascendion-4428862123,2026-06-22T15:27:01.339461+00:00
0,Test Engineer | Poland,linkedin,Quality Assurance Engineer,Start.io,"Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/quality-assurance-engineer-at-start-io-4420707778,2026-06-22T15:27:01.340552+00:00
0,Test Engineer | Poland,linkedin,Software Engineer in Test,Infinity Quest,"Krakowski, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-in-test-at-infinity-quest-4415283689,2026-06-22T15:27:01.340701+00:00
0,Test Engineer | USA,linkedin,Software Tester (India),Flexday AI,United States,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-tester-india-at-flexday-ai-4428053915,2026-06-22T15:27:03.936871+00:00
0,Test Engineer | USA,linkedin,Software Tester,System One,"Princeton, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-tester-at-system-one-4429584083,2026-06-22T15:27:03.937225+00:00
0,Test Engineer | USA,linkedin,"Software Engineer, UI/UX",Schonfeld,"New York, NY",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-ui-ux-at-schonfeld-4429599453,2026-06-22T15:27:03.937660+00:00
0,Test Engineer | USA,linkedin,Software Test Engineer,The Carrera Agency,"San Diego, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-test-engineer-at-the-carrera-agency-4428066283,2026-06-22T15:27:03.937984+00:00
0,Test Engineer | USA,linkedin,Quality Assurance Engineer,Aviture,"Omaha, NE",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-aviture-4418950090,2026-06-22T15:27:03.938135+00:00
0,Test Engineer | USA,linkedin,"Manual QA Engineer (Web, CRM)",Jobgether,United States,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/manual-qa-engineer-web-crm-at-jobgether-4430417491,2026-06-22T15:27:03.938280+00:00
0,Test Engineer | United Kingdom,linkedin,Software Tester,Scaletek,"Oxford, England, United Kingdom",Hybrid,Full-time,,"Junior, Manual Testing",English,,,Recent,https://uk.linkedin.com/jobs/view/software-tester-at-scaletek-4429220940,2026-06-22T15:27:06.400876+00:00
0,Test Engineer | United Kingdom,linkedin,Software Tester,Brown & Brown UK,"London Area, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-tester-at-brown-brown-uk-4431668897,2026-06-22T15:27:06.401179+00:00
0,Test Engineer | United Kingdom,linkedin,Quality Assurance Engineer,Mindera,"London, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-mindera-4431705748,2026-06-22T15:27:06.401470+00:00
0,Test Engineer | United Kingdom,linkedin,Quality Assurance Engineer,Intent HQ,"London Area, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-intent-hq-4427282719,2026-06-22T15:27:06.401612+00:00
0,Testingenieur | Germany,linkedin,CQV & CSV Engineering Opportunities – Germany,KPC International,"Frankfurt, Hesse, Germany",On-site,Internship,,,English,,,Recent,https://de.linkedin.com/jobs/view/cqv-csv-engineering-opportunities-%E2%80%93-germany-at-kpc-international-4225886744,2026-06-22T15:27:08.979547+00:00
0,Testingenieur | Germany,linkedin,Quality Assurance Engineer (m/f/d) – Taiwan & Berlin,Swobbee,"Berlin, Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-engineer-m-f-d-%E2%80%93-taiwan-berlin-at-swobbee-4420719649,2026-06-22T15:27:08.979752+00:00
0,Testingenieur | Germany,linkedin,Testingenieur (m/w/d) - Prüfstandsentwicklung,Schotstek GmbH,"Mannheim, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/testingenieur-m-w-d-pr%C3%BCfstandsentwicklung-at-schotstek-gmbh-4428934069,2026-06-22T15:27:08.979922+00:00
0,Testingenieur | Germany,linkedin,Tester for a car voice assistant project - Italian (Italy) speaker,TSMG Holding,"Munich, Bavaria, Germany",On-site,Contract,,,English,,,Recent,https://de.linkedin.com/jobs/view/tester-for-a-car-voice-assistant-project-italian-italy-speaker-at-tsmg-holding-4430914117,2026-06-22T15:27:08.980079+00:00
0,Testingenieur | Germany,linkedin,Junior Entwicklungsingenieur (m/w/d),WECK,"Bonn, North Rhine-Westphalia, Germany",On-site,Full-time,,Junior,English,,,Recent,https://de.linkedin.com/jobs/view/junior-entwicklungsingenieur-m-w-d-at-weck-4426243264,2026-06-22T15:27:08.980376+00:00
0,Testingenieur | Germany,linkedin,Software Testingenieur - AutoCAD Integration (all gender),ALTEN Germany,"Berlin, Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-testingenieur-autocad-integration-all-gender-at-alten-germany-4427364422,2026-06-22T15:27:08.980523+00:00
0,Testingenieur | Germany,linkedin,Testingenieur / Verification Engineer (m/w/d) Medizintechnik,Exco GmbH,"Frankenthal, Rhineland-Palatinate, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/testingenieur-verification-engineer-m-w-d-medizintechnik-at-exco-gmbh-4417926780,2026-06-22T15:27:08.980668+00:00
0,Testingenieur | Germany,linkedin,Electronic Engineer – Component Test Devices (m/w/d),Rolls-Royce Power Systems,"Friedrichshafen, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/electronic-engineer-%E2%80%93-component-test-devices-m-w-d-at-rolls-royce-power-systems-4422632514,2026-06-22T15:27:08.980838+00:00
0,Testingenieur | Austria,linkedin,Testingenieur Produktfunktionalität (m/w/d),SPIE Austria GmbH,"Salzburg, Salzburg, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/testingenieur-produktfunktionalit%C3%A4t-m-w-d-at-spie-austria-gmbh-4429088584,2026-06-22T15:27:11.399648+00:00
0,Testingenieur | Austria,linkedin,SPS Programmierer m/w/d,MECHATRONIK AUSTRIA,"Saalfelden, Salzburg, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/sps-programmierer-m-w-d-at-mechatronik-austria-4426899591,2026-06-22T15:27:11.399830+00:00
0,Testingenieur | Austria,linkedin,Automatisierungstechniker (m/w/d),LearningSuite,"Graz, Styria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/automatisierungstechniker-m-w-d-at-learningsuite-4429950345,2026-06-22T15:27:11.399985+00:00
0,Testingenieur | Austria,linkedin,Test Engineer (m/w/d),TE Connectivity,"Waidhofen an der Thaya, Lower Austria, Austria",On-site,Full-time,,,German,,,Recent,https://at.linkedin.com/jobs/view/test-engineer-m-w-d-at-te-connectivity-4405108937,2026-06-22T15:27:11.400276+00:00
0,Testingenieur | Switzerland,linkedin,Ingénieur/Ingénieure Tests Automatisés,PrimeIT Switzerland,"Geneva, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/ing%C3%A9nieur-ing%C3%A9nieure-tests-automatis%C3%A9s-at-primeit-switzerland-4429971205,2026-06-22T15:27:13.781662+00:00
0,Testingenieur | Switzerland,linkedin,Ingénieur Automation / développement Beckhoff,OK JOB SA,"La Chaux-de-Fonds, Neuchâtel, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/ing%C3%A9nieur-automation-d%C3%A9veloppement-beckhoff-at-ok-job-sa-4431686019,2026-06-22T15:27:13.782038+00:00
0,Testingenieur | Switzerland,linkedin,AI Speech Tester (Italian native speaker - Switzerland regional variant),TSMG Holding,"Bellinzona, Ticino, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/ai-speech-tester-italian-native-speaker-switzerland-regional-variant-at-tsmg-holding-4430917059,2026-06-22T15:27:13.782203+00:00
0,Testingenieur | Switzerland,linkedin,Internship Application Engineering,Optotune,"Dietikon / Im Berg, Zurich, Switzerland",On-site,Internship,,Internship,English,,,Recent,https://ch.linkedin.com/jobs/view/internship-application-engineering-at-optotune-4430420970,2026-06-22T15:27:13.782836+00:00
0,Testingenieur | Remote,linkedin,QA Engineer - Firmware & Mobile Testing (5 months limited),Bragi,Germany,Remote,Full-time,Firmware,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-firmware-mobile-testing-5-months-limited-at-bragi-4428551289,2026-06-22T15:27:16.209465+00:00
0,Testingenieur | Remote,linkedin,"Requirements Engineer – Remote – Customer-Facing – Software Development - €90,000",Findr,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/requirements-engineer-%E2%80%93-remote-%E2%80%93-customer-facing-%E2%80%93-software-development-%E2%82%AC90-000-at-findr-4430977436,2026-06-22T15:27:16.209963+00:00
0,Testingenieur | Remote,linkedin,Test & Measurement Engineer - CFRP/GFRP Tooling (all gender),ALTEN,"Augsburg, Bavaria, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-measurement-engineer-cfrp-gfrp-tooling-all-gender-at-alten-4422255328,2026-06-22T15:27:16.210122+00:00
0,Testingenieur | Remote,linkedin,Test & Measurement Engineer - CFRP/GFRP Tooling (all gender),ALTEN Germany,"Augsburg, Bavaria, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-measurement-engineer-cfrp-gfrp-tooling-all-gender-at-alten-germany-4422266246,2026-06-22T15:27:16.210273+00:00
0,Testingenieur | Slovakia,linkedin,Software Builder,Innovatrics,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/software-builder-at-innovatrics-4431653662,2026-06-22T15:27:18.637610+00:00
0,Testingenieur | Slovakia,linkedin,Automatizačný softvérový inžinier,Hoval,"Istebné, Zilina, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/automatiza%C4%8Dn%C3%BD-softv%C3%A9rov%C3%BD-in%C5%BEinier-at-hoval-4382438142,2026-06-22T15:27:18.638087+00:00
0,Testingenieur | Czech Republic,linkedin,校招-GNSS测试工程师,GEESPACE,"アト・マジョール州, Hato Mayor, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/%E6%A0%A1%E6%8B%9B-gnss%E6%B5%8B%E8%AF%95%E5%B7%A5%E7%A8%8B%E5%B8%88-at-geespace-4425306627,2026-06-22T15:27:21.123894+00:00
0,Testingenieur | Czech Republic,linkedin,Ingeniero de software,Solvo Global Careers,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-de-software-at-solvo-global-careers-4426890288,2026-06-22T15:27:21.124049+00:00
0,Testingenieur | Czech Republic,linkedin,Líder de Proyectos Desarrollo de Sistemas,Banco Popular Dominicano,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/l%C3%ADder-de-proyectos-desarrollo-de-sistemas-at-banco-popular-dominicano-4427391489,2026-06-22T15:27:21.124198+00:00
0,Testingenieur | Czech Republic,linkedin,Desarrollador Profesional,FiT,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/desarrollador-profesional-at-fit-4429671866,2026-06-22T15:27:21.124345+00:00
0,Testingenieur | Poland,linkedin,"Inżynier Testu - Test Engineer (M,K)",LACROIX,"Kwidzyn Gmina, Pomorskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/in%C5%BCynier-testu-test-engineer-m-k-at-lacroix-4428936136,2026-06-22T15:27:23.553711+00:00
0,Testingenieur | Poland,linkedin,Junior Application Engineer,WNS,Kielce Metropolitan Area,On-site,Full-time,,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-application-engineer-at-wns-4427962454,2026-06-22T15:27:23.553927+00:00
0,Testingenieur | Poland,linkedin,Automotive Test Engineer – Field Testing (Freelance),ThunderSoft,Poland,On-site,Contract,,,English,,,Recent,https://pl.linkedin.com/jobs/view/automotive-test-engineer-%E2%80%93-field-testing-freelance-at-thundersoft-4428499904,2026-06-22T15:27:23.554087+00:00
0,Testingenieur | Poland,linkedin,Tester Manulny Ferryt (M/K),Astek,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/tester-manulny-ferryt-m-k-at-astek-4384487803,2026-06-22T15:27:23.554409+00:00
0,Testingenieur | Poland,linkedin,TEST JOB,KIZO - Kompleksowa obróbka CNC,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-job-at-kizo-kompleksowa-obr%C3%B3bka-cnc-4423643046,2026-06-22T15:27:23.554564+00:00
0,Testingenieur | Poland,linkedin,Robot QA Specialist,Nomagic,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/robot-qa-specialist-at-nomagic-4427999154,2026-06-22T15:27:23.554890+00:00
0,Testingenieur | Poland,linkedin,Junior engineer,LG Electronics,Warsaw Metropolitan Area,On-site,Full-time,,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-engineer-at-lg-electronics-4430550211,2026-06-22T15:27:23.555037+00:00
0,Testingenieur | Poland,linkedin,Test Engineer,Seargin,"Gdynia, Pomorskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-engineer-at-seargin-4425967958,2026-06-22T15:27:23.555181+00:00
0,Testingenieur | USA,linkedin,Robot Programmer (Fanuc),Gabletek Robotics and Controls Solutions,"Marshall, MI",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/robot-programmer-fanuc-at-gabletek-robotics-and-controls-solutions-4427384079,2026-06-22T15:27:26.165594+00:00
0,Testingenieur | USA,linkedin,"New Graduate Engineer, Launch & Test (Starship)",SpaceX,"Texas, United States",On-site,Full-time,,Graduate,English,,,Recent,https://www.linkedin.com/jobs/view/new-graduate-engineer-launch-test-starship-at-spacex-4426506912,2026-06-22T15:27:26.165796+00:00
0,Testingenieur | USA,linkedin,ROBOT PROGRAMMER (FANUC 3DV),Gabletek Robotics and Controls Solutions,"Troy, MI",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/robot-programmer-fanuc-3dv-at-gabletek-robotics-and-controls-solutions-4424849959,2026-06-22T15:27:26.165953+00:00
0,Testingenieur | USA,linkedin,Automotive Test Engineer,Chip Ganassi Racing,"Marysville, OH",On-site,Contract,Can,"R, Matlab",English,,,Recent,https://www.linkedin.com/jobs/view/automotive-test-engineer-at-chip-ganassi-racing-4428953073,2026-06-22T15:27:26.166106+00:00
0,Testingenieur | USA,linkedin,Mechanical Test Engineer,Applus+ Laboratories,"Ithaca, NY",On-site,Internship,,,English,,,Recent,https://www.linkedin.com/jobs/view/mechanical-test-engineer-at-applus%2B-laboratories-4420724741,2026-06-22T15:27:26.166412+00:00
0,Testingenieur | USA,linkedin,Test Engineer 1,Dexcom,"San Diego, CA",On-site,Contract,System Testing,"Project Manager, R, Product Owner",English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-1-at-dexcom-4428002350,2026-06-22T15:27:26.166722+00:00
0,Testingenieur | United Kingdom,linkedin,Quality Assurance Engineer,Heidelberg Materials UK,"Syston, England, United Kingdom",Hybrid,Contract,Go,"Jira, Agile",English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-heidelberg-materials-uk-4430976297,2026-06-22T15:27:28.601723+00:00
0,Testingenieur | United Kingdom,linkedin,Test Engineer,Actalent,"Essex, England, United Kingdom",On-site,Contract,,Associate,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-actalent-4427190441,2026-06-22T15:27:28.601906+00:00
