relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
44,Firmware Engineer | Austria,linkedin,Senior Embedded Crypto Software Developer (m/f/d),NXP Semiconductors,"Gratkorn, Styria, Austria",On-site,Full-time,,Senior,English,Senior,,Recent,https://at.linkedin.com/jobs/view/senior-embedded-crypto-software-developer-m-f-d-at-nxp-semiconductors-4431898495,2026-09-17T14:49:27.547916+00:00
0,Tester | Germany,linkedin,Fachlicher Softwaretester (m/w/d) Bankanwendungen,CPU Softwarehouse AG,"Munich, Bavaria, Germany",Remote,Contract,"Go, Selenium","Jira, R, Cypress, Postman, Confluence",German,,,Recent,https://de.linkedin.com/jobs/view/fachlicher-softwaretester-m-w-d-bankanwendungen-at-cpu-softwarehouse-ag-4464173911,2026-09-17T14:46:51.679562+00:00
0,Tester | Germany,linkedin,Fachlicher Softwaretester (m/w/d) Bankanwendungen,CPU Softwarehouse AG,"Karlsruhe, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/fachlicher-softwaretester-m-w-d-bankanwendungen-at-cpu-softwarehouse-ag-4458860270,2026-09-17T14:46:51.679661+00:00
0,Tester | Germany,linkedin,Softwaretester (m/w/d),CONDOK GmbH,"Kiel, Schleswig-Holstein, Germany",Remote,Internship,,"Agile, Azure, Devops, R, Scrum",German,,,Recent,https://de.linkedin.com/jobs/view/softwaretester-m-w-d-at-condok-gmbh-4463429980,2026-09-17T14:46:51.679760+00:00
0,Tester | Germany,linkedin,Manual Software Tester in Healthcare (all genders),Avelios Medical,"Munich, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/manual-software-tester-in-healthcare-all-genders-at-avelios-medical-4361591745,2026-09-17T14:46:51.679851+00:00
0,Tester | Austria,linkedin,Software Tester (w/m/x),NOVOMATIC,"Gumpoldskirchen, Lower Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-tester-w-m-x-at-novomatic-4464508668,2026-09-17T14:46:54.110595+00:00
0,Tester | Austria,linkedin,Software Tester / Game Development (w/m/x),NOVOMATIC,"Gumpoldskirchen, Lower Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-tester-game-development-w-m-x-at-novomatic-4429301050,2026-09-17T14:46:54.110832+00:00
0,Tester | Austria,linkedin,Software Test Engineer (f/m/d),SCIENTIFIC GAMES,"Vienna, Austria",Remote,Contract,Jenkins,"Docker, Gitlab, Agile, Openshift, Jira, Linux, Scrum, Kanban",English,,,Recent,https://at.linkedin.com/jobs/view/software-test-engineer-f-m-d-at-scientific-games-4452395395,2026-09-17T14:46:54.110932+00:00
0,Tester | Austria,linkedin,Tester (m/w/d),ACTIVE SOLUTION GmbH,"Vienna, Vienna, Austria",Remote,Full-time,"Playwright, Selenium, Test Automation","Agile, R, Cypress, Associate, Scrum, Kanban",German,,,Recent,https://at.linkedin.com/jobs/view/tester-m-w-d-at-active-solution-gmbh-4466282100,2026-09-17T14:46:54.111032+00:00
0,Tester | Austria,linkedin,Software Test Engineer (f/m/x),Anton Paar,"Graz, Styria, Austria",On-site,Internship,"C, Java, Python, Selenium, Test Automation","Agile, C#, Junit, Testng, Scrum, Kanban",English,,,Recent,https://at.linkedin.com/jobs/view/software-test-engineer-f-m-x-at-anton-paar-4447910385,2026-09-17T14:46:54.111137+00:00
0,Tester | Austria,linkedin,Software Test Engineer,Philips Dictation | Speech Processing Solutions,"Vienna, Vienna, Austria",Remote,Internship,"C, Ci/Cd, Github Actions, Playwright, Selenium, Test Automation, Typescript","Agile, Jira, Github, Kotlin, Gitlab Ci, Gitlab, C#, Manual Testing, Scrum, Azure",English,,,Recent,https://at.linkedin.com/jobs/view/software-test-engineer-at-philips-dictation-speech-processing-solutions-4460631538,2026-09-17T14:46:54.111340+00:00
0,Tester | Austria,linkedin,Software Test Engineer w/m/d,Besi Austria GmbH,"Radfeld, Tyrol, Austria",On-site,Full-time,Python,R,German,,,Recent,https://at.linkedin.com/jobs/view/software-test-engineer-w-m-d-at-besi-austria-gmbh-4457893918,2026-09-17T14:46:54.111533+00:00
0,Tester | Switzerland,linkedin,QA Engineer Ebanking,Talan,"Genève, Geneva, Switzerland",Remote,Internship,C,"Agile, Jira, R, Sql, Postman",English,,,Recent,https://ch.linkedin.com/jobs/view/qa-engineer-ebanking-at-talan-4465344082,2026-09-17T14:46:56.547434+00:00
0,Tester | Switzerland,linkedin,Testeur Junior,Qim info,"Vaud, Switzerland",On-site,Full-time,,Junior,English,,,Recent,https://ch.linkedin.com/jobs/view/testeur-junior-at-qim-info-4465536829,2026-09-17T14:46:56.547543+00:00
0,Tester | Switzerland,linkedin,Test Engineer C5I,RUAG,"Dübendorf, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-c5i-at-ruag-4461876239,2026-09-17T14:46:56.547936+00:00
0,Tester | Switzerland,linkedin,QA Engineer (m/w/d) - 100%,Ifolor Group,"Kreuzlingen, Thurgau, Switzerland",Remote,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-engineer-m-w-d-100%25-at-ifolor-group-4461333243,2026-09-17T14:46:56.548032+00:00
0,Tester | Switzerland,linkedin,QA Engineer – Mobile Testing,Specialized Bicycle Components,"Cham, Zug, Switzerland",Remote,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-engineer-%E2%80%93-mobile-testing-at-specialized-bicycle-components-4419855030,2026-09-17T14:46:56.548128+00:00
0,Tester | Switzerland,linkedin,Test Specialist,Avaloq,"Bioggio, Ticino, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-specialist-at-avaloq-4458070419,2026-09-17T14:46:56.548232+00:00
0,Tester | Slovakia,linkedin,Integration Tester,Avenga,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/integration-tester-at-avenga-4331424497,2026-09-17T14:47:01.351148+00:00
0,Tester | Slovakia,linkedin,Software QA Specialist,Descartes Systems Group,"Žilina, Zilina, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/software-qa-specialist-at-descartes-systems-group-4382115365,2026-09-17T14:47:01.351296+00:00
0,Tester | Slovakia,linkedin,Biznis Test Analytik ČSOB (m/ž),ČSOB Finančná skupina,"Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/biznis-test-analytik-%C4%8Dsob-m-%C5%BE-at-%C4%8Dsob-finan%C4%8Dn%C3%A1-skupina-4466861724,2026-09-17T14:47:01.351413+00:00
0,Tester | Slovakia,linkedin,Backend QA / Integration Testing Engineer,Avenga,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Integration Testing,,English,,,Recent,https://sk.linkedin.com/jobs/view/backend-qa-integration-testing-engineer-at-avenga-4465392451,2026-09-17T14:47:01.351624+00:00
0,Tester | Slovakia,linkedin,Software QA Engineer,CoolPeople Technology,"Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/software-qa-engineer-at-coolpeople-technology-4460366023,2026-09-17T14:47:01.351832+00:00
0,Tester | Slovakia,linkedin,Tester / QA Engineer (Medior),PredictiveDataScience,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/tester-qa-engineer-medior-at-predictivedatascience-4459901375,2026-09-17T14:47:01.351931+00:00
0,Tester | Slovakia,linkedin,QA Automation & Data Analyst (m/f/n),ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/qa-automation-data-analyst-m-f-n-at-eset-4442808030,2026-09-17T14:47:01.352032+00:00
0,Tester | Czech Republic,linkedin,Ingeniero QA,GBM,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-qa-at-gbm-4467103472,2026-09-17T14:47:03.763575+00:00
0,Tester | Czech Republic,linkedin,Quality Assurance Engineer - Trabajo Remoto,BairesDev,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-assurance-engineer-trabajo-remoto-at-bairesdev-4466198806,2026-09-17T14:47:03.763705+00:00
0,Tester | Czech Republic,linkedin,"Ingeniero QA, Funcional (Presencial - República Dominicana)",GBM,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-qa-funcional-presencial-rep%C3%BAblica-dominicana-at-gbm-4466871396,2026-09-17T14:47:03.763813+00:00
0,Tester | Czech Republic,linkedin,Analista Junior Prueba Aceptacion de Usuario Cuadre Operacional,Banco Santa Cruz RD,"Distrito Nacional, Dominican Republic",On-site,Full-time,,Junior,English,,,Recent,https://do.linkedin.com/jobs/view/analista-junior-prueba-aceptacion-de-usuario-cuadre-operacional-at-banco-santa-cruz-rd-4468645135,2026-09-17T14:47:03.763916+00:00
0,Tester | Czech Republic,linkedin,Software Development Engineer in Test,Origami Risk,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-development-engineer-in-test-at-origami-risk-4462427581,2026-09-17T14:47:03.764012+00:00
0,Tester | Czech Republic,linkedin,Quality Automation Engineer,Flash,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-automation-engineer-at-flash-4449448358,2026-09-17T14:47:03.764118+00:00
0,Tester | Czech Republic,linkedin,Laboratory Technician,B. Braun Medical Inc. (US),"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/laboratory-technician-at-b-braun-medical-inc-us-4392467896,2026-09-17T14:47:03.764213+00:00
0,Tester | Czech Republic,linkedin,Technician I.RDE.Focus Tech.Product Lifecycle Management,Eaton,"Bajos de Haina, San Cristóbal, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/technician-i-rde-focus-tech-product-lifecycle-management-at-eaton-4459954622,2026-09-17T14:47:03.764331+00:00
0,Tester | Czech Republic,linkedin,Repair Test Engineering Technician II,Jabil,"Bajos de Haina, San Cristóbal, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/repair-test-engineering-technician-ii-at-jabil-4465165031,2026-09-17T14:47:03.764537+00:00
0,Tester | Poland,linkedin,Manual Tester – Web and Mobile Applications (f/m/x),Sii Poland,"Warsaw, Mazowieckie, Poland",Remote,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-%E2%80%93-web-and-mobile-applications-f-m-x-at-sii-poland-4454625500,2026-09-17T14:47:06.202775+00:00
0,Tester | Poland,linkedin,Tester oprogramowania / Testerka oprogramowania,Wydawnictwo Currenda,"Sopot, Pomorskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/tester-oprogramowania-testerka-oprogramowania-at-wydawnictwo-currenda-4464474158,2026-09-17T14:47:06.203025+00:00
0,Tester | Poland,linkedin,Tester Automatyzujący / Testerka Automatyzująca,NATEK,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/tester-automatyzuj%C4%85cy-testerka-automatyzuj%C4%85ca-at-natek-4450710719,2026-09-17T14:47:06.203128+00:00
0,Tester | Poland,linkedin,Manual Tester (ubezpieczenia),Altkom Software,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-ubezpieczenia-at-altkom-software-4461708919,2026-09-17T14:47:06.203231+00:00
0,Tester | Poland,linkedin,Tester/ka Automatyzujący/a,KRUK S.A.,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/tester-ka-automatyzuj%C4%85cy-a-at-kruk-s-a-4463952477,2026-09-17T14:47:06.203348+00:00
0,Tester | Poland,linkedin,Automation Tester (Junior/Regular),Avenga Poland,Wroclaw Metropolitan Area,On-site,Full-time,,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/automation-tester-junior-regular-at-avenga-poland-4463985595,2026-09-17T14:47:06.203450+00:00
0,Tester | Poland,linkedin,Manual Tester – Banking Domain - Tieto Tech Consulting (m/f/d),Tieto,"Gdynia, Pomorskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-%E2%80%93-banking-domain-tieto-tech-consulting-m-f-d-at-tieto-4430465638,2026-09-17T14:47:06.203546+00:00
0,Tester | Poland,linkedin,Tester manualny / Testerka manualna,DCG,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/tester-manualny-testerka-manualna-at-dcg-4467976984,2026-09-17T14:47:06.203648+00:00
0,Tester | Poland,linkedin,Młodszy Specjalista / Młodsza Specjalistka ds. Testów Oprogramowania,Centralny Ośrodek Informatyki,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/m%C5%82odszy-specjalista-m%C5%82odsza-specjalistka-ds-test%C3%B3w-oprogramowania-at-centralny-o%C5%9Brodek-informatyki-4464399228,2026-09-17T14:47:06.203746+00:00
0,Tester | USA,linkedin,Software Tester,Booz Allen Hamilton,"King George, VA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-tester-at-booz-allen-hamilton-4460576062,2026-09-17T14:47:08.644331+00:00
0,Tester | USA,linkedin,QA Software Tester I,iFIT,"Logan, UT",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-software-tester-i-at-ifit-4461307307,2026-09-17T14:47:08.644463+00:00
0,Tester | USA,linkedin,Software Test Engineer I,Legrand,"Minnetonka, MN",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-test-engineer-i-at-legrand-4460519315,2026-09-17T14:47:08.644569+00:00
0,Tester | USA,linkedin,Test Engineer I,Charles River Laboratories,"Charleston, SC",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-i-at-charles-river-laboratories-4460193891,2026-09-17T14:47:08.644675+00:00
0,Tester | USA,linkedin,Test Engineer,Booz Allen Hamilton,"Annapolis Junction, MD",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-at-booz-allen-hamilton-4430110956,2026-09-17T14:47:08.644774+00:00
0,Tester | USA,linkedin,Test Engineer II,Battelle,"Chantilly, VA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-ii-at-battelle-4411681733,2026-09-17T14:47:08.644871+00:00
0,Tester | USA,linkedin,Software Tester / QA Engineer,Avalore.ai,"Arlington, VA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-tester-qa-engineer-at-avalore-ai-4461265803,2026-09-17T14:47:08.644966+00:00
0,Tester | USA,linkedin,Test Engineer,Excellus BCBS,"DeWitt, NY",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-at-excellus-bcbs-4456406619,2026-09-17T14:47:08.645056+00:00
0,Tester | USA,linkedin,Software Quality Assurance Specialist/Applications Tester,Nightwing,"Sterling, VA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-quality-assurance-specialist-applications-tester-at-nightwing-4453007664,2026-09-17T14:47:08.645147+00:00
0,Tester | USA,linkedin,Quality Assurance Engineer,"Wolfe, LLC","Pittsburgh, PA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-wolfe-llc-4462517185,2026-09-17T14:47:08.645242+00:00
0,Tester | United Kingdom,linkedin,"Software Tester, Martech",bet365,"Stoke-On-Trent, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-tester-martech-at-bet365-4463377155,2026-09-17T14:47:11.103521+00:00
0,Tester | United Kingdom,linkedin,"Software Tester, Martech",bet365,"Manchester, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-tester-martech-at-bet365-4463363921,2026-09-17T14:47:11.103655+00:00
0,Tester | United Kingdom,linkedin,QA Test Engineer,Leo Recruitment Limited,"Glasgow, Scotland, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-test-engineer-at-leo-recruitment-limited-4462815179,2026-09-17T14:47:11.103756+00:00
0,Tester | United Kingdom,linkedin,Junior QA Engineer,Acorn Group,"Liverpool, England, United Kingdom",On-site,Full-time,,Junior,English,,,Recent,https://uk.linkedin.com/jobs/view/junior-qa-engineer-at-acorn-group-4454063285,2026-09-17T14:47:11.103854+00:00
0,Tester | United Kingdom,linkedin,Software Tester - Visualfiles,Carpenters Group,"Liverpool, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-tester-visualfiles-at-carpenters-group-4454115243,2026-09-17T14:47:11.103948+00:00
0,Tester | United Kingdom,linkedin,Junior Test Analyst,CPS Group (UK) Limited,"Greater Bristol Area, United Kingdom",On-site,Full-time,,Junior,English,,,Recent,https://uk.linkedin.com/jobs/view/junior-test-analyst-at-cps-group-uk-limited-4458229690,2026-09-17T14:47:11.104048+00:00
0,Tester | United Kingdom,linkedin,Quality Assurance Analyst - Cambridge,Global Payments Inc.,"Cambridge, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-analyst-cambridge-at-global-payments-inc-4465634465,2026-09-17T14:47:11.104145+00:00
0,Tester | United Kingdom,linkedin,Quality Assurance Analyst - Cambridge,Worldpay,"Cambridge, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-analyst-cambridge-at-worldpay-4456736083,2026-09-17T14:47:11.104244+00:00
0,Tester | United Kingdom,linkedin,Junior QA Test Engineer,Vista Group,"London, England, United Kingdom",On-site,Full-time,,Junior,English,,,Recent,https://uk.linkedin.com/jobs/view/junior-qa-test-engineer-at-vista-group-4464993414,2026-09-17T14:47:11.104358+00:00
0,Tester | United Kingdom,linkedin,Software Quality Assurance Tester,KDR Talent Solutions,"Warrington, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-quality-assurance-tester-at-kdr-talent-solutions-4467210647,2026-09-17T14:47:11.104460+00:00
0,QA Engineer | Germany,linkedin,QA Engineer/Softwaretester Automotive-Software (m/w/d),BWSolution GmbH,"Hamburg, Hamburg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-softwaretester-automotive-software-m-w-d-at-bwsolution-gmbh-4453449038,2026-09-17T14:47:13.583481+00:00
0,QA Engineer | Germany,linkedin,"Software QA Engineer / Testautomation | Selenium, Katalon, Web-Software | Inhouse (mwd)",Vesterling AG,"Munich, Bavaria, Germany",On-site,Full-time,Selenium,,English,,,Recent,https://de.linkedin.com/jobs/view/software-qa-engineer-testautomation-selenium-katalon-web-software-inhouse-mwd-at-vesterling-ag-4437756410,2026-09-17T14:47:13.583585+00:00
0,QA Engineer | Germany,linkedin,Quality Assurance Engineer (m/w/d),Nexburg,"Aachen, North Rhine-Westphalia, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-engineer-m-w-d-at-nexburg-4463475021,2026-09-17T14:47:13.583788+00:00
0,QA Engineer | Germany,linkedin,Test Automation Engineer (m/w/d),IP Dynamics GmbH,"Hamburg, Germany",On-site,Full-time,Test Automation,,English,,,Recent,https://de.linkedin.com/jobs/view/test-automation-engineer-m-w-d-at-ip-dynamics-gmbh-4440015435,2026-09-17T14:47:13.583884+00:00
0,QA Engineer | Germany,linkedin,Quality Engineer - Schwerpunkt Testautomatisierung (all genders),STARFACE GmbH,"Karlsruhe, Baden-Württemberg, Germany",On-site,Full-time,Test Automation,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-engineer-schwerpunkt-testautomatisierung-all-genders-at-starface-gmbh-4402883225,2026-09-17T14:47:13.583978+00:00
0,QA Engineer | Germany,linkedin,Software Test Engineer / QA Engineer (all gender) – Testautomatisierung & Qualitätssicherung 999,ALTEN,"Bremen, Germany",On-site,Full-time,Test Automation,,English,,,Recent,https://de.linkedin.com/jobs/view/software-test-engineer-qa-engineer-all-gender-%E2%80%93-testautomatisierung-qualit%C3%A4tssicherung-999-at-alten-4432741861,2026-09-17T14:47:13.584095+00:00
0,QA Engineer | Germany,linkedin,Software Engineer Test (m/w/d),Atruvia AG,"Karlsruhe, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-test-m-w-d-at-atruvia-ag-4459875336,2026-09-17T14:47:13.584325+00:00
0,QA Engineer | Austria,linkedin,QA Engineer & Testautomation (m/w/d) - PAM Parking - SaaS,PKE,"Klagenfurt, Carinthia, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/qa-engineer-testautomation-m-w-d-pam-parking-saas-at-pke-4450351790,2026-09-17T14:47:16.036315+00:00
0,QA Engineer | Austria,linkedin,Software Test Engineer,Philips Dictation | Speech Processing Solutions,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-test-engineer-at-philips-dictation-speech-processing-solutions-4462826481,2026-09-17T14:47:16.036844+00:00
0,QA Engineer | Austria,linkedin,Test Engineer (m/w/x),ÖBB,"Leopoldstadt, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/test-engineer-m-w-x-at-%C3%B6bb-4453567798,2026-09-17T14:47:16.037137+00:00
0,QA Engineer | Austria,linkedin,"Software Test (Automation) Engineer - Web Application, 80-100% (f/m/x)",OMICRON electronics,"Klaus, Vorarlberg, Austria",Remote,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-test-automation-engineer-web-application-80-100%25-f-m-x-at-omicron-electronics-4460494393,2026-09-17T14:47:16.037232+00:00
0,QA Engineer | Switzerland,linkedin,Ingénieur Qualité Logicielle – Tests & Validation H/F,Consort Group,"Lancy, Geneva, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/ing%C3%A9nieur-qualit%C3%A9-logicielle-%E2%80%93-tests-validation-h-f-at-consort-group-4465103256,2026-09-17T14:47:18.466144+00:00
0,QA Engineer | Switzerland,linkedin,Embedded Tester / Test Automation Engineer - Chatbot & Voicebot (w/m/d),PostFinance,"Bern, Berne, Switzerland",On-site,Full-time,Test Automation,,English,,,Recent,https://ch.linkedin.com/jobs/view/embedded-tester-test-automation-engineer-chatbot-voicebot-w-m-d-at-postfinance-4457362872,2026-09-17T14:47:18.466249+00:00
0,QA Engineer | Switzerland,linkedin,SDET / QA Automation Engineer,DonTouch SA,"Chiasso, Ticino, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/sdet-qa-automation-engineer-at-dontouch-sa-4462159685,2026-09-17T14:47:18.466462+00:00
0,QA Engineer | Switzerland,linkedin,Ingénieur QA Automation – Tests automatisés H/F,Consort Group,"Lancy, Geneva, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/ing%C3%A9nieur-qa-automation-%E2%80%93-tests-automatis%C3%A9s-h-f-at-consort-group-4464890355,2026-09-17T14:47:18.466559+00:00
0,QA Engineer | Slovakia,linkedin,Experienced Test Automation Engineer,Accenture na Slovensku,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Test Automation,,English,,,Recent,https://sk.linkedin.com/jobs/view/experienced-test-automation-engineer-at-accenture-na-slovensku-4439873951,2026-09-17T14:47:23.205160+00:00
0,QA Engineer | Slovakia,linkedin,Test Automation Engineer,Avenga,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Test Automation,,English,,,Recent,https://sk.linkedin.com/jobs/view/test-automation-engineer-at-avenga-4331424496,2026-09-17T14:47:23.205273+00:00
0,QA Engineer | Slovakia,linkedin,Tosca Automation Engineer,Accenture na Slovensku,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/tosca-automation-engineer-at-accenture-na-slovensku-4445794318,2026-09-17T14:47:23.205479+00:00
0,QA Engineer | Czech Republic,linkedin,"Ingeniero QA, Funcional (República Dominicana)",GBM,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-qa-funcional-rep%C3%BAblica-dominicana-at-gbm-4468228977,2026-09-17T14:47:25.667073+00:00
0,QA Engineer | Czech Republic,linkedin,Quality Engineer II-2,Integer Holdings Corporation,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-engineer-ii-2-at-integer-holdings-corporation-4414630897,2026-09-17T14:47:25.667312+00:00
0,QA Engineer | Czech Republic,linkedin,Quality Engineer II-1,Integer Holdings Corporation,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-engineer-ii-1-at-integer-holdings-corporation-4414643162,2026-09-17T14:47:25.667417+00:00
0,QA Engineer | Czech Republic,linkedin,Quality Engineer,PCS Wireless,"Santo Domingo Este, Santo Domingo, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-engineer-at-pcs-wireless-4456674353,2026-09-17T14:47:25.667713+00:00
0,QA Engineer | Czech Republic,linkedin,Quality Engineer - II (Operations),B. Braun Medical Inc. (US),"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-engineer-ii-operations-at-b-braun-medical-inc-us-4392480139,2026-09-17T14:47:25.667810+00:00
0,QA Engineer | Czech Republic,linkedin,Engineer - Quality,Hayco,"Santo Domingo Este, Santo Domingo, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/engineer-quality-at-hayco-4463374051,2026-09-17T14:47:25.667910+00:00
0,QA Engineer | Poland,linkedin,QA Engineer (Loyalty Sector),Comarch,"Cracow, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-loyalty-sector-at-comarch-4458184941,2026-09-17T14:47:28.108870+00:00
0,QA Engineer | Poland,linkedin,Full-stack QA Engineer (Loyalty),Comarch,"Lublin, Lubelskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/full-stack-qa-engineer-loyalty-at-comarch-4459011619,2026-09-17T14:47:28.108984+00:00
0,QA Engineer | Poland,linkedin,Software Quality Assurance Engineer,Adecco,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-quality-assurance-engineer-at-adecco-4463490033,2026-09-17T14:47:28.109086+00:00
0,QA Engineer | Poland,linkedin,Quality Assurance Engineer (QA),Tickmill,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/quality-assurance-engineer-qa-at-tickmill-4385011025,2026-09-17T14:47:28.109188+00:00
