relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
29,QA Engineer | Germany,linkedin,Entry-Level Quality Assurance Engineer,EUPHA DH & AI -  Digital Health and Artificial Intelligence Section EUPHA,"Berlin, Germany",On-site,Full-time,,Entry-Level,English,,,Recent,https://de.linkedin.com/jobs/view/entry-level-quality-assurance-engineer-at-eupha-dh-ai-digital-health-and-artificial-intelligence-section-eupha-4375128804,2026-02-19T10:41:22.435787+00:00
0,QA Engineer | Czech Republic,linkedin,Ingeniero QA,GBM,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-qa-at-gbm-4369806907,2026-02-19T10:41:34.513043+00:00
0,QA Engineer | Czech Republic,linkedin,QA Automation Engineer - Latin America - Remote,Azumo,"Santo Domingo, Distrito Nacional, Dominican Republic",Remote,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/qa-automation-engineer-latin-america-remote-at-azumo-4365312293,2026-02-19T10:41:34.513198+00:00
0,QA Engineer | Czech Republic,linkedin,Automated Testing Engineer (Remote),KAIZEN Asset Management Services,Dominican Republic,Remote,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/automated-testing-engineer-remote-at-kaizen-asset-management-services-4372251269,2026-02-19T10:41:34.513354+00:00
0,QA Engineer | Czech Republic,linkedin,INGENIERO QA (QIK),Banco Popular Dominicano,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-qa-qik-at-banco-popular-dominicano-4370736329,2026-02-19T10:41:34.513504+00:00
0,QA Engineer | Czech Republic,linkedin,Quality Assurance Engineer - Remote Work,BairesDev,"Santo Domingo, Distrito Nacional, Dominican Republic",Remote,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-assurance-engineer-remote-work-at-bairesdev-4373349626,2026-02-19T10:41:34.513677+00:00
0,QA Engineer | Czech Republic,linkedin,Ingeniero QA,Infosyp,"Santiago de los Caballeros, Santiago, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-qa-at-infosyp-4372540809,2026-02-19T10:41:34.513834+00:00
0,QA Engineer | Czech Republic,linkedin,QA Automation Engineer,CrecerLab,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/qa-automation-engineer-at-crecerlab-4372777377,2026-02-19T10:41:34.513999+00:00
0,QA Engineer | Poland,linkedin,1046 | Middle+ Manual QA Engineer,Intetics,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/1046-middle%2B-manual-qa-engineer-at-intetics-4375141407,2026-02-19T10:41:36.908961+00:00
0,QA Engineer | Poland,linkedin,QA Engineer (Web&Mobile),ITRex Group,Poland,Remote,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-web-mobile-at-itrex-group-4375020131,2026-02-19T10:41:36.909146+00:00
0,QA Engineer | Poland,linkedin,QA Engineer,Rydoo,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-at-rydoo-4366784508,2026-02-19T10:41:36.909316+00:00
0,QA Engineer | Poland,linkedin,Manual QA Engineer,Commit,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-qa-engineer-at-commit-4364912647,2026-02-19T10:41:36.909473+00:00
0,QA Engineer | Poland,linkedin,QA Test Engineer,Software Mind,"Cracow, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-test-engineer-at-software-mind-4370836815,2026-02-19T10:41:36.909642+00:00
0,QA Engineer | Poland,linkedin,Junior QA Engineer/ QA Engineer,Amelco Limited,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-qa-engineer-qa-engineer-at-amelco-limited-4372850135,2026-02-19T10:41:36.909807+00:00
0,QA Engineer | Poland,linkedin,QA Engineer (Manual),Digipal,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-manual-at-digipal-4373540876,2026-02-19T10:41:36.909962+00:00
0,QA Engineer | Poland,linkedin,Manual QA Engineer,Forte Group,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-qa-engineer-at-forte-group-4373563738,2026-02-19T10:41:36.910118+00:00
0,QA Engineer | Poland,linkedin,Junior Test Specialist/QA Engineer (f/m),Netcompany,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-test-specialist-qa-engineer-f-m-at-netcompany-4364598006,2026-02-19T10:41:36.910270+00:00
0,QA Engineer | Poland,linkedin,QA Engineer,Faria Education Group,"Cracow, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-at-faria-education-group-4373829069,2026-02-19T10:41:36.910424+00:00
0,QA Engineer | USA,linkedin,QA Engineer,MrBeast,United States,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-at-mrbeast-4367342975,2026-02-19T10:41:39.534076+00:00
0,QA Engineer | USA,linkedin,QA Engineer,Litify,"New York, NY",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-at-litify-4370991670,2026-02-19T10:41:39.534258+00:00
0,QA Engineer | USA,linkedin,Associate QA Engineer,Funnel Leasing,United States,On-site,Full-time,,Associate,English,,,Recent,https://www.linkedin.com/jobs/view/associate-qa-engineer-at-funnel-leasing-4373980884,2026-02-19T10:41:39.534422+00:00
0,QA Engineer | USA,linkedin,Quality Assurance (QA) and Quality Control (QC) Engineer,Cooler Master USA,"Fremont, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-qa-and-quality-control-qc-engineer-at-cooler-master-usa-4370953062,2026-02-19T10:41:39.534576+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Engineer,"EHOB, Inc","Indianapolis, IN",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-ehob-inc-4361826196,2026-02-19T10:41:39.534760+00:00
0,QA Engineer | USA,linkedin,QA Engineer,EBizCharge,"Irvine, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-at-ebizcharge-4330664297,2026-02-19T10:41:39.534921+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Engineer,Quore,"Franklin, TN",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-quore-4371029329,2026-02-19T10:41:39.535228+00:00
0,QA Engineer | USA,linkedin,QA Engineer II,Acorns,United States,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-ii-at-acorns-4362339582,2026-02-19T10:41:39.535533+00:00
0,QA Engineer | United Kingdom,linkedin,Quality Assurance Engineer,Hiscox,"York, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-hiscox-4329670909,2026-02-19T10:41:41.943321+00:00
0,QA Engineer | United Kingdom,linkedin,Quality Assurance Engineer,Leonardo,"Luton, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-leonardo-4316598885,2026-02-19T10:41:41.943510+00:00
0,QA Engineer | United Kingdom,linkedin,QA Engineer,LDMS,"Cardiff, Wales, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-at-ldms-4373929610,2026-02-19T10:41:41.943693+00:00
0,QA Engineer | United Kingdom,linkedin,Quality Assurance Engineer,Navantia UK,"Fife, Scotland, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-navantia-uk-4372239824,2026-02-19T10:41:41.943848+00:00
0,QA Engineer | United Kingdom,linkedin,Quality Assurance Engineer,Akkodis,"Stevenage, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-akkodis-4362276698,2026-02-19T10:41:41.944002+00:00
0,QA Engineer | United Kingdom,linkedin,"QA Engineer, Contract",Xcelirate,"London, England, United Kingdom",On-site,Contract,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-contract-at-xcelirate-4365456980,2026-02-19T10:41:41.944154+00:00
0,QA Engineer | United Kingdom,linkedin,Associate QA Engineer,Anaplan,"Manchester, England, United Kingdom",On-site,Full-time,,Associate,English,,,Recent,https://uk.linkedin.com/jobs/view/associate-qa-engineer-at-anaplan-4353099656,2026-02-19T10:41:41.944305+00:00
0,QA Engineer | United Kingdom,linkedin,Test Automation Engineer,InfoSec People Ltd,"Manchester Area, United Kingdom",On-site,Full-time,Test Automation,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-automation-engineer-at-infosec-people-ltd-4362212414,2026-02-19T10:41:41.944461+00:00
0,QA Engineer | United Kingdom,linkedin,Quality Assurance Engineer,Navantia UK,"Fife, Scotland, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-navantia-uk-4372247357,2026-02-19T10:41:41.944614+00:00
0,QA Engineer | United Kingdom,linkedin,QA Engineer,Noux Talent,"Leeds, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-at-noux-talent-4371777576,2026-02-19T10:41:41.944784+00:00
0,Test Engineer | Germany,linkedin,"Manual Quality Assurance Engineer, Web Core Product",Jobgether,Germany,On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/manual-quality-assurance-engineer-web-core-product-at-jobgether-4373915867,2026-02-19T10:41:44.440605+00:00
0,Test Engineer | Austria,linkedin,AT - QA Developer (m/f/d),Quivo,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/at-qa-developer-m-f-d-at-quivo-4370399826,2026-02-19T10:41:46.830591+00:00
0,Test Engineer | Switzerland,linkedin,Responsable de Tests,PrimeIT Switzerland,"Geneva, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/responsable-de-tests-at-primeit-switzerland-4371002302,2026-02-19T10:41:49.282021+00:00
0,Test Engineer | Remote,linkedin,"Manual Quality Assurance Engineer, Web Core Product",Speechify,"Berlin, Germany",Remote,Contract,"Can, Test Automation","Manual Testing, Jira, Regression Testing, Agile, Postman",English,,,Recent,https://de.linkedin.com/jobs/view/manual-quality-assurance-engineer-web-core-product-at-speechify-4373567343,2026-02-19T10:41:51.685806+00:00
0,Test Engineer | Slovakia,linkedin,Trainee Test Engineer – Python IRC287913,GlobalLogic,"Žilina, Zilina, Slovakia",On-site,Full-time,Python,Trainee,English,,,Recent,https://sk.linkedin.com/jobs/view/trainee-test-engineer-%E2%80%93-python-irc287913-at-globallogic-4370733155,2026-02-19T10:41:54.059307+00:00
0,Test Engineer | Slovakia,linkedin,Testing Engineer - Commisioning,Schaeffler,"Kysucké Nové Mesto, Zilina, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/testing-engineer-commisioning-at-schaeffler-4370529030,2026-02-19T10:41:54.059468+00:00
0,Test Engineer | Slovakia,linkedin,Trainee Test Engineer – Python IRC287913,GlobalLogic,"Košice, Kosice, Slovakia",On-site,Full-time,Python,Trainee,English,,,Recent,https://sk.linkedin.com/jobs/view/trainee-test-engineer-%E2%80%93-python-irc287913-at-globallogic-4370722786,2026-02-19T10:41:54.059656+00:00
0,Test Engineer | Czech Republic,linkedin,Future QA Engineer Opportunities (Gaming Industry),Perform,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/future-qa-engineer-opportunities-gaming-industry-at-perform-4344181481,2026-02-19T10:41:56.502750+00:00
0,Test Engineer | Poland,linkedin,Software Engineer In Test - SDET,Codup,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-in-test-sdet-at-codup-4372770617,2026-02-19T10:41:58.947844+00:00
0,Test Engineer | Poland,linkedin,Flight Software Test Automation Engineer,ICEYE,"Warsaw, Mazowieckie, Poland",On-site,Full-time,Test Automation,,English,,,Recent,https://pl.linkedin.com/jobs/view/flight-software-test-automation-engineer-at-iceye-4370993949,2026-02-19T10:41:58.948811+00:00
0,Test Engineer | USA,linkedin,Quality Assurance Engineer,Sanmina,"Pleasant Prairie, WI",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-sanmina-4370471483,2026-02-19T10:42:01.705880+00:00
0,Test Engineer | USA,linkedin,Nondestructive Testing Engineer,"Take2 Consulting, LLC",Greater Phoenix Area,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/nondestructive-testing-engineer-at-take2-consulting-llc-4363100665,2026-02-19T10:42:01.706203+00:00
0,Test Engineer | USA,linkedin,Quality Assurance Engineer,Uptime Institute,Greater Boston,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-uptime-institute-4361768369,2026-02-19T10:42:01.706681+00:00
0,Test Engineer | USA,linkedin,QA Engineer,Little Caesars Pizza,"Detroit, MI",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-at-little-caesars-pizza-4373852587,2026-02-19T10:42:01.707126+00:00
0,Test Engineer | United Kingdom,linkedin,Quality Assurance Engineer,Galldris Group,"Sizewell, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-galldris-group-4365466205,2026-02-19T10:42:04.175797+00:00
0,Test Engineer | United Kingdom,linkedin,Software Tester – Automation and Manual,Unisys,"Hendon, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-tester-%E2%80%93-automation-and-manual-at-unisys-4344093218,2026-02-19T10:42:04.176273+00:00
0,Testingenieur | Germany,linkedin,Testingenieur – Mechanical Engineering / Systemtests (all gender),ALTEN,"Hamburg, Hamburg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/testingenieur-%E2%80%93-mechanical-engineering-systemtests-all-gender-at-alten-4373103421,2026-02-19T10:42:06.614115+00:00
0,Testingenieur | Germany,linkedin,Automatisierer Bildverarbeitung (m/w/d),SCHERDEL de Mexico,"Marienberg, Saxony, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/automatisierer-bildverarbeitung-m-w-d-at-scherdel-de-mexico-4367893282,2026-02-19T10:42:06.614287+00:00
0,Testingenieur | Germany,linkedin,Testingenieur Schienenfahrzeuge (all gender),ALTEN,"Salzgitter, Lower Saxony, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/testingenieur-schienenfahrzeuge-all-gender-at-alten-4372688765,2026-02-19T10:42:06.614600+00:00
0,Testingenieur | Germany,linkedin,CQV & CSV Engineering Opportunities – Germany,KPC International,"Frankfurt, Hesse, Germany",On-site,Internship,,,English,,,Recent,https://de.linkedin.com/jobs/view/cqv-csv-engineering-opportunities-%E2%80%93-germany-at-kpc-international-4225886744,2026-02-19T10:42:06.614943+00:00
0,Testingenieur | Germany,linkedin,Test Field Engineer - Prüffeldtechniker,EarthStream Global,"Brilon, North Rhine-Westphalia, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-field-engineer-pr%C3%BCffeldtechniker-at-earthstream-global-4372502017,2026-02-19T10:42:06.615104+00:00
0,Testingenieur | Germany,linkedin,Testingenieur – Mechanical Engineering / Systemtests (all gender),ALTEN Germany,"Hamburg, Hamburg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/testingenieur-%E2%80%93-mechanical-engineering-systemtests-all-gender-at-alten-germany-4373680351,2026-02-19T10:42:06.615261+00:00
0,Testingenieur | Germany,linkedin,(Junior-)Projektingenieur (m/w/d),HEAD acoustics GmbH,"Herzogenrath, North Rhine-Westphalia, Germany",On-site,Full-time,,Junior,English,,,Recent,https://de.linkedin.com/jobs/view/junior-projektingenieur-m-w-d-at-head-acoustics-gmbh-4361488078,2026-02-19T10:42:06.615419+00:00
0,Testingenieur | Austria,linkedin,LLM Prompt Engineering & Quality Assurance (m/w/d),redlink.at,"Salzburg, Salzburg, Austria",On-site,Full-time,"Llm, Prompt Engineering",,English,,,Recent,https://at.linkedin.com/jobs/view/llm-prompt-engineering-quality-assurance-m-w-d-at-redlink-at-4363250694,2026-02-19T10:42:08.981741+00:00
0,Testingenieur | Austria,linkedin,Test Engineer (f/m/d),Hilti Austria Industrie GmbH,"Lanzenkirchen, Lower Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/test-engineer-f-m-d-at-hilti-austria-industrie-gmbh-4363227484,2026-02-19T10:42:08.981896+00:00
0,Testingenieur | Austria,linkedin,Founding Engineer – SF Hackerhouse (Visa sponsored; $3M pre-seed),Clera,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/founding-engineer-%E2%80%93-sf-hackerhouse-visa-sponsored-%243m-pre-seed-at-clera-4361035855,2026-02-19T10:42:08.982189+00:00
0,Testingenieur | Austria,linkedin,Junior Testingenieurin / Testingenieur (m/w/d),Miba Cooling Austria (former DAU GmbH & Co KG),"Kirchbach, Carinthia, Austria",On-site,Full-time,,Junior,English,,,Recent,https://at.linkedin.com/jobs/view/junior-testingenieurin-testingenieur-m-w-d-at-miba-cooling-austria-former-dau-gmbh-co-kg-4363373717,2026-02-19T10:42:08.982349+00:00
0,Testingenieur | Switzerland,linkedin,Development Engineer,Coopers Group AG,"Zug, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/development-engineer-at-coopers-group-ag-4372466599,2026-02-19T10:42:11.369882+00:00
0,Testingenieur | Switzerland,linkedin,QA qualification engineer,agap2 Switzerland,"Basel, Basel, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-qualification-engineer-at-agap2-switzerland-4364709181,2026-02-19T10:42:11.370516+00:00
0,Testingenieur | Switzerland,linkedin,Application Engineer,JobCourier,"Lugano, Ticino, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/application-engineer-at-jobcourier-4370367543,2026-02-19T10:42:11.370689+00:00
0,Testingenieur | Switzerland,linkedin,Development Engineer,Flexsis Schweiz,"Risch, Zug, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/development-engineer-at-flexsis-schweiz-4374717051,2026-02-19T10:42:11.370843+00:00
0,Testingenieur | Remote,linkedin,Application Engineer,Vericut (CGTech Deutschland GmbH),Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/application-engineer-at-vericut-cgtech-deutschland-gmbh-4372820606,2026-02-19T10:42:13.757868+00:00
0,Testingenieur | Remote,linkedin,Testingenieur (m/w/d),Konzept Informationssysteme,"Kiel, Schleswig-Holstein, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/testingenieur-m-w-d-at-konzept-informationssysteme-4374796127,2026-02-19T10:42:13.758349+00:00
0,Testingenieur | Remote,linkedin,System- und Testingenieur Funkkommunikationssysteme (all gender) 300,ALTEN Germany,"Stuttgart, Baden-Württemberg, Germany",Remote,Full-time,,,German,,,Recent,https://de.linkedin.com/jobs/view/system-und-testingenieur-funkkommunikationssysteme-all-gender-300-at-alten-germany-4361021637,2026-02-19T10:42:13.758504+00:00
0,Testingenieur | Remote,linkedin,SIM & Device Engineer (IoT),KORE,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/sim-device-engineer-iot-at-kore-4269230163,2026-02-19T10:42:13.758686+00:00
0,Testingenieur | Slovakia,linkedin,Junior Test Engineer IRC287905,GlobalLogic,"Košice, Kosice, Slovakia",On-site,Full-time,,Junior,English,,,Recent,https://sk.linkedin.com/jobs/view/junior-test-engineer-irc287905-at-globallogic-4370664939,2026-02-19T10:42:16.111264+00:00
0,Testingenieur | Czech Republic,linkedin,Quality Assurance Support Engineer - EPlan,Eaton,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-assurance-support-engineer-eplan-at-eaton-4361782243,2026-02-19T10:42:18.592477+00:00
0,Testingenieur | Czech Republic,linkedin,PLC programátor (m/f/d),TE Connectivity,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/plc-program%C3%A1tor-m-f-d-at-te-connectivity-4369481033,2026-02-19T10:42:18.592647+00:00
0,Testingenieur | Poland,linkedin,TECHNOLOG (K/M),Łódzki Klaster ICT,"Białostoczek, Podlaskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/technolog-k-m-at-%C5%82%C3%B3dzki-klaster-ict-4372814126,2026-02-19T10:42:21.031634+00:00
0,Testingenieur | Poland,linkedin,Inżynier testów produkcyjnych automotive (k/m),SEGULA Technologies,"Częstochowa, Śląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/in%C5%BCynier-test%C3%B3w-produkcyjnych-automotive-k-m-at-segula-technologies-4357509002,2026-02-19T10:42:21.032476+00:00
0,Testingenieur | Poland,linkedin,Tester Automatyczny (mobile),IT Squad,"Warsaw, Mazowieckie, Poland",Remote,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/tester-automatyczny-mobile-at-it-squad-4368821095,2026-02-19T10:42:21.032819+00:00
0,Testingenieur | USA,linkedin,Mechanical Test Engineer,Applus+ Laboratories,"Houston, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/mechanical-test-engineer-at-applus%2B-laboratories-4125985556,2026-02-19T10:42:23.717897+00:00
0,Testingenieur | USA,linkedin,Chief Test Engineer,"Cape Henry Associates, Acquired by JANUS Research Group","Aurora, CO",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/chief-test-engineer-at-cape-henry-associates-acquired-by-janus-research-group-4368738745,2026-02-19T10:42:23.718063+00:00
0,Testingenieur | USA,linkedin,Test Engineer I – Early Career (2026 Starts),Blue Origin,"Lancaster, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-i-%E2%80%93-early-career-2026-starts-at-blue-origin-4353142610,2026-02-19T10:42:23.718224+00:00
0,Testingenieur | USA,linkedin,Manufacturing Engineer - Powertrain/Test,Ford Motor Company,"Dearborn, MI",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/manufacturing-engineer-powertrain-test-at-ford-motor-company-4373887575,2026-02-19T10:42:23.718387+00:00
0,Testingenieur | USA,linkedin,Test Engineer I – Early Career (2026 Starts),Blue Origin,Greater Seattle Area,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-i-%E2%80%93-early-career-2026-starts-at-blue-origin-4353112578,2026-02-19T10:42:23.718717+00:00
0,Testingenieur | USA,linkedin,"QA Engineer- Functional Testing(Onsite, Overland Park, KS)",Netsmart,"Overland Park, KS",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-functional-testing-onsite-overland-park-ks-at-netsmart-4371074059,2026-02-19T10:42:23.718875+00:00
0,Testingenieur | USA,linkedin,Quality Assurance Engineer - Manufacturing,"KEB America, Inc.","Shakopee, MN",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-manufacturing-at-keb-america-inc-4370994773,2026-02-19T10:42:23.719024+00:00
0,Testingenieur | United Kingdom,linkedin,Mechanical Test Engineer,BSI,"Hemel Hempstead, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/mechanical-test-engineer-at-bsi-3841320068,2026-02-19T10:42:26.140131+00:00
0,Testingenieur | United Kingdom,linkedin,"Electronics Assembly, Repair and Test Engineer",UKC Group,"Boreham, England, United Kingdom",On-site,Full-time,,Assembly,English,,,Recent,https://uk.linkedin.com/jobs/view/electronics-assembly-repair-and-test-engineer-at-ukc-group-4369721032,2026-02-19T10:42:26.140319+00:00
0,Testingenieur | United Kingdom,linkedin,Manufacturing Engineer - Engine Assembly & Test,Autocraft Solutions Group,"Wellingborough, England, United Kingdom",On-site,Full-time,,Assembly,English,,,Recent,https://uk.linkedin.com/jobs/view/manufacturing-engineer-engine-assembly-test-at-autocraft-solutions-group-4373335620,2026-02-19T10:42:26.140481+00:00
0,Testingenieur | United Kingdom,linkedin,Mechanical Test Engineer - Gas Products,BSI,"Loughborough, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/mechanical-test-engineer-gas-products-at-bsi-3803472873,2026-02-19T10:42:26.140653+00:00
0,Testingenieur | United Kingdom,linkedin,Test Engineer,Rheinmetall,"Newport, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-rheinmetall-4364734450,2026-02-19T10:42:26.140965+00:00
0,Testingenieur | United Kingdom,linkedin,Test Engineer,BSI,"Hemel Hempstead, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-bsi-4367290557,2026-02-19T10:42:26.141117+00:00
0,Testingenieur | United Kingdom,linkedin,Mechanical Test Engineer,The ONE Group Ltd,"Cambridge, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/mechanical-test-engineer-at-the-one-group-ltd-4357354149,2026-02-19T10:42:26.141416+00:00
0,Test Automation | Germany,linkedin,Test Join,DENPAFLUX,"Munich, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-join-at-denpaflux-4371172636,2026-02-19T10:42:28.571789+00:00
0,Test Automation | Switzerland,linkedin,Testing,Ampegon,"Baden, Aargau, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/testing-at-ampegon-4350701131,2026-02-19T10:42:33.362322+00:00
0,Test Automation | Switzerland,linkedin,Test Automation Engineer (a),Gi Group,"Risch-Rotkreuz, Zug, Switzerland",On-site,Full-time,Test Automation,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-automation-engineer-a-at-gi-group-4357559811,2026-02-19T10:42:33.362665+00:00
0,Test Automation | Remote,linkedin,Test- und Qualitätsmanager (m/w/d),Spot Solutions GmbH,"Mühltal, Hesse, Germany",Remote,Full-time,,,German,,,Recent,https://de.linkedin.com/jobs/view/test-und-qualit%C3%A4tsmanager-m-w-d-at-spot-solutions-gmbh-4368977484,2026-02-19T10:42:35.776874+00:00
0,Test Automation | Slovakia,linkedin,Software Developer in Test (SDET),Fiserv,"Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/software-developer-in-test-sdet-at-fiserv-4372899045,2026-02-19T10:42:38.176673+00:00
0,Test Automation | Czech Republic,linkedin,Ingeniero/a QA Automatización,Agilesoft,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-a-qa-automatizaci%C3%B3n-at-agilesoft-4373339362,2026-02-19T10:42:40.561939+00:00
