relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
29,QA Engineer | Poland,linkedin,Quality Assurance Automation Engineer,Intellias,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-intellias-4413456323,2026-05-14T11:56:13.869730+00:00
0,QA Engineer | Germany,linkedin,Entry-Level Quality Assurance Engineer,AI Lab AGH,"Munich, Bavaria, Germany",On-site,Full-time,,Entry-Level,English,,,Recent,https://de.linkedin.com/jobs/view/entry-level-quality-assurance-engineer-at-ai-lab-agh-4414570950,2026-05-14T11:55:59.751636+00:00
0,QA Engineer | Germany,linkedin,QA Test Engineer (f/m/d),FICO TONBELLER,"Berlin, Berlin, Germany",Hybrid,Contract,"Ci/Cd, Java, Test Automation","Data Science, Sql, Agile, Machine Learning",English,,,Recent,https://de.linkedin.com/jobs/view/qa-test-engineer-f-m-d-at-fico-tonbeller-4413430220,2026-05-14T11:55:59.751807+00:00
0,QA Engineer | Germany,linkedin,QA Engineer,Westernacher Solutions,"Berlin, Germany",Remote,Full-time,"Javascript, Playwright, Selenium, Test Automation","Zephyr, Jira, R",German,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-at-westernacher-solutions-4401930906,2026-05-14T11:55:59.751942+00:00
0,QA Engineer | Germany,linkedin,QA Engineer (w/m/d),Westernacher Solutions,"Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-w-m-d-at-westernacher-solutions-4349803462,2026-05-14T11:55:59.752088+00:00
0,QA Engineer | Germany,linkedin,Quality Assurance Engineer (m/w/d),ISO-Gruppe,Greater Nuremberg Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-engineer-m-w-d-at-iso-gruppe-4358570111,2026-05-14T11:55:59.752354+00:00
0,QA Engineer | Germany,linkedin,Quality Assurance Engineer (f/m/d),Renesas Electronics,"Nabern, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-engineer-f-m-d-at-renesas-electronics-4389742869,2026-05-14T11:55:59.752608+00:00
0,QA Engineer | Austria,linkedin,QA Engineer,Bybit EU,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/qa-engineer-at-bybit-eu-4413552498,2026-05-14T11:56:02.111832+00:00
0,QA Engineer | Austria,linkedin,Research & Development Testing Engineer (m/f/d),Vertus Energy,"Klosterneuburg, Lower Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/research-development-testing-engineer-m-f-d-at-vertus-energy-4406485659,2026-05-14T11:56:02.112202+00:00
0,QA Engineer | Austria,linkedin,Quality Assurance Engineer,ENPULSION,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/quality-assurance-engineer-at-enpulsion-4408624945,2026-05-14T11:56:02.112736+00:00
0,QA Engineer | Austria,linkedin,QA Automation Engineer @ 3-S-IT Dienstleistungen GmbH,DEVjobs,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/qa-automation-engineer-%40-3-s-it-dienstleistungen-gmbh-at-devjobs-4413876059,2026-05-14T11:56:02.112865+00:00
0,QA Engineer | Austria,linkedin,QA Engineer: Manual Testing (Mobile & Backend),Tractive,"Linz, Upper Austria, Austria",Remote,Full-time,,Manual Testing,English,,,Recent,https://at.linkedin.com/jobs/view/qa-engineer-manual-testing-mobile-backend-at-tractive-4401967431,2026-05-14T11:56:02.113019+00:00
0,QA Engineer | Austria,linkedin,Junior QA Engineer - Zutrittskontrollsysteme,PKE Holding AG,"Vienna, Vienna, Austria",On-site,Full-time,,Junior,English,,,Recent,https://at.linkedin.com/jobs/view/junior-qa-engineer-zutrittskontrollsysteme-at-pke-holding-ag-4387103203,2026-05-14T11:56:02.113148+00:00
0,QA Engineer | Switzerland,linkedin,QA Software Engineer,Bucher + Suter,Greater Bern Area,On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-software-engineer-at-bucher-%2B-suter-4409001797,2026-05-14T11:56:04.470704+00:00
0,QA Engineer | Switzerland,linkedin,Junior Quality Assurance Engineer m/f/d,Aristo Group,"Bern, Berne, Switzerland",On-site,Full-time,,Junior,English,,,Recent,https://ch.linkedin.com/jobs/view/junior-quality-assurance-engineer-m-f-d-at-aristo-group-4405326232,2026-05-14T11:56:04.470843+00:00
0,QA Engineer | Switzerland,linkedin,Quality Assurance Engineer (QA),YAPEAL,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/quality-assurance-engineer-qa-at-yapeal-4409796702,2026-05-14T11:56:04.470991+00:00
0,QA Engineer | Switzerland,linkedin,Quality Assurance Engineer,agap2 Switzerland,"Basel, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/quality-assurance-engineer-at-agap2-switzerland-4412709864,2026-05-14T11:56:04.471120+00:00
0,QA Engineer | Switzerland,linkedin,QA Engineer (Contract),Twine,Switzerland,On-site,Contract,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-engineer-contract-at-twine-4401963762,2026-05-14T11:56:04.471503+00:00
0,QA Engineer | Remote,linkedin,"Backend QA Engineer, Berlin",Air Apps,Berlin Metropolitan Area,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/backend-qa-engineer-berlin-at-air-apps-4413726128,2026-05-14T11:56:06.810736+00:00
0,QA Engineer | Remote,linkedin,Backend QA Engineer,Air Apps,"Munich, Bavaria, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/backend-qa-engineer-at-air-apps-4413734063,2026-05-14T11:56:06.810866+00:00
0,QA Engineer | Remote,linkedin,QA Engineer,Air Apps,Berlin Metropolitan Area,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-at-air-apps-4406612499,2026-05-14T11:56:06.811155+00:00
0,QA Engineer | Remote,linkedin,QA Automation Engineer,Air Apps,Berlin Metropolitan Area,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-automation-engineer-at-air-apps-4403567932,2026-05-14T11:56:06.811414+00:00
0,QA Engineer | Slovakia,linkedin,Manual QA Engineer,Servers.com,"Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/manual-qa-engineer-at-servers-com-4409910977,2026-05-14T11:56:09.149510+00:00
0,QA Engineer | Slovakia,linkedin,Manual QA Engineer,Ruby Labs,Slovakia,On-site,Full-time,,Ruby,English,,,Recent,https://sk.linkedin.com/jobs/view/manual-qa-engineer-at-ruby-labs-4412168761,2026-05-14T11:56:09.149680+00:00
0,QA Engineer | Slovakia,linkedin,QA Engineer,Ruby Labs,Slovakia,On-site,Full-time,,Ruby,English,,,Recent,https://sk.linkedin.com/jobs/view/qa-engineer-at-ruby-labs-4405231899,2026-05-14T11:56:09.149828+00:00
0,QA Engineer | Slovakia,linkedin,QA Engineer (Hybrid set up),Swiss Re,"Bratislava, Bratislava, Slovakia",Hybrid,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/qa-engineer-hybrid-set-up-at-swiss-re-4409358923,2026-05-14T11:56:09.150119+00:00
0,QA Engineer | Slovakia,linkedin,Quality Assurance / Test Engineer - Product Area Research & Sustainability,Swiss Re,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/quality-assurance-test-engineer-product-area-research-sustainability-at-swiss-re-4413880884,2026-05-14T11:56:09.150791+00:00
0,QA Engineer | Czech Republic,linkedin,Quality Assurance Engineer - Trabajo Remoto,BairesDev,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-assurance-engineer-trabajo-remoto-at-bairesdev-4413167002,2026-05-14T11:56:11.482642+00:00
0,QA Engineer | Czech Republic,linkedin,"Eng II, QA",BD,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/eng-ii-qa-at-bd-4409417836,2026-05-14T11:56:11.482821+00:00
0,QA Engineer | Czech Republic,linkedin,INGENIERO QA QIK,Banco Popular Dominicano,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-qa-qik-at-banco-popular-dominicano-4410861124,2026-05-14T11:56:11.482973+00:00
0,QA Engineer | Czech Republic,linkedin,Ingeniero QA,Babel,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-qa-at-babel-4405931155,2026-05-14T11:56:11.483252+00:00
0,QA Engineer | Czech Republic,linkedin,Quality Assurance Support Engineer - EPlan,Eaton,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,Python,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-assurance-support-engineer-eplan-at-eaton-4400823682,2026-05-14T11:56:11.483383+00:00
0,QA Engineer | Poland,linkedin,QA Automation Engineer,payabl.,"Cracow, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-automation-engineer-at-payabl-4402908834,2026-05-14T11:56:13.869459+00:00
0,QA Engineer | Poland,linkedin,Junior Manual QA Engineer for IOS Application,Zoolatech,Poland,On-site,Full-time,,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-manual-qa-engineer-for-ios-application-at-zoolatech-4408104353,2026-05-14T11:56:13.869860+00:00
0,QA Engineer | Poland,linkedin,"Quality Assurance Engineer - Katowice, Poland (F/M)",Astek,"Katowice, Śląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/quality-assurance-engineer-katowice-poland-f-m-at-astek-4399530990,2026-05-14T11:56:13.870129+00:00
0,QA Engineer | USA,linkedin,Sr QA Analyst/Test Engineer,DMI,"McLean, VA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/sr-qa-analyst-test-engineer-at-dmi-4413498790,2026-05-14T11:56:16.257464+00:00
0,QA Engineer | USA,linkedin,Junior QA Engineer,Snoonu,United States,On-site,Full-time,,Junior,English,,,Recent,https://www.linkedin.com/jobs/view/junior-qa-engineer-at-snoonu-4405924353,2026-05-14T11:56:16.257631+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Analyst,Coforge,"New Jersey, United States",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-analyst-at-coforge-4402750796,2026-05-14T11:56:16.257768+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Engineer,Ultimate Staffing,"Los Angeles County, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-ultimate-staffing-4413598722,2026-05-14T11:56:16.257907+00:00
0,QA Engineer | USA,linkedin,Manual QA Engineer,Seekr,"Austin, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/manual-qa-engineer-at-seekr-4411742276,2026-05-14T11:56:16.258059+00:00
0,QA Engineer | USA,linkedin,Manual QA Engineer,Seekr,"Reston, VA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/manual-qa-engineer-at-seekr-4411739435,2026-05-14T11:56:16.258192+00:00
0,QA Engineer | USA,linkedin,QA Engineer,Gridline,"Atlanta, GA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-at-gridline-4412141865,2026-05-14T11:56:16.258321+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Automation Engineer,Flybridge Staffing,"Boca Raton, FL",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-flybridge-staffing-4413554888,2026-05-14T11:56:16.258449+00:00
0,QA Engineer | United Kingdom,linkedin,Quality Assurance Analyst,Coforge,"Telford, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-analyst-at-coforge-4403956427,2026-05-14T11:56:18.643835+00:00
0,QA Engineer | United Kingdom,linkedin,Quality Assurance Engineer,Navantia UK,"Fife, Scotland, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-navantia-uk-4409023628,2026-05-14T11:56:18.644025+00:00
0,QA Engineer | United Kingdom,linkedin,QA Engineer,Aurum Solutions,"Reading, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-at-aurum-solutions-4410643312,2026-05-14T11:56:18.644298+00:00
0,QA Engineer | United Kingdom,linkedin,QA Engineer,Waterstones,"London Area, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-at-waterstones-4402516567,2026-05-14T11:56:18.644580+00:00
0,QA Engineer | United Kingdom,linkedin,QA/Test Engineer,hackajob,"London, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-test-engineer-at-hackajob-4414467224,2026-05-14T11:56:18.644716+00:00
0,QA Engineer | United Kingdom,linkedin,QA Engineer,Spait Infotech,United Kingdom,On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-at-spait-infotech-4407616187,2026-05-14T11:56:18.644990+00:00
0,Test Engineer | Germany,linkedin,Software Tester – Quality Assurance (m/w/d),WSCAD: AI-Powered Electrical CAD,"Bergkirchen, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-tester-%E2%80%93-quality-assurance-m-w-d-at-wscad-ai-powered-electrical-cad-4380955213,2026-05-14T11:56:21.053801+00:00
0,Test Engineer | Austria,linkedin,SQA Ingenieur (m/w/d),SEGULA Technologies,"Graz, Styria, Austria",Remote,Contract,,"R, Graduate, Project Manager",German,,,Recent,https://at.linkedin.com/jobs/view/sqa-ingenieur-m-w-d-at-segula-technologies-4385504193,2026-05-14T11:56:23.687513+00:00
0,Test Engineer | Switzerland,linkedin,Software Engineer - Frontend (all genders),Shiftmove,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-engineer-frontend-all-genders-at-shiftmove-4412137765,2026-05-14T11:56:26.054188+00:00
0,Test Engineer | Slovakia,linkedin,Solution Design Engineer,Freshfields,"Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/solution-design-engineer-at-freshfields-4393519997,2026-05-14T11:56:31.079512+00:00
0,Test Engineer | Czech Republic,linkedin,Software Developer (Python) - Remote Work,BairesDev,"Santo Domingo, Distrito Nacional, Dominican Republic",Remote,Full-time,Python,,English,,,Recent,https://do.linkedin.com/jobs/view/software-developer-python-remote-work-at-bairesdev-4413568208,2026-05-14T11:56:33.416061+00:00
0,Test Engineer | Czech Republic,linkedin,Desarrollador,Evaluar,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/desarrollador-at-evaluar-4402277716,2026-05-14T11:56:33.416765+00:00
0,Test Engineer | Poland,linkedin,Test Engineer,DATA MODUL AG,"Lublin, Lubelskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-engineer-at-data-modul-ag-4413593565,2026-05-14T11:56:35.836230+00:00
0,Test Engineer | Poland,linkedin,Manual QA Engineer,Ruby Labs,Poland,On-site,Full-time,,Ruby,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-qa-engineer-at-ruby-labs-4412182177,2026-05-14T11:56:35.836357+00:00
0,Test Engineer | Poland,linkedin,Manual QA Engineer,The Travel Corporation,"Katowice, Śląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-qa-engineer-at-the-travel-corporation-4406556468,2026-05-14T11:56:35.836616+00:00
0,Test Engineer | Poland,linkedin,"Software Engineer, Test (6 months contract)",Renesas Electronics,"Katowice, Śląskie, Poland",On-site,Contract,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-test-6-months-contract-at-renesas-electronics-4399872730,2026-05-14T11:56:35.837031+00:00
0,Test Engineer | USA,linkedin,Jr. Software Test Engineer,"deciBel Research, Inc.","Colorado Springs, CO",On-site,Full-time,"Bash, C, Ci/Cd, Integration Testing, Java, Javascript, Jenkins, Python","Sql, Jira, Kanban, Scrum, Devops, Linux, Regression Testing, Docker, Junior, Microservices",English,,,Recent,https://www.linkedin.com/jobs/view/jr-software-test-engineer-at-decibel-research-inc-4409478117,2026-05-14T11:56:38.539239+00:00
0,Test Engineer | USA,linkedin,Quality Assurance Engineer,"QSI, INC (Quality Service Installation)","Bardstown, KY",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-qsi-inc-quality-service-installation-4413443966,2026-05-14T11:56:38.539513+00:00
0,Test Engineer | USA,linkedin,Software Tester,"Akumen, Inc.","Washington, DC",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-tester-at-akumen-inc-4414267489,2026-05-14T11:56:38.539779+00:00
0,Test Engineer | USA,linkedin,Software QA Engineer,Peaple Talent,United States,Remote,Full-time,,Bdd,English,,,Recent,https://www.linkedin.com/jobs/view/software-qa-engineer-at-peaple-talent-4414458296,2026-05-14T11:56:38.540045+00:00
0,Test Engineer | United Kingdom,linkedin,Manual Test Analyst - Bath - New Role,RedRock Resourcing,"Bath, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/manual-test-analyst-bath-new-role-at-redrock-resourcing-4413571376,2026-05-14T11:56:40.994071+00:00
0,Test Engineer | United Kingdom,linkedin,Software Tester,TOPPAN Packaging Americas,"Kingswood, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-tester-at-toppan-packaging-americas-4413444312,2026-05-14T11:56:40.994236+00:00
0,Test Engineer | United Kingdom,linkedin,Software Quality Assurance Engineer,Cytix,"Manchester, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-quality-assurance-engineer-at-cytix-4412995061,2026-05-14T11:56:40.994375+00:00
0,Test Engineer | United Kingdom,linkedin,Quality Assurance Engineer,RedRock Consulting,United Kingdom,On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-redrock-consulting-4414466346,2026-05-14T11:56:40.994644+00:00
0,Test Engineer | United Kingdom,linkedin,Software Engineer,Zego,"London Area, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-engineer-at-zego-4406958979,2026-05-14T11:56:40.994776+00:00
0,Test Engineer | United Kingdom,linkedin,"Python Software Engineer – Up to £150,000 + Bonus & Benefits – London",Hunter Bond,"London Area, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-software-engineer-%E2%80%93-up-to-%C2%A3150-000-%2B-bonus-benefits-%E2%80%93-london-at-hunter-bond-4412391445,2026-05-14T11:56:40.995180+00:00
0,Testingenieur | Germany,linkedin,Mitarbeiter Forschung und Entwicklung (w/m/d),Hörmann Rawema Engineering & Consulting GmbH,"Chemnitz, Saxony, Germany",Remote,Contract,"C, Python","Associate, Intern, R, C#",German,,,Recent,https://de.linkedin.com/jobs/view/mitarbeiter-forschung-und-entwicklung-w-m-d-at-h%C3%B6rmann-rawema-engineering-consulting-gmbh-4413072647,2026-05-14T11:56:43.693399+00:00
0,Testingenieur | Germany,linkedin,CQV & CSV Engineering Opportunities – Germany,KPC International,"Frankfurt, Hesse, Germany",On-site,Internship,,,English,,,Recent,https://de.linkedin.com/jobs/view/cqv-csv-engineering-opportunities-%E2%80%93-germany-at-kpc-international-4225886744,2026-05-14T11:56:43.693724+00:00
0,Testingenieur | Germany,linkedin,SPS-Programmierer Mobile Robotics (m/w/d),SCIO Automation,"Plattling, Bavaria, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/sps-programmierer-mobile-robotics-m-w-d-at-scio-automation-4410051440,2026-05-14T11:56:43.694014+00:00
0,Testingenieur | Germany,linkedin,Versuchs-/Testingenieur Fahrerassistenzsysteme / ADAS (m/w/d),prognum Automotive GmbH,"Stuttgart, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/versuchs-testingenieur-fahrerassistenzsysteme-adas-m-w-d-at-prognum-automotive-gmbh-4411448442,2026-05-14T11:56:43.694145+00:00
0,Testingenieur | Germany,linkedin,Entwicklungsingenieur:in,be partner Group,"Stuttgart, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/entwicklungsingenieur-in-at-be-partner-group-4413875135,2026-05-14T11:56:43.694415+00:00
0,Testingenieur | Germany,linkedin,Entwicklungsingenieur:in,be partner Group,"Stuttgart, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/entwicklungsingenieur-in-at-be-partner-group-4413877362,2026-05-14T11:56:43.694549+00:00
0,Testingenieur | Germany,linkedin,Entwicklungsingenieur:in,be partner Group,"Stuttgart, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/entwicklungsingenieur-in-at-be-partner-group-4413868801,2026-05-14T11:56:43.694682+00:00
0,Testingenieur | Austria,linkedin,Softwareingenieur:in,KERN engineering careers,"Gleisdorf, Styria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/softwareingenieur-in-at-kern-engineering-careers-4413957223,2026-05-14T11:56:46.069657+00:00
0,Testingenieur | Austria,linkedin,Elektronik Entwickler / Testingenieur,Akkodis,"Linz, Upper Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/elektronik-entwickler-testingenieur-at-akkodis-4399722630,2026-05-14T11:56:46.069797+00:00
0,Testingenieur | Austria,linkedin,Development Engineer,g2 Recruitment,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/development-engineer-at-g2-recruitment-4410723178,2026-05-14T11:56:46.069931+00:00
0,Testingenieur | Austria,linkedin,Test Engineer (m/w/d),TE Connectivity,"Waidhofen an der Thaya, Lower Austria, Austria",On-site,Full-time,,,German,,,Recent,https://at.linkedin.com/jobs/view/test-engineer-m-w-d-at-te-connectivity-4405108937,2026-05-14T11:56:46.070341+00:00
0,Testingenieur | Switzerland,linkedin,Elektroniker Testengineering 80% - 100% (m/w/d),elfab AG,"St Gallen, St Gallen, Switzerland",Remote,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/elektroniker-testengineering-80%25-100%25-m-w-d-at-elfab-ag-4414158379,2026-05-14T11:56:49.966389+00:00
0,Testingenieur | Switzerland,linkedin,Elektroniker Testengineering 80% - 100% (m/w/d),Grossenbacher Systeme AG,"St Gallen, St Gallen, Switzerland",Remote,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/elektroniker-testengineering-80%25-100%25-m-w-d-at-grossenbacher-systeme-ag-4410622193,2026-05-14T11:56:49.966838+00:00
0,Testingenieur | Switzerland,linkedin,Software Engineer Medizintechnik,Aristo Group,"Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-engineer-medizintechnik-at-aristo-group-4408986638,2026-05-14T11:56:49.966995+00:00
0,Testingenieur | Switzerland,linkedin,Ingénieur tests/Ingénieure tests,CLEEVEN,"Vaud, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/ing%C3%A9nieur-tests-ing%C3%A9nieure-tests-at-cleeven-4411895121,2026-05-14T11:56:49.967139+00:00
0,Testingenieur | Switzerland,linkedin,QA qualification engineer,agap2 Switzerland,"Basel, Basel, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-qualification-engineer-at-agap2-switzerland-4410130258,2026-05-14T11:56:49.967277+00:00
0,Testingenieur | Switzerland,linkedin,Ingénieur tests/Ingénieure tests,Qim info,"Geneva, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/ing%C3%A9nieur-tests-ing%C3%A9nieure-tests-at-qim-info-4403745789,2026-05-14T11:56:49.967409+00:00
0,Testingenieur | Switzerland,linkedin,Test Engineer/Technician,Keysight Technologies,"Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-technician-at-keysight-technologies-4400811222,2026-05-14T11:56:49.967541+00:00
0,Testingenieur | Remote,linkedin,Qualification & Test Engineer (w/m/d),MBDA Deutschland,"Aschau bei Kraiburg, Bavaria, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qualification-test-engineer-w-m-d-at-mbda-deutschland-4403153606,2026-05-14T11:56:52.329180+00:00
0,Testingenieur | Remote,linkedin,Qualification & Test Engineer (w/m/d),MBDA Deutschland,"Aschau bei Kraiburg, Bavaria, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qualification-test-engineer-w-m-d-at-mbda-deutschland-4403162513,2026-05-14T11:56:52.329309+00:00
0,Testingenieur | Remote,linkedin,"Software Engineer, iOS Core Product - Cologne, Germany",Speechify,"Cologne, North Rhine-Westphalia, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-ios-core-product-cologne-germany-at-speechify-4413274695,2026-05-14T11:56:52.329555+00:00
0,Testingenieur | Remote,linkedin,Mobile Device Management (iOS oder Android) (m/w/d),ZABEL,Hannover-Braunschweig-Göttingen-Wolfsburg Region,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/mobile-device-management-ios-oder-android-m-w-d-at-zabel-4401739584,2026-05-14T11:56:52.329681+00:00
0,Testingenieur | Slovakia,linkedin,Test Engineer Electronics,Brose Slovakia,"Prievidza, Trenciansky, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/test-engineer-electronics-at-brose-slovakia-4410654392,2026-05-14T11:56:54.686702+00:00
0,Testingenieur | Slovakia,linkedin,Testing Engineer - Commisioning,Schaeffler,"Kysucké Nové Mesto, Zilina, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/testing-engineer-commisioning-at-schaeffler-4370529030,2026-05-14T11:56:54.687450+00:00
0,Testingenieur | Czech Republic,linkedin,Design Engineer,duvo.ai,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/design-engineer-at-duvo-ai-4414523914,2026-05-14T11:56:57.138323+00:00
0,Testingenieur | Poland,linkedin,TEST LI,KIZO - Kompleksowa obróbka CNC,"Cracow, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-li-at-kizo-kompleksowa-obr%C3%B3bka-cnc-4411873421,2026-05-14T11:56:59.535043+00:00
0,Testingenieur | Poland,linkedin,Junior Test Engineer,GRYFTEC Embedded Systems Sp. z o.o.,"Szczecin, Zachodniopomorskie, Poland",On-site,Full-time,Embedded Systems,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-test-engineer-at-gryftec-embedded-systems-sp-z-o-o-4404338934,2026-05-14T11:56:59.535226+00:00
