relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
0,Test Engineer | Germany,ferchau,System Test Engineer (m/w/d),FERCHAU,Nürn­berg Deut­sch­land,Vor Ort,Full-time,,"Scrum, R, Intern, Kanban",German,,,Recent,https://touch.ferchau.com/de/de/job/495223/system-test-engineer,2026-02-25T12:10:57.937481+00:00
0,Tester | United Kingdom,linkedin,Software Engineer in Test,Plan A Digital,"London Area, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-engineer-in-test-at-plan-a-digital-4377159714,2026-02-27T10:35:50.509378+00:00
0,Tester | United Kingdom,linkedin,Software Engineer in Test,Response Informatics,"Greater London, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-engineer-in-test-at-response-informatics-4376589691,2026-02-27T10:35:50.509510+00:00
0,QA Engineer | Germany,linkedin,QA Engineer (m/w/d),Cordes & Graefe KG,"Stuhr, Lower Saxony, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-m-w-d-at-cordes-graefe-kg-4376414824,2026-02-27T10:35:52.857295+00:00
0,QA Engineer | Germany,linkedin,Quality Assurance Engineer (f/m/d),ng-voice,"Hamburg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-engineer-f-m-d-at-ng-voice-4376545858,2026-02-27T10:35:52.857566+00:00
0,QA Engineer | Austria,linkedin,QA Engineer (AI native),nyra health,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/qa-engineer-ai-native-at-nyra-health-4375908604,2026-02-27T10:35:55.221950+00:00
0,QA Engineer | Austria,linkedin,QA Engineer (m/f/d),netcup,Greater Graz,On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/qa-engineer-m-f-d-at-netcup-4377577627,2026-02-27T10:35:55.222229+00:00
0,QA Engineer | Switzerland,linkedin,QA Software Engineer,Bucher + Suter,Greater Bern Area,On-site,Internship,"Ci/Cd, Playwright, Test Automation, Typescript","Scrum, Gitlab, R, Devops",German,,,Recent,https://ch.linkedin.com/jobs/view/qa-software-engineer-at-bucher-%2B-suter-4377833517,2026-02-27T10:35:57.571717+00:00
0,QA Engineer | Switzerland,linkedin,QA Automation Engineer,SwissPeak Partners,"Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-automation-engineer-at-swisspeak-partners-4375531879,2026-02-27T10:35:57.571990+00:00
0,QA Engineer | Switzerland,linkedin,Quality Assurance Engineer,Rayner,"St Gallen, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/quality-assurance-engineer-at-rayner-4377842716,2026-02-27T10:35:57.572251+00:00
0,QA Engineer | Remote,linkedin,"QA Engineer (freelance contract, full-time)",Lumiform,Germany,Remote,Internship,,"Regression Testing, Swift, Vue.Js, Php, Kotlin",English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-freelance-contract-full-time-at-lumiform-4375538991,2026-02-27T10:35:59.991519+00:00
0,QA Engineer | Remote,linkedin,QA Specialist / QA Engineer - Freelanceship - 100% remote,Accelerated,Germany,Remote,Contract,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-specialist-qa-engineer-freelanceship-100%25-remote-at-accelerated-4375554271,2026-02-27T10:35:59.991683+00:00
0,QA Engineer | Slovakia,linkedin,QA Engineer,Ruby Labs,Slovakia,On-site,Full-time,,Ruby,English,,,Recent,https://sk.linkedin.com/jobs/view/qa-engineer-at-ruby-labs-4378609933,2026-02-27T10:36:02.376396+00:00
0,QA Engineer | Slovakia,linkedin,QA Engineer,BlueThrone,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/qa-engineer-at-bluethrone-4376747328,2026-02-27T10:36:02.377255+00:00
0,QA Engineer | Slovakia,linkedin,Automotive SQA/STA Engineers (Supplier Quality) - UTT0902,Ubique Systems,"Nitra Region, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/automotive-sqa-sta-engineers-supplier-quality-utt0902-at-ubique-systems-4374291043,2026-02-27T10:36:02.377513+00:00
0,QA Engineer | Poland,linkedin,Manual QA Engineer (Web&Mobile) (f/m/d),ITRex Group,Poland,Remote,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-qa-engineer-web-mobile-f-m-d-at-itrex-group-4375020131,2026-02-27T10:36:07.189405+00:00
0,QA Engineer | Poland,linkedin,"QA Engineer (worldwide remote, work anywhere)",CloudLinux,"Warsaw, Mazowieckie, Poland",Remote,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-worldwide-remote-work-anywhere-at-cloudlinux-4375544173,2026-02-27T10:36:07.190017+00:00
0,QA Engineer | Poland,linkedin,"QA Automation Engineer (Krakow, Hybrid)",First Advantage,Cracow Metropolitan Area,Hybrid,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-automation-engineer-krakow-hybrid-at-first-advantage-4376818571,2026-02-27T10:36:07.190280+00:00
0,QA Engineer | Poland,linkedin,AI/ML QA Engineer,speedapp,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/ai-ml-qa-engineer-at-speedapp-4376820653,2026-02-27T10:36:07.190547+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Engineer,Brightpath Associates LLC,"Huntsville, AL",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-brightpath-associates-llc-4374594460,2026-02-27T10:36:09.807343+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Engineer,BCP Engineers & Consultants,Los Angeles Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-bcp-engineers-consultants-4376822758,2026-02-27T10:36:09.807730+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Engineer (Medical Device Manufacture),Keller Executive Search,"Gallaway, TN",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-medical-device-manufacture-at-keller-executive-search-4377188304,2026-02-27T10:36:09.808135+00:00
0,QA Engineer | United Kingdom,linkedin,Quality Assurance Engineer,Langham Recruitment,United Kingdom,Remote,Full-time,"Ci/Cd, Playwright",Jira,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-langham-recruitment-4374287229,2026-02-27T10:36:12.175463+00:00
0,QA Engineer | United Kingdom,linkedin,Quality Assurance Automation Engineer,SR2 | Socially Responsible Recruitment | Certified B Corporation™,"London Area, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-sr2-socially-responsible-recruitment-certified-b-corporation%E2%84%A2-4374505746,2026-02-27T10:36:12.176064+00:00
0,QA Engineer | United Kingdom,linkedin,Quality Assurance Automation Engineer,Retelligence,"London Area, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-retelligence-4375394576,2026-02-27T10:36:12.176207+00:00
0,QA Engineer | United Kingdom,linkedin,QA Engineer,Openr,"London, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-at-openr-4376598520,2026-02-27T10:36:12.176613+00:00
0,QA Engineer | United Kingdom,linkedin,QA Engineer (Automation),esure Group,"Manchester, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-automation-at-esure-group-4375204506,2026-02-27T10:36:12.176744+00:00
0,Test Engineer | Remote,linkedin,Software Engineer – LLM Code Quality Evaluator | Remote,Crossing Hurdles,Germany,Remote,Full-time,Llm,,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-%E2%80%93-llm-code-quality-evaluator-remote-at-crossing-hurdles-4376074122,2026-02-27T10:36:21.881730+00:00
0,Test Engineer | Slovakia,linkedin,Manual QA Engineer (Middle) ID51808,AgileEngine,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/manual-qa-engineer-middle-id51808-at-agileengine-4377642193,2026-02-27T10:36:24.294324+00:00
0,Test Engineer | USA,linkedin,Quality Assurance (QA) Tester - Appian,Groundswell,"Massachusetts, United States",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-qa-tester-appian-at-groundswell-4374541313,2026-02-27T10:36:31.833479+00:00
0,Test Engineer | USA,linkedin,Quality Assurance (QA) Tester - Appian,Groundswell,"Florida, United States",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-qa-tester-appian-at-groundswell-4374542232,2026-02-27T10:36:31.833610+00:00
0,Test Engineer | USA,linkedin,Quality Assurance (QA) Tester - Appian,Groundswell,"Washington, DC",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-qa-tester-appian-at-groundswell-4374538356,2026-02-27T10:36:31.833737+00:00
0,Test Engineer | USA,linkedin,Quality Assurance (QA) Tester - Appian,Groundswell,"Illinois, United States",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-qa-tester-appian-at-groundswell-4374549199,2026-02-27T10:36:31.833861+00:00
0,Test Engineer | USA,linkedin,Quality Assurance (QA) Tester - Appian,Groundswell,"New York, United States",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-qa-tester-appian-at-groundswell-4374532408,2026-02-27T10:36:31.834002+00:00
0,Test Engineer | USA,linkedin,Quality Assurance (QA) Tester - Appian,Groundswell,"New Jersey, United States",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-qa-tester-appian-at-groundswell-4374539298,2026-02-27T10:36:31.834130+00:00
0,Test Engineer | USA,linkedin,Quality Assurance (QA) Tester - Appian,Groundswell,"Ohio, United States",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-qa-tester-appian-at-groundswell-4374550177,2026-02-27T10:36:31.834258+00:00
0,Test Engineer | United Kingdom,linkedin,Software Test Engineer,Tiger Resourcing Group,"Barnet, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-test-engineer-at-tiger-resourcing-group-4374287691,2026-02-27T10:36:34.299697+00:00
0,Testingenieur | Germany,linkedin,Test Engineer/Test Technician (m/f/d) in the field of environmental simulation,EMCC DR. RAŠEK,"Bayreuth, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-engineer-test-technician-m-f-d-in-the-field-of-environmental-simulation-at-emcc-dr-ra%C5%A1ek-4377876919,2026-02-27T10:36:36.735209+00:00
0,Testingenieur | Germany,linkedin,Ingenieur Fahrzeugerprobung / Test & Validierung (all gender) 200,ALTEN Germany,Greater Munich Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/ingenieur-fahrzeugerprobung-test-validierung-all-gender-200-at-alten-germany-4375501704,2026-02-27T10:36:36.736084+00:00
0,Testingenieur | Austria,linkedin,QA - Techniker:in,Usecon,Austria,On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/qa-techniker-in-at-usecon-4375227545,2026-02-27T10:36:39.156513+00:00
0,Testingenieur | Switzerland,linkedin,"Industrialization, Electronics Test Engineer",ANYbotics,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/industrialization-electronics-test-engineer-at-anybotics-4378614840,2026-02-27T10:36:41.501131+00:00
0,Testingenieur | Remote,linkedin,Projektingenieur Product Change Notification (all gender),ALTEN,"Jena, Thuringia, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/projektingenieur-product-change-notification-all-gender-at-alten-4375524174,2026-02-27T10:36:43.898515+00:00
0,Testingenieur | Slovakia,linkedin,QA Engineer,BlueThrone,"Košice, Kosice, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/qa-engineer-at-bluethrone-4376736930,2026-02-27T10:36:46.267129+00:00
0,Testingenieur | Czech Republic,linkedin,Future QA Engineer Opportunities (Gaming Industry),Perform,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/future-qa-engineer-opportunities-gaming-industry-at-perform-4376789248,2026-02-27T10:36:48.672384+00:00
0,Testingenieur | Poland,linkedin,QA Test Engineer - ServiceNow - Open for European candidates,All European Careers,Warsaw Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-test-engineer-servicenow-open-for-european-candidates-at-all-european-careers-4375356605,2026-02-27T10:36:51.133092+00:00
0,Testingenieur | USA,linkedin,Robot Programmer (FANUC),Gabletek Robotics and Controls Solutions,"Novi, MI",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/robot-programmer-fanuc-at-gabletek-robotics-and-controls-solutions-4374841128,2026-02-27T10:36:53.797285+00:00
0,Testingenieur | USA,linkedin,"Software Engineer, iOS",Digital Monitoring Products,"Springfield, MO",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-ios-at-digital-monitoring-products-4377042785,2026-02-27T10:36:53.797415+00:00
0,Testingenieur | United Kingdom,linkedin,Project Engineer,NEC Software Solutions (India),"Chippenham, England, United Kingdom",On-site,Contract,Can,"Powershell, Express",English,,,Recent,https://uk.linkedin.com/jobs/view/project-engineer-at-nec-software-solutions-india-4378010507,2026-02-27T10:36:56.261258+00:00
0,Test Automation | Austria,linkedin,Sr. Product QA Tester - remote,Jobgether,Austria,Remote,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/sr-product-qa-tester-remote-at-jobgether-4378070722,2026-02-27T10:37:01.057309+00:00
0,Test Automation | Remote,linkedin,Quality Assurance Specialist,MAK Technologies LLC,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-specialist-at-mak-technologies-llc-4376766590,2026-02-27T10:37:05.972090+00:00
0,Test Automation | Remote,linkedin,Educational Quality Assurance Analyst | $55/hr Remote,Crossing Hurdles,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/educational-quality-assurance-analyst-%2455-hr-remote-at-crossing-hurdles-4376062676,2026-02-27T10:37:05.972218+00:00
0,Test Automation | Slovakia,linkedin,Technical Specialist in Quality Engineering,ITmatch,Slovakia,On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/technical-specialist-in-quality-engineering-at-itmatch-4378316741,2026-02-27T10:37:08.353047+00:00
0,Test Automation | Czech Republic,linkedin,QA Funcional Intermedio (Analista de Calidad de Software) Híbrido,OrionTek,"Santo Domingo de Guzmán, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/qa-funcional-intermedio-analista-de-calidad-de-software-h%C3%ADbrido-at-oriontek-4371188284,2026-02-27T10:37:10.729815+00:00
0,Test Automation | Poland,linkedin,"QA Automation Manager (Krakow, Hybrid)",First Advantage,Cracow Metropolitan Area,Hybrid,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-automation-manager-krakow-hybrid-at-first-advantage-4376828225,2026-02-27T10:37:13.148661+00:00
0,Test Automation | United Kingdom,linkedin,QA Engineer (Automation),esure Group,"Glasgow, Scotland, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-automation-at-esure-group-4375210517,2026-02-27T10:37:18.279080+00:00
0,Python Developer | Germany,linkedin,ML Python Developer — Stuttgart,SprintEins,"Stuttgart, Baden-Württemberg, Germany",On-site,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/ml-python-developer-%E2%80%94-stuttgart-at-sprinteins-4377049630,2026-02-27T10:37:20.747536+00:00
0,Python Developer | Germany,linkedin,Freelance Data Science Engineer (Python & SQL),Mindrift,"Hamburg, Hamburg, Germany",On-site,Contract,Python,"Sql, Data Science",English,,,Recent,https://de.linkedin.com/jobs/view/freelance-data-science-engineer-python-sql-at-mindrift-4377135607,2026-02-27T10:37:20.747816+00:00
0,Python Developer | Germany,linkedin,Backend / Algorithmic Engineer,Instaffo,"Stuttgart, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/backend-algorithmic-engineer-at-instaffo-4343001944,2026-02-27T10:37:20.747963+00:00
0,Python Developer | Germany,linkedin,Software Engineer (Python/C++) – Code Evaluation | Remote,Crossing Hurdles,Germany,Remote,Full-time,"C, C++, Python",,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-python-c%2B%2B-%E2%80%93-code-evaluation-remote-at-crossing-hurdles-4376073299,2026-02-27T10:37:20.748229+00:00
0,Python Developer | Germany,linkedin,Freelance Data Science Engineer (Python & SQL),Mindrift,"Cologne, North Rhine-Westphalia, Germany",On-site,Contract,Python,"Sql, Data Science",English,,,Recent,https://de.linkedin.com/jobs/view/freelance-data-science-engineer-python-sql-at-mindrift-4377127928,2026-02-27T10:37:20.748494+00:00
0,Python Developer | Austria,linkedin,Python Developer (m/f/d),netcup,"Klagenfurt, Carinthia, Austria",On-site,Full-time,Python,,English,,,Recent,https://at.linkedin.com/jobs/view/python-developer-m-f-d-at-netcup-4377576625,2026-02-27T10:37:23.195700+00:00
0,Python Developer | Austria,linkedin,Software Engineer (Python),AVILOO Battery Diagnostics,"Laxenburg, Lower Austria, Austria",On-site,Full-time,Python,,English,,,Recent,https://at.linkedin.com/jobs/view/software-engineer-python-at-aviloo-battery-diagnostics-4357731224,2026-02-27T10:37:23.195834+00:00
0,Python Developer | Austria,linkedin,Python/JS Engineer – Annotator | Remote,Crossing Hurdles,Austria,Remote,Full-time,Python,,English,,,Recent,https://at.linkedin.com/jobs/view/python-js-engineer-%E2%80%93-annotator-remote-at-crossing-hurdles-4372078354,2026-02-27T10:37:23.195979+00:00
0,Python Developer | Austria,linkedin,Junior Full Stack Developer (m/w/d),Computer Futures,"Vienna, Vienna, Austria",On-site,Full-time,,Junior,English,,,Recent,https://at.linkedin.com/jobs/view/junior-full-stack-developer-m-w-d-at-computer-futures-4377191911,2026-02-27T10:37:23.196117+00:00
0,Python Developer | Austria,linkedin,Junior Full Stack Developer (m/w/d),Computer Futures,"Vienna, Vienna, Austria",On-site,Full-time,,Junior,English,,,Recent,https://at.linkedin.com/jobs/view/junior-full-stack-developer-m-w-d-at-computer-futures-4377403317,2026-02-27T10:37:23.196248+00:00
0,Python Developer | Austria,linkedin,Mechanical Systems Engineer (Python) - Freelance AI Trainer,Mindrift,Austria,On-site,Contract,Python,,English,,,Recent,https://at.linkedin.com/jobs/view/mechanical-systems-engineer-python-freelance-ai-trainer-at-mindrift-4378387115,2026-02-27T10:37:23.196375+00:00
0,Python Developer | Switzerland,linkedin,Backend Python Developer,Swisslinx,"Basel, Basel, Switzerland",On-site,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/backend-python-developer-at-swisslinx-4376436460,2026-02-27T10:37:25.595732+00:00
0,Python Developer | Switzerland,linkedin,Full Stack Developer (Remote),Twine,Switzerland,Remote,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/full-stack-developer-remote-at-twine-4374261168,2026-02-27T10:37:25.596012+00:00
0,Python Developer | Switzerland,linkedin,Full Stack AI Developer,EXANTE,"Geneva, Geneva, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/full-stack-ai-developer-at-exante-4377156483,2026-02-27T10:37:25.596144+00:00
0,Python Developer | Remote,linkedin,Freelance Machine Learning Engineer (Python),Mindrift,Germany,Remote,Contract,Python,Machine Learning,English,,,Recent,https://de.linkedin.com/jobs/view/freelance-machine-learning-engineer-python-at-mindrift-4377406323,2026-02-27T10:37:28.036296+00:00
0,Python Developer | Remote,linkedin,Python Developer - Fully Remote,Mercor,Germany,Remote,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-developer-fully-remote-at-mercor-4370156994,2026-02-27T10:37:28.036420+00:00
0,Python Developer | Slovakia,linkedin,Full-Stack Developer (Python + JS),GoReel,Slovakia,On-site,Full-time,Python,,English,,,Recent,https://sk.linkedin.com/jobs/view/full-stack-developer-python-%2B-js-at-goreel-4378381916,2026-02-27T10:37:30.402766+00:00
0,Python Developer | Slovakia,linkedin,Python Software Engineer - Automated Systems and Solutions,ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Python,,English,,,Recent,https://sk.linkedin.com/jobs/view/python-software-engineer-automated-systems-and-solutions-at-eset-4352371834,2026-02-27T10:37:30.403826+00:00
0,Python Developer | Czech Republic,linkedin,Full-Stack Developer,Rivero,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/full-stack-developer-at-rivero-4377014770,2026-02-27T10:37:33.000987+00:00
0,Python Developer | Czech Republic,linkedin,Full Stack Developer,Flatiron Software,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/full-stack-developer-at-flatiron-software-4378357690,2026-02-27T10:37:33.001138+00:00
0,Python Developer | Czech Republic,linkedin,Full Stack Engineer,Origami Risk,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/full-stack-engineer-at-origami-risk-4376107256,2026-02-27T10:37:33.002080+00:00
0,Python Developer | Poland,linkedin,Junior/Mid Python Developer - Freelance,Netguru,"Poznań, Wielkopolskie, Poland",On-site,Contract,Python,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-mid-python-developer-freelance-at-netguru-4378361589,2026-02-27T10:37:35.488333+00:00
0,Python Developer | Poland,linkedin,Fullstack Engineer - Python,Guidewire Software,Poland,On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/fullstack-engineer-python-at-guidewire-software-4374768377,2026-02-27T10:37:35.488625+00:00
0,Python Developer | Poland,linkedin,Freelance Data Science Engineer (Python & SQL),Mindrift,Poland,On-site,Contract,Python,"Sql, Data Science",English,,,Recent,https://pl.linkedin.com/jobs/view/freelance-data-science-engineer-python-sql-at-mindrift-4377128645,2026-02-27T10:37:35.488757+00:00
0,Python Developer | Poland,linkedin,AI Engineer (k/m) [137-170 zł/h netto + VAT B2B],Deviniti,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/ai-engineer-k-m-137-170-z%C5%82-h-netto-%2B-vat-b2b-at-deviniti-4376821588,2026-02-27T10:37:35.488885+00:00
0,Python Developer | Poland,linkedin,Python Developer,SmartChoice International Limited,"Cracow, Małopolskie, Poland",On-site,Internship,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-at-smartchoice-international-limited-4374560368,2026-02-27T10:37:35.489038+00:00
0,Python Developer | Poland,linkedin,"Software Engineer (Python, Java, Big Data)",ALGOTEQUE Innovation Hub,"Warsaw, Mazowieckie, Poland",On-site,Full-time,"Java, Python",,English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-python-java-big-data-at-algoteque-innovation-hub-4377098588,2026-02-27T10:37:35.489172+00:00
0,Python Developer | Poland,linkedin,Web Scraper,NielsenIQ,Warsaw Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/web-scraper-at-nielseniq-4376084599,2026-02-27T10:37:35.489425+00:00
0,Python Developer | USA,linkedin,python developer,Wipro,"Austin, TX",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-wipro-4375723438,2026-02-27T10:37:37.999916+00:00
0,Python Developer | USA,linkedin,Python Developer,Envision Technology Solutions,"Frisco, TX",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-envision-technology-solutions-4376411503,2026-02-27T10:37:38.000150+00:00
0,Python Developer | USA,linkedin,Python Developer,OVA.Work,"Booneville, IA",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-ova-work-4377141645,2026-02-27T10:37:38.000289+00:00
0,Python Developer | USA,linkedin,Software Engineer (Python) - Remote,Taskify AI,United States,Remote,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-python-remote-at-taskify-ai-4377422187,2026-02-27T10:37:38.000418+00:00
0,Python Developer | USA,linkedin,Junior Python Developer,Codevista Solutions,"Washington, United States",On-site,Full-time,Python,Junior,English,,,Recent,https://www.linkedin.com/jobs/view/junior-python-developer-at-codevista-solutions-4376405291,2026-02-27T10:37:38.000543+00:00
0,Python Developer | USA,linkedin,"Software Engineer -2 (Python, Javascript, Grafana)","Akina, Inc","Fort Meade, MD",On-site,Full-time,"Javascript, Python",Grafana,English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-2-python-javascript-grafana-at-akina-inc-4377035365,2026-02-27T10:37:38.000677+00:00
0,Python Developer | USA,linkedin,Software Engineer - Python,CVS Health,"Austin, TX",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-python-at-cvs-health-4377149524,2026-02-27T10:37:38.000809+00:00
0,Python Developer | USA,linkedin,Software Developer,CGI,"Arlington, VA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-developer-at-cgi-4377070888,2026-02-27T10:37:38.001086+00:00
0,Python Developer | USA,linkedin,Python Developer,Alderson Loop,"Sparks Glencoe, MD",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-alderson-loop-4374536695,2026-02-27T10:37:38.001215+00:00
0,Python Developer | United Kingdom,linkedin,Software Engineer (Python),Impax Recruitment,"London Area, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-engineer-python-at-impax-recruitment-4377122223,2026-02-27T10:37:40.508499+00:00
0,Python Developer | United Kingdom,linkedin,Backend Software Engineer (Python),NLPatent,"London, England, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/backend-software-engineer-python-at-nlpatent-4377423828,2026-02-27T10:37:40.508674+00:00
0,Python Developer | United Kingdom,linkedin,Python Developer,develop,"London Area, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-developer-at-develop-4374280896,2026-02-27T10:37:40.508967+00:00
0,Python Developer | United Kingdom,linkedin,Python Software Engineer – Quantitative Hedge Fund : £120-180k,Hunter Bond,"London Area, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-software-engineer-%E2%80%93-quantitative-hedge-fund-%C2%A3120-180k-at-hunter-bond-4374583470,2026-02-27T10:37:40.509101+00:00
0,Python Developer | United Kingdom,linkedin,Python Developer,Premier Group,"London Area, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-developer-at-premier-group-4377199378,2026-02-27T10:37:40.509242+00:00
0,Python Developer | United Kingdom,linkedin,Freelance Data Science Engineer (Python & SQL),Mindrift,United Kingdom,On-site,Contract,Python,"Sql, Data Science",English,,,Recent,https://uk.linkedin.com/jobs/view/freelance-data-science-engineer-python-sql-at-mindrift-4377127935,2026-02-27T10:37:40.509371+00:00
0,Python Developer | United Kingdom,linkedin,Python Developer,Digital Waffle,United Kingdom,On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-developer-at-digital-waffle-4375371766,2026-02-27T10:37:40.509632+00:00
