relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
44,Testingenieur | USA,linkedin,Test Engineer,Google,"Mountain View, CA",Remote,Internship,"Firmware, Test Automation",Lead,English,Lead,,Recent,https://www.linkedin.com/jobs/view/test-engineer-at-google-4434148716,2026-07-27T12:58:20.696860+00:00
0,Test Engineer | Germany,linkedin,Test Engineer (m/w/d),citema systems GmbH,"Berlin, Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-engineer-m-w-d-at-citema-systems-gmbh-4443350743,2026-07-27T12:57:41.320734+00:00
0,Test Engineer | Germany,linkedin,Test Engineer,APRIORI - business solutions AG,"Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-engineer-at-apriori-business-solutions-ag-4441512535,2026-07-27T12:57:41.320882+00:00
0,Test Engineer | Germany,linkedin,Test Engineer,Xcede,"Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-engineer-at-xcede-4434314155,2026-07-27T12:57:41.321000+00:00
0,Test Engineer | Germany,linkedin,Test Engineer (d/f/m),Ingenieurbüro Heimann,"Manching, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-engineer-d-f-m-at-ingenieurb%C3%BCro-heimann-4436375615,2026-07-27T12:57:41.321114+00:00
0,Test Engineer | Germany,linkedin,Verification Engineer (all genders),Philips,"Hamburg, Hamburg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/verification-engineer-all-genders-at-philips-4442678250,2026-07-27T12:57:41.321231+00:00
0,Test Engineer | Germany,linkedin,HIL Test Engineer (m/f/d),Quantum Systems,Greater Munich Metropolitan Area,On-site,Full-time,Hil,,English,,,Recent,https://de.linkedin.com/jobs/view/hil-test-engineer-m-f-d-at-quantum-systems-4440757217,2026-07-27T12:57:41.321338+00:00
0,Test Engineer | Germany,linkedin,Test Engineer (w/m/d),YER Deutschland,"Berlin, Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-engineer-w-m-d-at-yer-deutschland-4440469102,2026-07-27T12:57:41.321451+00:00
0,Test Engineer | Germany,linkedin,Test & Verification Engineer – Environmental (all genders),STARK,"Munich, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-verification-engineer-%E2%80%93-environmental-all-genders-at-stark-4439052247,2026-07-27T12:57:41.321560+00:00
0,Test Engineer | Germany,linkedin,Test Engineer,Luxoft,"Ingolstadt, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-engineer-at-luxoft-4436488479,2026-07-27T12:57:41.321809+00:00
0,Test Engineer | Austria,linkedin,Test Engineer,CNH,"Sankt Valentin, Lower Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/test-engineer-at-cnh-4437448387,2026-07-27T12:57:43.758185+00:00
0,Test Engineer | Austria,linkedin,Test Engineer (all genders),Lam Research,"Villach, Carinthia, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/test-engineer-all-genders-at-lam-research-4439988881,2026-07-27T12:57:43.758302+00:00
0,Test Engineer | Austria,linkedin,MedTech Test & Verification Engineer (m/w/d),Combyn Health Care GmbH,Greater Graz,On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/medtech-test-verification-engineer-m-w-d-at-combyn-health-care-gmbh-4434197486,2026-07-27T12:57:43.758415+00:00
0,Test Engineer | Austria,linkedin,Test Automation Engineer,Delta Electronics EMEA,"Vienna, Vienna, Austria",On-site,Full-time,Test Automation,,English,,,Recent,https://at.linkedin.com/jobs/view/test-automation-engineer-at-delta-electronics-emea-4442094269,2026-07-27T12:57:43.758526+00:00
0,Test Engineer | Austria,linkedin,Test Engineer (m/w/d),TE Connectivity,"Waidhofen an der Thaya, Lower Austria, Austria",On-site,Full-time,,,German,,,Recent,https://at.linkedin.com/jobs/view/test-engineer-m-w-d-at-te-connectivity-4435908715,2026-07-27T12:57:43.758648+00:00
0,Test Engineer | Austria,linkedin,Test Engineer,ENPULSION,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/test-engineer-at-enpulsion-4440148776,2026-07-27T12:57:43.758763+00:00
0,Test Engineer | Switzerland,linkedin,Verification & Testing Engineer,ANYbotics,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/verification-testing-engineer-at-anybotics-4443525412,2026-07-27T12:57:46.214522+00:00
0,Test Engineer | Switzerland,linkedin,System Test Engineer,GXP CONSULTING Switzerland,Lausanne Metropolitan Area,On-site,Contract,Hil,,English,,,Recent,https://ch.linkedin.com/jobs/view/system-test-engineer-at-gxp-consulting-switzerland-4441804377,2026-07-27T12:57:46.214688+00:00
0,Test Engineer | Switzerland,linkedin,Product Test Engineer (LabVIEW),Swisslinx,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/product-test-engineer-labview-at-swisslinx-4442646652,2026-07-27T12:57:46.214941+00:00
0,Test Engineer | Switzerland,linkedin,System Validation Engineer,Specialized Bicycle Components,"Cham, Zug, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/system-validation-engineer-at-specialized-bicycle-components-4413407950,2026-07-27T12:57:46.215177+00:00
0,Test Engineer | Switzerland,linkedin,System Test Engineer - Humanoid (human),NEURA Robotics,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/system-test-engineer-humanoid-human-at-neura-robotics-4443924573,2026-07-27T12:57:46.215297+00:00
0,Test Engineer | Switzerland,linkedin,Test Engineer for unit testing HW/SW (m/f/d) - 887235/1,Hays,"Risch-Rotkreuz, Zug, Switzerland",On-site,Full-time,Unit Testing,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-for-unit-testing-hw-sw-m-f-d-887235-1-at-hays-4444437341,2026-07-27T12:57:46.215412+00:00
0,Test Engineer | Switzerland,linkedin,Test Engineer,ITech Consult AG,"Zug, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-at-itech-consult-ag-4444895595,2026-07-27T12:57:46.215540+00:00
0,Test Engineer | Slovakia,linkedin,Test and software engineer,ZF Group,"Horná Streda, Trenciansky, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/test-and-software-engineer-at-zf-group-4440458579,2026-07-27T12:57:51.114583+00:00
0,Test Engineer | Slovakia,linkedin,Controller Tester,Vertiv,"Nové Mesto nad Váhom, Trenciansky, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/controller-tester-at-vertiv-4368667919,2026-07-27T12:57:51.115228+00:00
0,Test Engineer | Slovakia,linkedin,Test Engineer,onsemi,"Piešťany, Trnava Region, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/test-engineer-at-onsemi-4433166650,2026-07-27T12:57:51.115467+00:00
0,Test Engineer | Poland,linkedin,Test Engineer / Inżynier Testu,NES Fircroft,Warsaw Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-engineer-in%C5%BCynier-testu-at-nes-fircroft-4444963675,2026-07-27T12:57:55.998481+00:00
0,Test Engineer | Poland,linkedin,Test Engineer,BorgWarner,"Błonie, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-engineer-at-borgwarner-4437021834,2026-07-27T12:57:55.998649+00:00
0,Test Engineer | Poland,linkedin,Test & Validation Engineer,Lyten,"Gdańsk, Pomorskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-validation-engineer-at-lyten-4428074180,2026-07-27T12:57:55.998778+00:00
0,Test Engineer | Poland,linkedin,Field Test Engineer (m/f/d),ATMOS Space Cargo,Cracow Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/field-test-engineer-m-f-d-at-atmos-space-cargo-4440476405,2026-07-27T12:57:55.998902+00:00
0,Test Engineer | Poland,linkedin,Test Engineer- Manual 4G/5G - Tieto Tech Consulting (m/f/d),Tieto,"Szczecin, Zachodniopomorskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-engineer-manual-4g-5g-tieto-tech-consulting-m-f-d-at-tieto-4430474499,2026-07-27T12:57:55.999015+00:00
0,Test Engineer | Poland,linkedin,Junior Test Engineer,ABB,"Aleksandrów Łódzki, Łódzkie, Poland",On-site,Full-time,,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-test-engineer-at-abb-4431722814,2026-07-27T12:57:55.999130+00:00
0,Test Engineer | Poland,linkedin,System Test Engineer (Mid),BorgWarner,"Cracow, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/system-test-engineer-mid-at-borgwarner-4379675644,2026-07-27T12:57:55.999246+00:00
0,Test Engineer | Poland,linkedin,Test Engineer - Traction Division,ABB,"Aleksandrów Łódzki, Łódzkie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-engineer-traction-division-at-abb-4440982654,2026-07-27T12:57:55.999475+00:00
0,Test Engineer | Poland,linkedin,Automotive Test Engineer,UBIQUITY SERVICE,"Warsaw, Mazowieckie, Poland",Remote,Full-time,Firmware,"Canoe, Performance Testing",English,,,Recent,https://pl.linkedin.com/jobs/view/automotive-test-engineer-at-ubiquity-service-4437350105,2026-07-27T12:57:55.999589+00:00
0,Test Engineer | USA,linkedin,Product Test Engineer (Electrical & Firmware),iFIT,"Logan, UT",On-site,Full-time,Firmware,,English,,,Recent,https://www.linkedin.com/jobs/view/product-test-engineer-electrical-firmware-at-ifit-4424806851,2026-07-27T12:57:58.459372+00:00
0,Test Engineer | USA,linkedin,Firmware Test Engineer,Cricut,"South Jordan, UT",On-site,Full-time,Firmware,,English,,,Recent,https://www.linkedin.com/jobs/view/firmware-test-engineer-at-cricut-4441081555,2026-07-27T12:57:58.459522+00:00
0,Test Engineer | USA,linkedin,Test Engineer 2,Lam Research,"Tualatin, OR",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-2-at-lam-research-4436853648,2026-07-27T12:57:58.459779+00:00
0,Test Engineer | USA,linkedin,Test Engineer II,Honeywell Aerospace,"South Bend, IN",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-ii-at-honeywell-aerospace-4443515972,2026-07-27T12:57:58.459891+00:00
0,Test Engineer | USA,linkedin,Test Engineer II,Frontgrade Technologies,"York, PA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-ii-at-frontgrade-technologies-4420905639,2026-07-27T12:57:58.460000+00:00
0,Test Engineer | USA,linkedin,Test Engineer,MKS Inc.,"Rochester, NY",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-at-mks-inc-4435902652,2026-07-27T12:57:58.460215+00:00
0,Test Engineer | USA,linkedin,Test Engineer,Critical Loop,"Long Beach, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-at-critical-loop-4436458725,2026-07-27T12:57:58.460319+00:00
0,Test Engineer | USA,linkedin,Test Engineer,Vertiv,"Delaware, OH",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-at-vertiv-4436901452,2026-07-27T12:57:58.460423+00:00
0,Test Engineer | United Kingdom,linkedin,Test Engineer,VINCI Energies,"Gloucester, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-vinci-energies-4442152020,2026-07-27T12:58:00.935937+00:00
0,Test Engineer | United Kingdom,linkedin,Test Engineer,IC Resources,"Bournemouth, England, United Kingdom",On-site,Full-time,"C, C++, Embedded Systems, Python",,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-ic-resources-4444472786,2026-07-27T12:58:00.936096+00:00
0,Test Engineer | United Kingdom,linkedin,Hardware System Test Engineer,Graphcore,"Cambridge, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/hardware-system-test-engineer-at-graphcore-4444008648,2026-07-27T12:58:00.936213+00:00
0,Test Engineer | United Kingdom,linkedin,Hardware Quality Assurance Engineer,TAIT,"Haverhill, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/hardware-quality-assurance-engineer-at-tait-4436464958,2026-07-27T12:58:00.936328+00:00
0,Test Engineer | United Kingdom,linkedin,Test Engineer,Össur,"Livingston, Scotland, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-%C3%B6ssur-4439876828,2026-07-27T12:58:00.936443+00:00
0,Test Engineer | United Kingdom,linkedin,Quality Test Engineer,Acteon,"Wokingham, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-test-engineer-at-acteon-4438481440,2026-07-27T12:58:00.936558+00:00
0,Test Engineer | United Kingdom,linkedin,Test Engineer,L3Harris Technologies,"Brighton, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-l3harris-technologies-4439336096,2026-07-27T12:58:00.936686+00:00
0,Test Engineer | United Kingdom,linkedin,Systems Test Engineer,Leonardo,"Edinburgh, Scotland, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/systems-test-engineer-at-leonardo-4435546364,2026-07-27T12:58:00.936802+00:00
0,Test Engineer | United Kingdom,linkedin,Test Engineer,Expleo Group,"Glasgow, Scotland, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-expleo-group-4426073522,2026-07-27T12:58:00.937021+00:00
0,Testingenieur | Germany,linkedin,Testingenieur (m/w/d),FERCHAU,"Stuttgart, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/testingenieur-m-w-d-at-ferchau-4438571739,2026-07-27T12:58:03.370071+00:00
0,Testingenieur | Germany,linkedin,Testingenieur (m/w/d),FERCHAU,"Lübeck, Schleswig-Holstein, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/testingenieur-m-w-d-at-ferchau-4438575734,2026-07-27T12:58:03.370231+00:00
0,Testingenieur | Germany,linkedin,Testingenieur (m/w/d),Panasonic Industry Europe,"Ottobrunn, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/testingenieur-m-w-d-at-panasonic-industry-europe-4422005695,2026-07-27T12:58:03.370587+00:00
0,Testingenieur | Germany,linkedin,Testingenieur (m/w/d),Panasonic Europe,"Ottobrunn, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/testingenieur-m-w-d-at-panasonic-europe-4421205096,2026-07-27T12:58:03.370715+00:00
0,Testingenieur | Germany,linkedin,Testingenieur:in (m/w/d),SOA Experts GmbH,"Kiel, Schleswig-Holstein, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/testingenieur-in-m-w-d-at-soa-experts-gmbh-4432657083,2026-07-27T12:58:03.370828+00:00
0,Testingenieur | Germany,linkedin,"Test Engineer (m/w/d) – Hardware, Embedded Systems & Software Testing",Einhell Germany AG,"Landau, Bavaria, Germany",On-site,Full-time,Embedded Systems,,English,,,Recent,https://de.linkedin.com/jobs/view/test-engineer-m-w-d-%E2%80%93-hardware-embedded-systems-software-testing-at-einhell-germany-ag-4431046551,2026-07-27T12:58:03.371052+00:00
0,Testingenieur | Austria,linkedin,Test Automation Engineer (m/w/d),Deutsche Telekom,"Vienna, Vienna, Austria",On-site,Full-time,Test Automation,,English,,,Recent,https://at.linkedin.com/jobs/view/test-automation-engineer-m-w-d-at-deutsche-telekom-4442750345,2026-07-27T12:58:05.841165+00:00
0,Testingenieur | Austria,linkedin,Testing Engineer (all genders),NEVEON,"Linz, Upper Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/testing-engineer-all-genders-at-neveon-4442638766,2026-07-27T12:58:05.841748+00:00
0,Testingenieur | Switzerland,linkedin,System Test Engineer – Olten,Stadler,"Olten, Solothurn, Switzerland",On-site,Full-time,"C, C++, Python, Test Automation",R,German,,,Recent,https://ch.linkedin.com/jobs/view/system-test-engineer-%E2%80%93-olten-at-stadler-4434361238,2026-07-27T12:58:08.331105+00:00
0,Testingenieur | Switzerland,linkedin,Test & Verification Engineer (Robotics),Hexagon Robotics,"Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-verification-engineer-robotics-at-hexagon-robotics-4435672325,2026-07-27T12:58:08.331226+00:00
0,Testingenieur | Switzerland,linkedin,System Test Engineer - Humanoid (Mensch),NEURA Robotics,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/system-test-engineer-humanoid-mensch-at-neura-robotics-4443922654,2026-07-27T12:58:08.331339+00:00
0,Testingenieur | Switzerland,linkedin,Test Engineer (w/m) 100% - Hybrid,Franke Group,"Aarburg, Aargau, Switzerland",Remote,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-w-m-100%25-hybrid-at-franke-group-4441495148,2026-07-27T12:58:08.331453+00:00
0,Testingenieur | Switzerland,linkedin,Testingenieur*in Hardware (w/m/d),Endress+Hauser Group,"Reinach, Basel-Country, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/testingenieur-in-hardware-w-m-d-at-endress%2Bhauser-group-4440975027,2026-07-27T12:58:08.331807+00:00
0,Testingenieur | Switzerland,linkedin,Testingenieur Technisches Labor (w/m/d) 100% - Schaerer AG,Groupe SEB,"Solothurn, Solothurn, Switzerland",Remote,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/testingenieur-technisches-labor-w-m-d-100%25-schaerer-ag-at-groupe-seb-4418175565,2026-07-27T12:58:08.331921+00:00
0,Testingenieur | Slovakia,linkedin,QA Engineer / Test Analyst (German-speaking projects) (m/f),PwC Slovakia,"Bratislava, Bratislava, Slovakia",On-site,Contract,,,English,,,Recent,https://sk.linkedin.com/jobs/view/qa-engineer-test-analyst-german-speaking-projects-m-f-at-pwc-slovakia-4424234846,2026-07-27T12:58:13.249877+00:00
0,Testingenieur | Czech Republic,linkedin,Inženýr/ka zákaznické kvality,MANN+HUMMEL,Dominican Republic,On-site,Full-time,,R,English,,,Recent,https://do.linkedin.com/jobs/view/in%C5%BEen%C3%BDr-ka-z%C3%A1kaznick%C3%A9-kvality-at-mann%2Bhummel-4440926138,2026-07-27T12:58:15.706230+00:00
0,Testingenieur | Poland,linkedin,Test&Validation Engineer (M/F/D),Valeo,"Czechowice-Dziedzice, Śląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-validation-engineer-m-f-d-at-valeo-4362375870,2026-07-27T12:58:18.207466+00:00
0,Testingenieur | Poland,linkedin,MQ ENGINEER II,TE Connectivity,Szczecin Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/mq-engineer-ii-at-te-connectivity-4435146830,2026-07-27T12:58:18.207582+00:00
0,Testingenieur | Poland,linkedin,Test & Validation Engineer - Mechatronics Systems (M/F/D),Valeo,"Czechowice-Dziedzice, Śląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-validation-engineer-mechatronics-systems-m-f-d-at-valeo-4436392193,2026-07-27T12:58:18.207711+00:00
0,Testingenieur | USA,linkedin,Test Automation Engineer,MEDIFOX DAN,Mobile Metropolitan Area,Remote,Full-time,Test Automation,,English,,,Recent,https://www.linkedin.com/jobs/view/test-automation-engineer-at-medifox-dan-4433826503,2026-07-27T12:58:20.696226+00:00
0,Testingenieur | USA,linkedin,Systems Test Engineer,Philips,"Bothell, WA",On-site,Contract,"Can, Embedded Systems, System Testing",R,English,,,Recent,https://www.linkedin.com/jobs/view/systems-test-engineer-at-philips-4440786164,2026-07-27T12:58:20.696492+00:00
0,Testingenieur | USA,linkedin,Firmware Test Engineer,Lyft,"San Francisco County, CA",Remote,Full-time,"Bash, Can, Ci/Cd, Embedded Systems, Firmware, Hil, I2C, Python, Spi, Test Automation, Uart",Git,English,,,Recent,https://www.linkedin.com/jobs/view/firmware-test-engineer-at-lyft-4417776592,2026-07-27T12:58:20.696973+00:00
0,Testingenieur | USA,linkedin,Test Engineer,Subsense Inc.,"Palo Alto, CA",On-site,Internship,"Embedded Systems, Python","R, Data Science",English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-at-subsense-inc-4435365508,2026-07-27T12:58:20.697086+00:00
0,Testingenieur | United Kingdom,linkedin,Embedded system Test Engineer,Qualitrol,"Glasgow, Scotland, United Kingdom",On-site,Full-time,"C, Can, Embedded Systems, Firmware, Hil, Integration Testing, Python, Spi, Test Automation, Uart","Agile, Linux, Scrum, C#, Git",English,,,Recent,https://uk.linkedin.com/jobs/view/embedded-system-test-engineer-at-qualitrol-4440528794,2026-07-27T12:58:23.213031+00:00
0,Test Automation | Germany,linkedin,Software Engineer in Test,Dataiku,Berlin Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-in-test-at-dataiku-4426396942,2026-07-27T12:58:25.701969+00:00
0,Test Automation | Germany,linkedin,SDET (Software Developer Engineer in Test),Priceline,"Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/sdet-software-developer-engineer-in-test-at-priceline-4428700186,2026-07-27T12:58:25.702283+00:00
0,Test Automation | Germany,linkedin,Test Automation Engineer (w/m/d),HUK-COBURG,"Coburg, Bavaria, Germany",On-site,Full-time,Test Automation,,English,,,Recent,https://de.linkedin.com/jobs/view/test-automation-engineer-w-m-d-at-huk-coburg-4438497294,2026-07-27T12:58:25.702406+00:00
0,Test Automation | Germany,linkedin,Test Automation Engineer (m/f/d),Quantum Systems,Greater Munich Metropolitan Area,On-site,Full-time,Test Automation,,English,,,Recent,https://de.linkedin.com/jobs/view/test-automation-engineer-m-f-d-at-quantum-systems-4440757195,2026-07-27T12:58:25.702516+00:00
0,Test Automation | Germany,linkedin,Test Automation Engineer (m/f/d),Hogrefe Digital Solutions,"Göttingen, Lower Saxony, Germany",On-site,Full-time,Test Automation,,English,,,Recent,https://de.linkedin.com/jobs/view/test-automation-engineer-m-f-d-at-hogrefe-digital-solutions-4442398268,2026-07-27T12:58:25.702752+00:00
0,Test Automation | Germany,linkedin,Software Engineer in Test (Berlin),Cresta,"Berlin, Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-in-test-berlin-at-cresta-4343158227,2026-07-27T12:58:25.703097+00:00
0,Test Automation | Austria,linkedin,Test Automation Engineer C# (m/f/x),ADMIRAL Technologies,"Vienna, Austria",On-site,Full-time,"C, Test Automation",C#,English,,,Recent,https://at.linkedin.com/jobs/view/test-automation-engineer-c%23-m-f-x-at-admiral-technologies-4443871193,2026-07-27T12:58:28.157846+00:00
0,Test Automation | Austria,linkedin,Test Automation Engineer (f/m/d),Drei Österreich,"Vienna, Vienna, Austria",On-site,Full-time,Test Automation,,English,,,Recent,https://at.linkedin.com/jobs/view/test-automation-engineer-f-m-d-at-drei-%C3%B6sterreich-4437046741,2026-07-27T12:58:28.157995+00:00
0,Test Automation | Austria,linkedin,R&D Software Integration & Test Automation Engineer - Digital Health (m/w/d),KNAPP,"Hart bei Graz, Styria, Austria",On-site,Full-time,Test Automation,R,English,,,Recent,https://at.linkedin.com/jobs/view/r-d-software-integration-test-automation-engineer-digital-health-m-w-d-at-knapp-4439138332,2026-07-27T12:58:28.158247+00:00
0,Test Automation | Austria,linkedin,Test Automation Engineer C# (m/w/x),DS AUTOMOTION GmbH,"Linz, Upper Austria, Austria",On-site,Full-time,"C, Test Automation",C#,English,,,Recent,https://at.linkedin.com/jobs/view/test-automation-engineer-c%23-m-w-x-at-ds-automotion-gmbh-4435097967,2026-07-27T12:58:28.158368+00:00
0,Test Automation | Austria,linkedin,Test Automation Engineer (m/f/d),Atos,"Vienna, Vienna, Austria",On-site,Full-time,Test Automation,,English,,,Recent,https://at.linkedin.com/jobs/view/test-automation-engineer-m-f-d-at-atos-4425302065,2026-07-27T12:58:28.158486+00:00
0,Test Automation | Switzerland,linkedin,Software Development Engineer in Test (SDET),risktec | transform to avantgarde,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-development-engineer-in-test-sdet-at-risktec-transform-to-avantgarde-4439045296,2026-07-27T12:58:30.708292+00:00
0,Test Automation | Switzerland,linkedin,Product Test Engineer (Python / Robot Framework),Swisslinx,"Zurich, Zurich, Switzerland",On-site,Full-time,"Python, Robot Framework",,English,,,Recent,https://ch.linkedin.com/jobs/view/product-test-engineer-python-robot-framework-at-swisslinx-4442642858,2026-07-27T12:58:30.708938+00:00
0,Test Automation | Switzerland,linkedin,Entwickler:in Testautomatisierung,PostFinance,"Bern, Berne, Switzerland",On-site,Full-time,Test Automation,,English,,,Recent,https://ch.linkedin.com/jobs/view/entwickler-in-testautomatisierung-at-postfinance-4437171446,2026-07-27T12:58:30.709055+00:00
0,Test Automation | Switzerland,linkedin,System Integration & Test Engineer – Test Management & Automation,Qim info,"Geneva, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/system-integration-test-engineer-%E2%80%93-test-management-automation-at-qim-info-4438072201,2026-07-27T12:58:30.709310+00:00
0,Test Automation | Poland,linkedin,Test Automation Engineer,Euroclear,"Cracow, Małopolskie, Poland",On-site,Full-time,Test Automation,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-automation-engineer-at-euroclear-4401464092,2026-07-27T12:58:40.487919+00:00
0,Test Automation | Poland,linkedin,QA Automation Engineer,NTFY - Nice To Fit You,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-automation-engineer-at-ntfy-nice-to-fit-you-4443367150,2026-07-27T12:58:40.488040+00:00
0,Test Automation | Poland,linkedin,Test Automation Engineer,Deloitte,"Szczecin, Zachodniopomorskie, Poland",On-site,Full-time,Test Automation,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-automation-engineer-at-deloitte-4433705503,2026-07-27T12:58:40.488153+00:00
0,Test Automation | Poland,linkedin,Test Automation Engineer,Deloitte,"Gdańsk, Pomorskie, Poland",On-site,Full-time,Test Automation,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-automation-engineer-at-deloitte-4433191963,2026-07-27T12:58:40.488268+00:00
0,Test Automation | Poland,linkedin,Mid Test Automation Engineer (he/she) - Praca zdalna,Astek,"Warsaw, Mazowieckie, Poland",On-site,Full-time,Test Automation,,English,,,Recent,https://pl.linkedin.com/jobs/view/mid-test-automation-engineer-he-she-praca-zdalna-at-astek-4428250987,2026-07-27T12:58:40.488387+00:00
0,Test Automation | Poland,linkedin,QA Automation Engineer,Kramp,"Konin, Wielkopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-automation-engineer-at-kramp-4414669062,2026-07-27T12:58:40.488503+00:00
