relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
44,Tester | Austria,linkedin,Internship: Software Test Engineer - JavaCard Applications,NXP Semiconductors,"Gratkorn, Styria, Austria",Remote,Contract,"Can, Java, Jenkins, Test Automation","Senior, Internship",English,Senior,,Recent,https://at.linkedin.com/jobs/view/internship-software-test-engineer-javacard-applications-at-nxp-semiconductors-4390378393,2026-05-07T11:51:59.830866+00:00
0,QA Engineer | Austria,linkedin,QA Engineer: Manual Testing (Mobile & Backend),Tractive,"Linz, Upper Austria, Austria",Remote,Full-time,,"Safe, Postman, Manual Testing, Graphql, Regression Testing, Scrum, Jira, Kanban, Agile",English,,,Recent,https://at.linkedin.com/jobs/view/qa-engineer-manual-testing-mobile-backend-at-tractive-4401967431,2026-05-07T11:52:21.735104+00:00
0,QA Engineer | Austria,linkedin,Junior QA Engineer - Zutrittskontrollsysteme,PKE Holding AG,"Vienna, Vienna, Austria",On-site,Full-time,,Junior,English,,,Recent,https://at.linkedin.com/jobs/view/junior-qa-engineer-zutrittskontrollsysteme-at-pke-holding-ag-4387103203,2026-05-07T11:52:21.735237+00:00
0,QA Engineer | Austria,linkedin,Quality Assurance Engineer,ENPULSION,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/quality-assurance-engineer-at-enpulsion-4408624945,2026-05-07T11:52:21.735366+00:00
0,QA Engineer | Austria,linkedin,AI QA Engineer (all genders),TeamViewer,"Linz, Upper Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/ai-qa-engineer-all-genders-at-teamviewer-4380325973,2026-05-07T11:52:21.735757+00:00
0,QA Engineer | Switzerland,linkedin,Quality Assurance Engineer (QA),YAPEAL,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/quality-assurance-engineer-qa-at-yapeal-4409796702,2026-05-07T11:52:24.103692+00:00
0,QA Engineer | Switzerland,linkedin,QA Engineer (iGaming),Jobgether,Switzerland,On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-engineer-igaming-at-jobgether-4407330570,2026-05-07T11:52:24.103857+00:00
0,QA Engineer | Switzerland,linkedin,QA Software Engineer,Bucher + Suter,Greater Bern Area,On-site,Internship,"Ci/Cd, Playwright, Test Automation, Typescript","Devops, Scrum, Gitlab, R",German,,,Recent,https://ch.linkedin.com/jobs/view/qa-software-engineer-at-bucher-%2B-suter-4409001797,2026-05-07T11:52:24.103993+00:00
0,QA Engineer | Switzerland,linkedin,Quality Assurance Engineer,agap2 Switzerland,"Basel, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/quality-assurance-engineer-at-agap2-switzerland-4407745406,2026-05-07T11:52:24.104145+00:00
0,QA Engineer | Switzerland,linkedin,Junior Quality Assurance Engineer m/f/d,Aristo Group,"Bern, Berne, Switzerland",On-site,Full-time,,Junior,English,,,Recent,https://ch.linkedin.com/jobs/view/junior-quality-assurance-engineer-m-f-d-at-aristo-group-4405326232,2026-05-07T11:52:24.104413+00:00
0,QA Engineer | Switzerland,linkedin,QA Engineer,qiibee,Switzerland,On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-engineer-at-qiibee-4398410016,2026-05-07T11:52:24.104543+00:00
0,QA Engineer | Remote,linkedin,QA Engineer,Air Apps,Berlin Metropolitan Area,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-at-air-apps-4406612499,2026-05-07T11:52:26.508855+00:00
0,QA Engineer | Remote,linkedin,QA Automation Engineer,Air Apps,Berlin Metropolitan Area,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-automation-engineer-at-air-apps-4403567932,2026-05-07T11:52:26.509261+00:00
0,QA Engineer | Remote,linkedin,"Backend QA Engineer, Berlin",Air Apps,Berlin Metropolitan Area,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/backend-qa-engineer-berlin-at-air-apps-4409839127,2026-05-07T11:52:26.509522+00:00
0,QA Engineer | Slovakia,linkedin,QA Engineer - Manual,OAK'S LAB,Slovakia,On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/qa-engineer-manual-at-oak-s-lab-4407413909,2026-05-07T11:52:28.876365+00:00
0,QA Engineer | Slovakia,linkedin,Manual QA Engineer,Servers.com,"Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/manual-qa-engineer-at-servers-com-4409910977,2026-05-07T11:52:28.876532+00:00
0,QA Engineer | Slovakia,linkedin,Quality Assurance Engineer,Touch4IT,Bratislava Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/quality-assurance-engineer-at-touch4it-4404411314,2026-05-07T11:52:28.876673+00:00
0,QA Engineer | Slovakia,linkedin,QA Engineer,Ruby Labs,Slovakia,On-site,Full-time,,Ruby,English,,,Recent,https://sk.linkedin.com/jobs/view/qa-engineer-at-ruby-labs-4405231899,2026-05-07T11:52:28.876809+00:00
0,QA Engineer | Slovakia,linkedin,QA Engineer (Hybrid set up),Swiss Re,"Bratislava, Bratislava, Slovakia",Hybrid,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/qa-engineer-hybrid-set-up-at-swiss-re-4409358923,2026-05-07T11:52:28.877090+00:00
0,QA Engineer | Slovakia,linkedin,Agile Test Engineer,ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,Agile,English,,,Recent,https://sk.linkedin.com/jobs/view/agile-test-engineer-at-eset-4405185637,2026-05-07T11:52:28.877495+00:00
0,QA Engineer | Czech Republic,linkedin,Ingeniero QA,GBM,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-qa-at-gbm-4396349658,2026-05-07T11:52:31.235832+00:00
0,QA Engineer | Czech Republic,linkedin,"Eng II, QA",BD,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/eng-ii-qa-at-bd-4409417836,2026-05-07T11:52:31.236011+00:00
0,QA Engineer | Czech Republic,linkedin,Quality Assurance Engineer - Trabajo Remoto,BairesDev,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-assurance-engineer-trabajo-remoto-at-bairesdev-4408915410,2026-05-07T11:52:31.236176+00:00
0,QA Engineer | Czech Republic,linkedin,Ingeniero QA,Babel,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-qa-at-babel-4405931155,2026-05-07T11:52:31.236457+00:00
0,QA Engineer | Czech Republic,linkedin,Quality Assurance Support Engineer - EPlan,Eaton,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-assurance-support-engineer-eplan-at-eaton-4400823682,2026-05-07T11:52:31.236592+00:00
0,QA Engineer | Poland,linkedin,Sr QA Engineer (Manual Focus),Renesas Electronics,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/sr-qa-engineer-manual-focus-at-renesas-electronics-4407456681,2026-05-07T11:52:33.618095+00:00
0,QA Engineer | Poland,linkedin,QA Engineer,Clear Junction,"Gdańsk, Pomorskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-at-clear-junction-4408826577,2026-05-07T11:52:33.618418+00:00
0,QA Engineer | Poland,linkedin,QA Automation Engineer,payabl.,"Cracow, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-automation-engineer-at-payabl-4402908834,2026-05-07T11:52:33.618691+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Engineer,Haystack,San Diego Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-haystack-4409322849,2026-05-07T11:52:36.142275+00:00
0,QA Engineer | USA,linkedin,QA Engineer II,Acorns,United States,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-ii-at-acorns-4362339582,2026-05-07T11:52:36.142452+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Analyst,Coforge,"New Jersey, United States",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-analyst-at-coforge-4402750796,2026-05-07T11:52:36.142594+00:00
0,QA Engineer | USA,linkedin,Junior QA Engineer,Snoonu,United States,On-site,Full-time,,Junior,English,,,Recent,https://www.linkedin.com/jobs/view/junior-qa-engineer-at-snoonu-4405924353,2026-05-07T11:52:36.142727+00:00
0,QA Engineer | USA,linkedin,SDET/QA Engineer,Curology,"San Diego, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/sdet-qa-engineer-at-curology-4409943831,2026-05-07T11:52:36.142990+00:00
0,QA Engineer | USA,linkedin,QA/QC Engineer,Clune Construction Company,"Chicago, IL",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-qc-engineer-at-clune-construction-company-4410718428,2026-05-07T11:52:36.143134+00:00
0,QA Engineer | USA,linkedin,Test Automation Engineer,SSi People,Dallas-Fort Worth Metroplex,On-site,Full-time,Test Automation,,English,,,Recent,https://www.linkedin.com/jobs/view/test-automation-engineer-at-ssi-people-4408439431,2026-05-07T11:52:36.143280+00:00
0,QA Engineer | USA,linkedin,QA Engineer,Integrate,"Seattle, WA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-at-integrate-4411266417,2026-05-07T11:52:36.143411+00:00
0,QA Engineer | United Kingdom,linkedin,QA Engineer — £40k–£45k — Join a High-Growth Fintech Supporting Superyachts & Artists Worldwide,Venchr,United Kingdom,On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-%E2%80%94-%C2%A340k%E2%80%93%C2%A345k-%E2%80%94-join-a-high-growth-fintech-supporting-superyachts-artists-worldwide-at-venchr-4408993844,2026-05-07T11:52:38.543744+00:00
0,QA Engineer | United Kingdom,linkedin,QA Engineer (m/f/d),Appinio,United Kingdom,On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-m-f-d-at-appinio-4410716602,2026-05-07T11:52:38.543936+00:00
0,QA Engineer | United Kingdom,linkedin,Quality Assurance Analyst,Coforge,"Telford, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-analyst-at-coforge-4403956427,2026-05-07T11:52:38.544092+00:00
0,QA Engineer | United Kingdom,linkedin,Quality Assurance Engineer,Navantia UK,"Fife, Scotland, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-navantia-uk-4409023628,2026-05-07T11:52:38.544492+00:00
0,QA Engineer | United Kingdom,linkedin,Automation Test Engineer,DataCareers,"City Of London, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/automation-test-engineer-at-datacareers-4408423557,2026-05-07T11:52:38.544630+00:00
0,QA Engineer | United Kingdom,linkedin,QA Engineer,Waterstones,"London Area, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-at-waterstones-4402516567,2026-05-07T11:52:38.545025+00:00
0,Test Engineer | Germany,linkedin,Quality Assurance Engineer,BrainHunters,"Darmstadt, Hesse, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-engineer-at-brainhunters-4409024366,2026-05-07T11:52:40.964218+00:00
0,Test Engineer | Germany,linkedin,Software-Tester (m/w/d) Schwerpunkt manuelle Tests,seca – precision for health,"Hamburg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-tester-m-w-d-schwerpunkt-manuelle-tests-at-seca-%E2%80%93-precision-for-health-4410584738,2026-05-07T11:52:40.964352+00:00
0,Test Engineer | Germany,linkedin,Software Tester (m/w/d),The Adecco Group,Greater Kassel Area,On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-tester-m-w-d-at-the-adecco-group-4406294136,2026-05-07T11:52:40.964491+00:00
0,Test Engineer | Austria,linkedin,SQA Ingenieur (m/w/d),SEGULA Technologies,"Graz, Styria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/sqa-ingenieur-m-w-d-at-segula-technologies-4385504193,2026-05-07T11:52:43.357134+00:00
0,Test Engineer | Austria,linkedin,Development Engineer,g2 Recruitment,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/development-engineer-at-g2-recruitment-4410723178,2026-05-07T11:52:43.357934+00:00
0,Test Engineer | Slovakia,linkedin,Software Test Engineer Intern,Descartes Systems Group,"Žilina, Zilina, Slovakia",On-site,Internship,,Intern,English,,,Recent,https://sk.linkedin.com/jobs/view/software-test-engineer-intern-at-descartes-systems-group-4410737250,2026-05-07T11:52:50.579096+00:00
0,Test Engineer | Slovakia,linkedin,Nondestructive Testing Engineer,Slovnaft,"Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/nondestructive-testing-engineer-at-slovnaft-4408412334,2026-05-07T11:52:50.579246+00:00
0,Test Engineer | Czech Republic,linkedin,Desarrollador,Evaluar,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/desarrollador-at-evaluar-4402277716,2026-05-07T11:52:52.967968+00:00
0,Test Engineer | Poland,linkedin,Quality Assurance Engineer,Airswift,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/quality-assurance-engineer-at-airswift-4398678945,2026-05-07T11:52:55.397938+00:00
0,Test Engineer | Poland,linkedin,"Software Engineer, Test (6 months contract)",Renesas Electronics,"Katowice, Śląskie, Poland",On-site,Contract,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-test-6-months-contract-at-renesas-electronics-4399872730,2026-05-07T11:52:55.398083+00:00
0,Test Engineer | Poland,linkedin,Manual QA Engineer,The Travel Corporation,"Katowice, Śląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-qa-engineer-at-the-travel-corporation-4406556468,2026-05-07T11:52:55.398220+00:00
0,Test Engineer | Poland,linkedin,Junior Manual QA Engineer for IOS Application,Zoolatech,Poland,On-site,Full-time,,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-manual-qa-engineer-for-ios-application-at-zoolatech-4408104353,2026-05-07T11:52:55.398354+00:00
0,Test Engineer | Poland,linkedin,Software Engineer (Frontend),Revolut,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-frontend-at-revolut-4316493479,2026-05-07T11:52:55.398484+00:00
0,Test Engineer | Poland,linkedin,Quality Assurance Engineer,Us3 Consulting,Warsaw Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/quality-assurance-engineer-at-us3-consulting-4399876440,2026-05-07T11:52:55.398614+00:00
0,Test Engineer | USA,linkedin,Software Tester,System One,"Virginia, United States",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-tester-at-system-one-4410743880,2026-05-07T11:52:57.993342+00:00
0,Test Engineer | USA,linkedin,"Software Engineer, Frontend",Tessera Labs,"San Francisco, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-frontend-at-tessera-labs-4409360878,2026-05-07T11:52:57.993514+00:00
0,Test Engineer | USA,linkedin,Manual Test Engineer,"KMM Technologies, Inc.","Reston, VA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/manual-test-engineer-at-kmm-technologies-inc-4411236703,2026-05-07T11:52:57.993790+00:00
0,Test Engineer | USA,linkedin,Manual Tester,KellyMitchell Group,"Charlotte, NC",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/manual-tester-at-kellymitchell-group-4410587597,2026-05-07T11:52:57.994592+00:00
0,Test Engineer | United Kingdom,linkedin,Quality Assurance Engineer,QuantumLoopAi,"London, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-quantumloopai-4400512503,2026-05-07T11:53:00.517965+00:00
0,Test Engineer | United Kingdom,linkedin,Software Engineer,Zego,"London Area, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-engineer-at-zego-4406958979,2026-05-07T11:53:00.518554+00:00
0,Test Engineer | United Kingdom,linkedin,Quality Assurance Engineer,Eleven,"London, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-eleven-4400549264,2026-05-07T11:53:00.518941+00:00
0,Test Engineer | United Kingdom,linkedin,QA Engineer (Manchester),Tilo Consulting,"Manchester, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-manchester-at-tilo-consulting-4401711264,2026-05-07T11:53:00.519208+00:00
0,Testingenieur | Germany,linkedin,SPS-Programmierer Mobile Robotics (m/w/d),SCIO Automation,"Plattling, Bavaria, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/sps-programmierer-mobile-robotics-m-w-d-at-scio-automation-4410051440,2026-05-07T11:53:02.959060+00:00
0,Testingenieur | Germany,linkedin,CQV & CSV Engineering Opportunities – Germany,KPC International,"Frankfurt, Hesse, Germany",On-site,Internship,,,English,,,Recent,https://de.linkedin.com/jobs/view/cqv-csv-engineering-opportunities-%E2%80%93-germany-at-kpc-international-4225886744,2026-05-07T11:53:02.959244+00:00
0,Testingenieur | Germany,linkedin,Entwicklungsingenieur eDrive Testing & Validierung (m/w/d),prognum Automotive GmbH,"Stuttgart, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/entwicklungsingenieur-edrive-testing-validierung-m-w-d-at-prognum-automotive-gmbh-4411452325,2026-05-07T11:53:02.959400+00:00
0,Testingenieur | Germany,linkedin,Homologation Test Engineer (all gender),ALTEN Germany,"Kronach, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/homologation-test-engineer-all-gender-at-alten-germany-4408859433,2026-05-07T11:53:02.959684+00:00
0,Testingenieur | Germany,linkedin,Versuchs-/Testingenieur Fahrerassistenzsysteme / ADAS (m/w/d),prognum Automotive GmbH,"Stuttgart, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/versuchs-testingenieur-fahrerassistenzsysteme-adas-m-w-d-at-prognum-automotive-gmbh-4411448442,2026-05-07T11:53:02.959947+00:00
0,Testingenieur | Germany,linkedin,Test Engineer/Test Technician (m/f/d) in the field of environmental simulation,EMCC DR. RAŠEK,"Forchheim, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-engineer-test-technician-m-f-d-in-the-field-of-environmental-simulation-at-emcc-dr-ra%C5%A1ek-4400444342,2026-05-07T11:53:02.960093+00:00
0,Testingenieur | Germany,linkedin,Test Engineer (all gender) – GUI & E2E Testing (Robot / Squish) 100,ALTEN Germany,Greater Munich Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-engineer-all-gender-%E2%80%93-gui-e2e-testing-robot-squish-100-at-alten-germany-4408495546,2026-05-07T11:53:02.960234+00:00
0,Testingenieur | Germany,linkedin,Testingenieur (m/w/d) (ID: 22262),Da Vinci Engineering GmbH,"Sindelfingen, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/testingenieur-m-w-d-id-22262-at-da-vinci-engineering-gmbh-4393451921,2026-05-07T11:53:02.960373+00:00
0,Testingenieur | Austria,linkedin,SPS Programmierer m/w/d,MECHATRONIK AUSTRIA,"Saalfelden, Salzburg, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/sps-programmierer-m-w-d-at-mechatronik-austria-4402357703,2026-05-07T11:53:05.347874+00:00
0,Testingenieur | Austria,linkedin,Elektronik Entwickler / Testingenieur,Akkodis,"Linz, Upper Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/elektronik-entwickler-testingenieur-at-akkodis-4399722630,2026-05-07T11:53:05.348157+00:00
0,Testingenieur | Austria,linkedin,Test Engineer (m/w/d),TE Connectivity,"Waidhofen an der Thaya, Lower Austria, Austria",On-site,Full-time,,,German,,,Recent,https://at.linkedin.com/jobs/view/test-engineer-m-w-d-at-te-connectivity-4405108937,2026-05-07T11:53:05.348437+00:00
0,Testingenieur | Austria,linkedin,Produktentwicklungstester,Variotech Produktions- und Handels GmbH,"Gänserndorf, Lower Austria, Austria",On-site,Full-time,,R,German,,,Recent,https://at.linkedin.com/jobs/view/produktentwicklungstester-at-variotech-produktions-und-handels-gmbh-4402813672,2026-05-07T11:53:05.348702+00:00
0,Testingenieur | Austria,linkedin,Test Engineer (m/w/d),ISG International Service Group,"Schrems, Lower Austria, Austria",On-site,Internship,,,English,,,Recent,https://at.linkedin.com/jobs/view/test-engineer-m-w-d-at-isg-international-service-group-4405686248,2026-05-07T11:53:05.348841+00:00
0,Testingenieur | Switzerland,linkedin,Versuchsingenieur Beschichtung (m/w/d),Wagner Spraytech Scandinavia A/S,"Altstätten, St Gallen, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/versuchsingenieur-beschichtung-m-w-d-at-wagner-spraytech-scandinavia-a-s-4408893575,2026-05-07T11:53:07.743254+00:00
0,Testingenieur | Switzerland,linkedin,Test Engineer/Technician,Keysight Technologies,"Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-technician-at-keysight-technologies-4400811222,2026-05-07T11:53:07.743413+00:00
0,Testingenieur | Switzerland,linkedin,Application Engineer,Delvitech SA,"Mendrisio, Ticino, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/application-engineer-at-delvitech-sa-4401956511,2026-05-07T11:53:07.743818+00:00
0,Testingenieur | Switzerland,linkedin,Software Engineer Medizintechnik,Aristo Group,"Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-engineer-medizintechnik-at-aristo-group-4408986638,2026-05-07T11:53:07.743947+00:00
0,Testingenieur | Switzerland,linkedin,Testtechniker / Testingenieur (m/w/d) 80-100%,Richard AG Murgenthal,"Rothrist, Aargau, Switzerland",Remote,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/testtechniker-testingenieur-m-w-d-80-100%25-at-richard-ag-murgenthal-4404580711,2026-05-07T11:53:07.744087+00:00
0,Testingenieur | Switzerland,linkedin,Electronic Quality Assurance Engineer,Leclanché SA,"Yverdon, Vaud, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/electronic-quality-assurance-engineer-at-leclanch%C3%A9-sa-4401457491,2026-05-07T11:53:07.744219+00:00
0,Testingenieur | Switzerland,linkedin,Freelance Engineering Experts at AI Startup,Lightly,Switzerland,On-site,Contract,,,English,,,Recent,https://ch.linkedin.com/jobs/view/freelance-engineering-experts-at-ai-startup-at-lightly-4408885332,2026-05-07T11:53:07.744354+00:00
0,Testingenieur | Remote,linkedin,Mobile Device Management (iOS oder Android) (m/w/d),ZABEL,Hannover-Braunschweig-Göttingen-Wolfsburg Region,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/mobile-device-management-ios-oder-android-m-w-d-at-zabel-4401739584,2026-05-07T11:53:10.134541+00:00
0,Testingenieur | Remote,linkedin,Development Engineer (w/m/d),MBDA Deutschland,"Schrobenhausen, Bavaria, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/development-engineer-w-m-d-at-mbda-deutschland-4405252070,2026-05-07T11:53:10.134672+00:00
0,Testingenieur | Remote,linkedin,Software Testautomatisierer (m/w/d) mit Karriereambitionen,Auralis Group,Germany,Remote,Full-time,,,German,,,Recent,https://de.linkedin.com/jobs/view/software-testautomatisierer-m-w-d-mit-karriereambitionen-at-auralis-group-4406798031,2026-05-07T11:53:10.134923+00:00
0,Testingenieur | Remote,linkedin,"Design Engineer, EU",Ashby,"Berlin, Berlin, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/design-engineer-eu-at-ashby-4403618587,2026-05-07T11:53:10.135060+00:00
0,Testingenieur | Slovakia,linkedin,Solution Design Engineer,Freshfields,"Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/solution-design-engineer-at-freshfields-4393519997,2026-05-07T11:53:12.524441+00:00
0,Testingenieur | Slovakia,linkedin,Test Engineer,Magna International,"Kechnec, Kosice, Slovakia",On-site,Internship,,,English,,,Recent,https://sk.linkedin.com/jobs/view/test-engineer-at-magna-international-4394620575,2026-05-07T11:53:12.524836+00:00
0,Testingenieur | Czech Republic,linkedin,Autonomous Systems Engineer - Remote Work,BairesDev,Dominican Republic,Remote,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/autonomous-systems-engineer-remote-work-at-bairesdev-4409351179,2026-05-07T11:53:14.891573+00:00
0,Testingenieur | Czech Republic,linkedin,安全工程师（沙特）,"TBEA Xi'an Electric Technology Co., Ltd.","アト・マジョール州, Hato Mayor, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/%E5%AE%89%E5%85%A8%E5%B7%A5%E7%A8%8B%E5%B8%88%EF%BC%88%E6%B2%99%E7%89%B9%EF%BC%89-at-tbea-xi-an-electric-technology-co-ltd-4404469477,2026-05-07T11:53:14.891848+00:00
0,Testingenieur | Poland,linkedin,Junior Test Engineer,GRYFTEC Embedded Systems Sp. z o.o.,"Szczecin, Zachodniopomorskie, Poland",On-site,Full-time,Embedded Systems,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-test-engineer-at-gryftec-embedded-systems-sp-z-o-o-4404338934,2026-05-07T11:53:17.298801+00:00
0,Testingenieur | Poland,linkedin,Mechanical Designer / Test Engineer (f/m),Airbus Helicopters,"Łódź, Łódzkie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/mechanical-designer-test-engineer-f-m-at-airbus-helicopters-4378564274,2026-05-07T11:53:17.298971+00:00
0,Testingenieur | Poland,linkedin,Junior Application Engineer,WNS,Kielce Metropolitan Area,On-site,Full-time,,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-application-engineer-at-wns-4408810072,2026-05-07T11:53:17.299295+00:00
0,Testingenieur | Poland,linkedin,"Software Engineer, Localization, Calibration & Mapping",AeroVect,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-localization-calibration-mapping-at-aerovect-4410753907,2026-05-07T11:53:17.299833+00:00
0,Testingenieur | Poland,linkedin,Software Engineer (mobile),INNERGY,"Cracow, Małopolskie, Poland",Remote,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-mobile-at-innergy-4401757477,2026-05-07T11:53:17.299959+00:00
