relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
44,Python Test | Germany,linkedin,Senior Software Developer Test (m/w/d),Rohde & Schwarz,"Stuttgart, Baden-Württemberg, Germany",On-site,Full-time,"C, C++, Ci/Cd","Senior, Gitlab Ci, R, Gitlab, Jira, Linux, Git",German,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-software-developer-test-m-w-d-at-rohde-schwarz-4468519132,2026-09-24T14:47:01.480033+00:00
14,Firmware Engineer | Slovakia,linkedin,Software Team Lead,Mühlbauer Group,"Nitra Region, Slovakia",On-site,Full-time,,"Team Lead, Lead",English,Lead,,Recent,https://sk.linkedin.com/jobs/view/software-team-lead-at-m%C3%BChlbauer-group-4466655690,2026-09-24T14:47:44.079481+00:00
14,Firmware Engineer | Slovakia,linkedin,"Senior Professional, OT & IoT",Danfoss,"Považská Bystrica, Trenciansky, Slovakia",On-site,Full-time,,Senior,English,Senior,,Recent,https://sk.linkedin.com/jobs/view/senior-professional-ot-iot-at-danfoss-4439093951,2026-09-24T14:47:44.079801+00:00
14,Firmware Engineer | Czech Republic,linkedin,Lead Firmware Engineer,Eaton,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,Firmware,Lead,English,Lead,,Recent,https://do.linkedin.com/jobs/view/lead-firmware-engineer-at-eaton-4450819024,2026-09-24T14:47:47.529411+00:00
14,Firmware Engineer | Czech Republic,linkedin,Engineer- Controls,Daikin Applied Americas,"Distrito Nacional, Dominican Republic",On-site,Contract,,"Project Manager, Lead",English,Lead,,Recent,https://do.linkedin.com/jobs/view/engineer-controls-at-daikin-applied-americas-4461905373,2026-09-24T14:47:47.529595+00:00
14,Firmware Engineer | Czech Republic,linkedin,Tecnico Especializado de Automatizacion 1er turno,Medtronic,"San Isidro, Santo Domingo, Dominican Republic",On-site,Contract,C,Expert,English,Expert,,Recent,https://do.linkedin.com/jobs/view/tecnico-especializado-de-automatizacion-1er-turno-at-medtronic-4462475064,2026-09-24T14:47:47.529944+00:00
14,Firmware Engineer | Poland,linkedin,Firmware Engineer – Senior / Mid / Junior,Kidde Global Solutions,"Gdańsk, Pomorskie, Poland",On-site,Full-time,Firmware,"Junior, Senior",English,Senior,,Recent,https://pl.linkedin.com/jobs/view/firmware-engineer-%E2%80%93-senior-mid-junior-at-kidde-global-solutions-4449874215,2026-09-24T14:47:51.063621+00:00
14,Firmware Engineer | Poland,linkedin,Senior Firmware Engineer,Axos Group,"Gdańsk, Pomorskie, Poland",On-site,Full-time,Firmware,Senior,English,Senior,,Recent,https://pl.linkedin.com/jobs/view/senior-firmware-engineer-at-axos-group-4471438284,2026-09-24T14:47:51.064164+00:00
14,Firmware Engineer | Poland,linkedin,SENIOR EMBEDDED SOFTWARE ENGINEER WITH POWER ELECTRONICS BACKGROUND (CONTROL ALGORITHMS) (m/w/d),Diehl Controls,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,,Senior,English,Senior,,Recent,https://pl.linkedin.com/jobs/view/senior-embedded-software-engineer-with-power-electronics-background-control-algorithms-m-w-d-at-diehl-controls-4469422570,2026-09-24T14:47:51.064324+00:00
14,Firmware Engineer | USA,linkedin,Senior Embedded Firmware Engineer,SERES AUTO_USA,"Milpitas, CA",On-site,Full-time,Firmware,Senior,English,Senior,,Recent,https://www.linkedin.com/jobs/view/senior-embedded-firmware-engineer-at-seres-auto-usa-4466934449,2026-09-24T14:47:54.556232+00:00
14,Firmware Engineer | USA,linkedin,Senior Embedded Software Engineer,Philips,"Bothell, WA",On-site,Full-time,,Senior,English,Senior,,Recent,https://www.linkedin.com/jobs/view/senior-embedded-software-engineer-at-philips-4460005833,2026-09-24T14:47:54.556729+00:00
14,Firmware Engineer | USA,linkedin,Senior Firmware Engineer,Emerson,"Shakopee, MN",On-site,Full-time,Firmware,Senior,English,Senior,,Recent,https://www.linkedin.com/jobs/view/senior-firmware-engineer-at-emerson-4464909192,2026-09-24T14:47:54.557062+00:00
14,Firmware Engineer | USA,linkedin,"Senior Firmware Engineer, Embedded Systems",Anduril Industries,"Costa Mesa, CA",On-site,Full-time,"Embedded Systems, Firmware",Senior,English,Senior,,Recent,https://www.linkedin.com/jobs/view/senior-firmware-engineer-embedded-systems-at-anduril-industries-4405488561,2026-09-24T14:47:54.557211+00:00
14,Firmware Engineer | USA,linkedin,Senior Firmware Engineer,HP IQ,"San Francisco, CA",On-site,Full-time,Firmware,Senior,English,Senior,,Recent,https://www.linkedin.com/jobs/view/senior-firmware-engineer-at-hp-iq-4446926496,2026-09-24T14:47:54.557358+00:00
14,Firmware Engineer | USA,linkedin,Senior Embedded Software Engineer,Columbus McKinnon,Greater Milwaukee,On-site,Full-time,"Arm, C, C++, Can, I2C, Rtos, Spi","Senior, Jira",English,Senior,,Recent,https://www.linkedin.com/jobs/view/senior-embedded-software-engineer-at-columbus-mckinnon-4446640751,2026-09-24T14:47:54.557507+00:00
14,Firmware Engineer | United Kingdom,linkedin,Senior Firmware Engineer,Arctic Research and Development,"Cirencester, England, United Kingdom",On-site,Full-time,Firmware,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-firmware-engineer-at-arctic-research-and-development-4455687943,2026-09-24T14:47:57.148376+00:00
14,Firmware Engineer | United Kingdom,linkedin,Senior Firmware Engineer,IC Resources,"Bath, England, United Kingdom",On-site,Full-time,Firmware,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-firmware-engineer-at-ic-resources-4465645633,2026-09-24T14:47:57.148558+00:00
14,Firmware Engineer | United Kingdom,linkedin,Staff Firmware Engineer,Lunar Energy,"London, England, United Kingdom",On-site,Full-time,Firmware,Staff,English,Staff,,Recent,https://uk.linkedin.com/jobs/view/staff-firmware-engineer-at-lunar-energy-4452894561,2026-09-24T14:47:57.148726+00:00
14,Firmware Engineer | United Kingdom,linkedin,Senior Firmware Engineer,FLUSSO LIMITED,"Cambridge, England, United Kingdom",On-site,Full-time,Firmware,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-firmware-engineer-at-flusso-limited-4464477742,2026-09-24T14:47:57.148906+00:00
14,Firmware Engineer | United Kingdom,linkedin,Senior Firmware Engineer,Brompton Bicycle,"Greenford, England, United Kingdom",On-site,Full-time,Firmware,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-firmware-engineer-at-brompton-bicycle-4445028426,2026-09-24T14:47:57.149504+00:00
14,Firmware Engineer | United Kingdom,linkedin,Senior Embedded Firmware Engineer,Camlin Group,"Lisburn, Northern Ireland, United Kingdom",On-site,Full-time,Firmware,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-embedded-firmware-engineer-at-camlin-group-4433136253,2026-09-24T14:47:57.149647+00:00
14,Firmware Engineer | United Kingdom,linkedin,Senior Embedded Software Engineer,Pod,"London, England, United Kingdom",On-site,Full-time,,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-embedded-software-engineer-at-pod-4461733904,2026-09-24T14:47:57.149812+00:00
0,Tester | Germany,linkedin,Softwaretester Qualitätssicherung [m|w|d],Soloplan GmbH,"Kempten, Bavaria, Germany",On-site,Internship,C,"Junior, R, C#",German,,,Recent,https://de.linkedin.com/jobs/view/softwaretester-qualit%C3%A4tssicherung-m-w-d-at-soloplan-gmbh-4465830987,2026-09-24T14:44:13.725882+00:00
0,Tester | Germany,linkedin,(Junior) QA Engineer/Software-Tester (m/w/d) – Produktqualität & Testautomatisierung,CHECK24,"Dortmund, North Rhine-Westphalia, Germany",On-site,Full-time,"Llm, Test Automation","Dart, R, Junior",German,,,Recent,https://de.linkedin.com/jobs/view/junior-qa-engineer-software-tester-m-w-d-%E2%80%93-produktqualit%C3%A4t-testautomatisierung-at-check24-4433870576,2026-09-24T14:44:13.726083+00:00
0,Tester | Germany,linkedin,Fachlicher Softwaretester (m/w/d) Bankanwendungen,CPU Softwarehouse AG,"Munich, Bavaria, Germany",Remote,Contract,"Go, Selenium","R, Cypress, Postman, Jira, Confluence",German,,,Recent,https://de.linkedin.com/jobs/view/fachlicher-softwaretester-m-w-d-bankanwendungen-at-cpu-softwarehouse-ag-4469712602,2026-09-24T14:44:13.726593+00:00
0,Tester | Germany,linkedin,Fachlicher Softwaretester (m/w/d) Bankanwendungen,CPU Softwarehouse AG,"Karlsruhe, Baden-Württemberg, Germany",Remote,Contract,"Go, Selenium","R, Cypress, Postman, Jira, Confluence",German,,,Recent,https://de.linkedin.com/jobs/view/fachlicher-softwaretester-m-w-d-bankanwendungen-at-cpu-softwarehouse-ag-4469731026,2026-09-24T14:44:13.726760+00:00
0,Tester | Germany,linkedin,Softwaretester (m/w/d),CONDOK GmbH,"Kiel, Schleswig-Holstein, Germany",Remote,Internship,,"Scrum, Azure, R, Devops, Agile",German,,,Recent,https://de.linkedin.com/jobs/view/softwaretester-m-w-d-at-condok-gmbh-4463429980,2026-09-24T14:44:13.726960+00:00
0,Tester | Germany,linkedin,Manual Software Tester in Healthcare (all genders),Avelios Medical,"Munich, Bavaria, Germany",On-site,Internship,,Jira,English,,,Recent,https://de.linkedin.com/jobs/view/manual-software-tester-in-healthcare-all-genders-at-avelios-medical-4361591745,2026-09-24T14:44:13.727118+00:00
0,Tester | Germany,linkedin,Software Tester (all genders),GK Software,"St. Ingbert, Saarland, Germany",Remote,Contract,,R,German,,,Recent,https://de.linkedin.com/jobs/view/software-tester-all-genders-at-gk-software-4375013194,2026-09-24T14:44:13.727421+00:00
0,Tester | Austria,linkedin,Software Tester (w/m/x),NOVOMATIC,"Gumpoldskirchen, Lower Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-tester-w-m-x-at-novomatic-4464508668,2026-09-24T14:44:17.209664+00:00
0,Tester | Austria,linkedin,Software Tester / Game Development (w/m/x),NOVOMATIC,"Gumpoldskirchen, Lower Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-tester-game-development-w-m-x-at-novomatic-4429301050,2026-09-24T14:44:17.209878+00:00
0,Tester | Austria,linkedin,Software Test Engineer (f/m/d),SCIENTIFIC GAMES,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-test-engineer-f-m-d-at-scientific-games-4452395395,2026-09-24T14:44:17.210045+00:00
0,Tester | Austria,linkedin,MOBILE TESTER:IN (W/M/X),IT-Services der Sozialversicherung GmbH,"Vienna, Vienna, Austria",Remote,Full-time,,,German,,,Recent,https://at.linkedin.com/jobs/view/mobile-tester-in-w-m-x-at-it-services-der-sozialversicherung-gmbh-4427933384,2026-09-24T14:44:17.210207+00:00
0,Tester | Austria,linkedin,Junior Game Tester (m/f/d),MERKUR GROUP,"Raaba, Styria, Austria",On-site,Full-time,,Junior,English,,,Recent,https://at.linkedin.com/jobs/view/junior-game-tester-m-f-d-at-merkur-group-4465007021,2026-09-24T14:44:17.210363+00:00
0,Tester | Austria,linkedin,QA Engineer & Testautomation (m/w/d) - PAM Parking - SaaS,PKE,"Klagenfurt, Carinthia, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/qa-engineer-testautomation-m-w-d-pam-parking-saas-at-pke-4450351790,2026-09-24T14:44:17.210667+00:00
0,Tester | Austria,linkedin,Software Tester mit Fokus ERP (m/w/d),Fronius Österreich,Linz-Wels-Steyr Area,On-site,Full-time,,,German,,,Recent,https://at.linkedin.com/jobs/view/software-tester-mit-fokus-erp-m-w-d-at-fronius-%C3%B6sterreich-4436250729,2026-09-24T14:44:17.210839+00:00
0,Tester | Austria,linkedin,Junior QA Engineer,Delta Electronics EMEA,"Vienna, Vienna, Austria",On-site,Full-time,,Junior,English,,,Recent,https://at.linkedin.com/jobs/view/junior-qa-engineer-at-delta-electronics-emea-4464858415,2026-09-24T14:44:17.210993+00:00
0,Tester | Switzerland,linkedin,QA Engineer Ebanking,Talan,"Genève, Geneva, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-engineer-ebanking-at-talan-4465344082,2026-09-24T14:44:20.755959+00:00
0,Tester | Switzerland,linkedin,Testeur Junior,Qim info,"Vaud, Switzerland",On-site,Full-time,,Junior,English,,,Recent,https://ch.linkedin.com/jobs/view/testeur-junior-at-qim-info-4465536829,2026-09-24T14:44:20.756132+00:00
0,Tester | Switzerland,linkedin,Quality Assurance Engineer,Exeon Analytics,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/quality-assurance-engineer-at-exeon-analytics-4469128662,2026-09-24T14:44:20.756294+00:00
0,Tester | Switzerland,linkedin,Feature Tester,IGS GmbH,"St Gallen, Switzerland",Remote,Full-time,,"R, Jira, Confluence",German,,,Recent,https://ch.linkedin.com/jobs/view/feature-tester-at-igs-gmbh-4469887666,2026-09-24T14:44:20.756598+00:00
0,Tester | Switzerland,linkedin,Test Engineer C5I,RUAG,"Dübendorf, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-c5i-at-ruag-4461876239,2026-09-24T14:44:20.756743+00:00
0,Tester | Switzerland,linkedin,QA Engineer (m/w/d) - 100%,Ifolor Group,"Kreuzlingen, Thurgau, Switzerland",Remote,Full-time,"Ci/Cd, Playwright, Selenium","R, Cypress, Git, Node.Js",German,,,Recent,https://ch.linkedin.com/jobs/view/qa-engineer-m-w-d-100%25-at-ifolor-group-4461333243,2026-09-24T14:44:20.756929+00:00
0,Tester | Switzerland,linkedin,QA Engineer – Mobile Testing,Specialized Bicycle Components,"Cham, Zug, Switzerland",Remote,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-engineer-%E2%80%93-mobile-testing-at-specialized-bicycle-components-4419855030,2026-09-24T14:44:20.757084+00:00
0,Tester | Switzerland,linkedin,Test Specialist,Avaloq,"Bioggio, Ticino, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-specialist-at-avaloq-4458070419,2026-09-24T14:44:20.757251+00:00
0,Tester | Slovakia,linkedin,Integration Tester,Avenga,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/integration-tester-at-avenga-4331424497,2026-09-24T14:44:27.625998+00:00
0,Tester | Slovakia,linkedin,QA Engineer (gambling),ENJOY Gaming,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/qa-engineer-gambling-at-enjoy-gaming-4470286831,2026-09-24T14:44:27.626178+00:00
0,Tester | Slovakia,linkedin,Biznis Test Analytik ČSOB (m/ž),ČSOB Finančná skupina,"Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/biznis-test-analytik-%C4%8Dsob-m-%C5%BE-at-%C4%8Dsob-finan%C4%8Dn%C3%A1-skupina-4466861724,2026-09-24T14:44:27.626337+00:00
0,Tester | Slovakia,linkedin,Software QA Engineer,CoolPeople Technology,"Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/software-qa-engineer-at-coolpeople-technology-4460366023,2026-09-24T14:44:27.626862+00:00
0,Tester | Slovakia,linkedin,Tester / QA Engineer (Medior),PredictiveDataScience,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/tester-qa-engineer-medior-at-predictivedatascience-4459901375,2026-09-24T14:44:27.627017+00:00
0,Tester | Slovakia,linkedin,QA Automation & Data Analyst (m/f/n),ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/qa-automation-data-analyst-m-f-n-at-eset-4442808030,2026-09-24T14:44:27.627167+00:00
0,Tester | Slovakia,linkedin,Test Automation Engineer,Avenga,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Test Automation,,English,,,Recent,https://sk.linkedin.com/jobs/view/test-automation-engineer-at-avenga-4331424496,2026-09-24T14:44:27.627486+00:00
0,Tester | Czech Republic,linkedin,Ingeniero QA,GBM,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-qa-at-gbm-4467103472,2026-09-24T14:44:30.179217+00:00
0,Tester | Czech Republic,linkedin,Desarrollador(a) QA,DEVOCHO,"Santiago de los Caballeros, Santiago, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/desarrollador-a-qa-at-devocho-4459041772,2026-09-24T14:44:30.179395+00:00
0,Tester | Czech Republic,linkedin,"Ingeniero QA, Funcional (República Dominicana)",GBM,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-qa-funcional-rep%C3%BAblica-dominicana-at-gbm-4466871396,2026-09-24T14:44:30.179560+00:00
0,Tester | Czech Republic,linkedin,TypeScript QA Automation Engineer - Remote Work,BairesDev,"Santo Domingo, Distrito Nacional, Dominican Republic",Remote,Full-time,Typescript,,English,,,Recent,https://do.linkedin.com/jobs/view/typescript-qa-automation-engineer-remote-work-at-bairesdev-4469486753,2026-09-24T14:44:30.179743+00:00
0,Tester | Czech Republic,linkedin,API Test Automation Engineer (Playwright) - Remote Work,BairesDev,Dominican Republic,Remote,Full-time,"Playwright, Test Automation",,English,,,Recent,https://do.linkedin.com/jobs/view/api-test-automation-engineer-playwright-remote-work-at-bairesdev-4469686040,2026-09-24T14:44:30.179928+00:00
0,Tester | Czech Republic,linkedin,Software Development Engineer in Test,Origami Risk,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-development-engineer-in-test-at-origami-risk-4462427581,2026-09-24T14:44:30.180082+00:00
0,Tester | Czech Republic,linkedin,可靠性与环境试验工程师,"GUANGZHOU GRG METROLOGY&TEST CO., LTD.","アト・マジョール州, Hato Mayor, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/%E5%8F%AF%E9%9D%A0%E6%80%A7%E4%B8%8E%E7%8E%AF%E5%A2%83%E8%AF%95%E9%AA%8C%E5%B7%A5%E7%A8%8B%E5%B8%88-at-guangzhou-grg-metrology-test-co-ltd-4470977405,2026-09-24T14:44:30.180235+00:00
0,Tester | Czech Republic,linkedin,Quality Automation Engineer,Flash,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-automation-engineer-at-flash-4449448358,2026-09-24T14:44:30.180400+00:00
0,Tester | Czech Republic,linkedin,Ingeniero QA Automation,Infosyp,"Santiago de los Caballeros, Santiago, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-qa-automation-at-infosyp-4470973346,2026-09-24T14:44:30.180552+00:00
0,Tester | Czech Republic,linkedin,AEM QA Automation Engineer - Work from home,Nortal,"Santo Domingo, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/aem-qa-automation-engineer-work-from-home-at-nortal-4468110533,2026-09-24T14:44:30.180703+00:00
0,Tester | Poland,linkedin,Manual Tester – Web and Mobile Applications (f/m/x),Sii Poland,"Warsaw, Mazowieckie, Poland",Remote,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-%E2%80%93-web-and-mobile-applications-f-m-x-at-sii-poland-4468977873,2026-09-24T14:44:32.908629+00:00
0,Tester | Poland,linkedin,Tester oprogramowania / Testerka oprogramowania,Wydawnictwo Currenda,"Sopot, Pomorskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/tester-oprogramowania-testerka-oprogramowania-at-wydawnictwo-currenda-4464474158,2026-09-24T14:44:32.909203+00:00
0,Tester | Poland,linkedin,Tester Automatyzujący / Testerka Automatyzująca,NATEK,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/tester-automatyzuj%C4%85cy-testerka-automatyzuj%C4%85ca-at-natek-4450710719,2026-09-24T14:44:32.909363+00:00
0,Tester | Poland,linkedin,Tester/ka Automatyzujący/a,KRUK S.A.,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,"C, Ci/Cd, Playwright","Scrum, C#, R, Gitlab, Kanban, Postman, Sql, Agile, Openshift",English,,,Recent,https://pl.linkedin.com/jobs/view/tester-ka-automatyzuj%C4%85cy-a-at-kruk-s-a-4463952477,2026-09-24T14:44:32.909523+00:00
0,Tester | Poland,linkedin,Manual Tester – Banking Domain - Tieto Tech Consulting (m/f/d),Tieto,"Gdynia, Pomorskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-%E2%80%93-banking-domain-tieto-tech-consulting-m-f-d-at-tieto-4430465638,2026-09-24T14:44:32.909674+00:00
0,Tester | Poland,linkedin,Automation Tester (Junior/Regular),Avenga Poland,Wroclaw Metropolitan Area,On-site,Full-time,,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/automation-tester-junior-regular-at-avenga-poland-4463985595,2026-09-24T14:44:32.909856+00:00
0,Tester | Poland,linkedin,Młodszy Specjalista / Młodsza Specjalistka ds. Testów Oprogramowania,Centralny Ośrodek Informatyki,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/m%C5%82odszy-specjalista-m%C5%82odsza-specjalistka-ds-test%C3%B3w-oprogramowania-at-centralny-o%C5%9Brodek-informatyki-4464399228,2026-09-24T14:44:32.910008+00:00
0,Tester | Poland,linkedin,Manual Tester – Banking Domain - Tieto Tech Consulting (m/f/d),Tieto,"Gdańsk, Pomorskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-%E2%80%93-banking-domain-tieto-tech-consulting-m-f-d-at-tieto-4430477450,2026-09-24T14:44:32.910165+00:00
0,Tester | USA,linkedin,Software Tester,Booz Allen Hamilton,"King George, VA",Remote,Contract,"Can, Selenium",Cucumber,English,,,Recent,https://www.linkedin.com/jobs/view/software-tester-at-booz-allen-hamilton-4460576062,2026-09-24T14:44:36.257367+00:00
0,Tester | USA,linkedin,QA Software Tester I,iFIT,"Logan, UT",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-software-tester-i-at-ifit-4461307307,2026-09-24T14:44:36.257551+00:00
0,Tester | USA,linkedin,Software Test Engineer I,Legrand,"Minnetonka, MN",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-test-engineer-i-at-legrand-4460519315,2026-09-24T14:44:36.257717+00:00
0,Tester | USA,linkedin,Test Engineer I,Charles River Laboratories,"Charleston, SC",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-i-at-charles-river-laboratories-4460193891,2026-09-24T14:44:36.257906+00:00
0,Tester | USA,linkedin,QA Test Analyst,Farmers Mutual Hail Insurance,"West Des Moines, IA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-test-analyst-at-farmers-mutual-hail-insurance-4467568201,2026-09-24T14:44:36.258057+00:00
0,Tester | USA,linkedin,Test Engineer,Booz Allen Hamilton,"Annapolis Junction, MD",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-at-booz-allen-hamilton-4430110956,2026-09-24T14:44:36.258206+00:00
0,Tester | USA,linkedin,Test Engineer II,Battelle,"Chantilly, VA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-ii-at-battelle-4411681733,2026-09-24T14:44:36.258357+00:00
0,Tester | USA,linkedin,Software Quality Assurance Specialist/Applications Tester,Nightwing,"Sterling, VA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-quality-assurance-specialist-applications-tester-at-nightwing-4453007664,2026-09-24T14:44:36.258648+00:00
0,Tester | United Kingdom,linkedin,"Software Tester, Martech",bet365,"Stoke-On-Trent, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-tester-martech-at-bet365-4463377155,2026-09-24T14:44:39.692422+00:00
0,Tester | United Kingdom,linkedin,"Software Tester, Martech",bet365,"Manchester, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-tester-martech-at-bet365-4463363921,2026-09-24T14:44:39.692614+00:00
0,Tester | United Kingdom,linkedin,Junior QA Engineer,Acorn Group,"Liverpool, England, United Kingdom",On-site,Full-time,,Junior,English,,,Recent,https://uk.linkedin.com/jobs/view/junior-qa-engineer-at-acorn-group-4454063285,2026-09-24T14:44:39.692813+00:00
0,Tester | United Kingdom,linkedin,Jr. Database Tester,Cognizant,"London, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/jr-database-tester-at-cognizant-4469465690,2026-09-24T14:44:39.692991+00:00
0,Tester | United Kingdom,linkedin,QA Test Engineer,Leo Recruitment Limited,"Poole, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-test-engineer-at-leo-recruitment-limited-4471478907,2026-09-24T14:44:39.693146+00:00
0,Tester | United Kingdom,linkedin,Software Test Analyst,develop,"Fareham, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-test-analyst-at-develop-4466280630,2026-09-24T14:44:39.693306+00:00
0,Tester | United Kingdom,linkedin,Junior QA Test Engineer,Vista Group,"London, England, United Kingdom",On-site,Full-time,,Junior,English,,,Recent,https://uk.linkedin.com/jobs/view/junior-qa-test-engineer-at-vista-group-4464993414,2026-09-24T14:44:39.693455+00:00
0,Tester | United Kingdom,linkedin,QA Tester,Light & Wonder,"Chadderton, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-tester-at-light-wonder-4470961279,2026-09-24T14:44:39.693605+00:00
0,Tester | United Kingdom,linkedin,QA Tester,Spectrum IT Recruitment,"Fareham, England, United Kingdom",Remote,Internship,"Can, Ci/Cd, Test Automation","Github, Regression Testing, Rest Api, Git, Agile",English,,,Recent,https://uk.linkedin.com/jobs/view/qa-tester-at-spectrum-it-recruitment-4465713391,2026-09-24T14:44:39.693756+00:00
0,Tester | United Kingdom,linkedin,Software Quality Assurance Tester,KDR Talent Solutions,"Warrington, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-quality-assurance-tester-at-kdr-talent-solutions-4467210647,2026-09-24T14:44:39.693939+00:00
0,QA Engineer | Germany,linkedin,QA Engineer (m/w/d),compeople AG,"Frankfurt, Hesse, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-m-w-d-at-compeople-ag-4471467536,2026-09-24T14:44:42.541764+00:00
0,QA Engineer | Germany,linkedin,Qualitätsingenieur (m/w/d) (m/w/d) – Softwaretest & Automatisierung,medatixx,"Eltville, Hesse, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qualit%C3%A4tsingenieur-m-w-d-m-w-d-%E2%80%93-softwaretest-automatisierung-at-medatixx-4469329244,2026-09-24T14:44:42.541965+00:00
0,QA Engineer | Germany,linkedin,Quality Assurance Engineer (m/w/d),HOCHTIEF,"Essen, North Rhine-Westphalia, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-engineer-m-w-d-at-hochtief-4455268504,2026-09-24T14:44:42.542228+00:00
