relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
29,Tester | Germany,linkedin,Software Tester (w/m/d),Burmester Audiosysteme GmbH,"Berlin, Berlin, Germany",Remote,Full-time,"Pytest, Python, Test Automation",R,German,,,Recent,https://de.linkedin.com/jobs/view/software-tester-w-m-d-at-burmester-audiosysteme-gmbh-4414871671,2026-06-08T14:13:31.828169+00:00
0,Test Engineer | Austria,linkedin,Test Development Engineer (m/f/d),go-e,"Feldkirchen, Carinthia, Austria",On-site,Full-time,Go,,English,,,Recent,https://at.linkedin.com/jobs/view/test-development-engineer-m-f-d-at-go-e-4418825297,2026-06-08T14:14:18.366189+00:00
0,Test Engineer | Austria,linkedin,Developer:in Test Engineering (M/F/D)*,TGW Logistics,"Wels, Upper Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/developer-in-test-engineering-m-f-d-at-tgw-logistics-4413339447,2026-06-08T14:14:18.366348+00:00
0,Test Engineer | Austria,linkedin,Test Development Engineer (m/f/d),go-e,"Feldkirchen in Kärnten, Carinthia, Austria",On-site,Full-time,Go,,English,,,Recent,https://at.linkedin.com/jobs/view/test-development-engineer-m-f-d-at-go-e-4419951636,2026-06-08T14:14:18.366481+00:00
0,Test Engineer | Austria,linkedin,Test Engineer (m/w/d),TE Connectivity,"Waidhofen an der Thaya, Lower Austria, Austria",On-site,Full-time,,,German,,,Recent,https://at.linkedin.com/jobs/view/test-engineer-m-w-d-at-te-connectivity-4405108937,2026-06-08T14:14:18.366618+00:00
0,Test Engineer | Austria,linkedin,Qualification & Test Engineer f/m/d,Besi Austria GmbH,"Radfeld, Tyrol, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/qualification-test-engineer-f-m-d-at-besi-austria-gmbh-4419522826,2026-06-08T14:14:18.366876+00:00
0,Test Engineer | Austria,linkedin,Production Test Automation Engineer (m/w/d),Vusion,"Fernitz-Mellach, Styria, Austria",On-site,Full-time,Test Automation,,English,,,Recent,https://at.linkedin.com/jobs/view/production-test-automation-engineer-m-w-d-at-vusion-4404740123,2026-06-08T14:14:18.367140+00:00
0,Test Engineer | Austria,linkedin,Entwickler:in Test Engineering (M/W/D)*,TGW Logistics,"Wels, Upper Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/entwickler-in-test-engineering-m-w-d-at-tgw-logistics-4398411522,2026-06-08T14:14:18.367278+00:00
0,Test Engineer | Switzerland,linkedin,Test Engineer (w/m) 100% - Hybrid,Franke Group,"Aarburg, Aargau, Switzerland",Remote,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-w-m-100%25-hybrid-at-franke-group-4418679442,2026-06-08T14:14:20.770395+00:00
0,Test Engineer | Switzerland,linkedin,Field Test Engineer,iXceed Solutions,"Lausanne, Vaud, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/field-test-engineer-at-ixceed-solutions-4425472051,2026-06-08T14:14:20.770706+00:00
0,Test Engineer | Switzerland,linkedin,Test and Verification Engineer 80 - 100%,maxon,"Sachseln, Obwalden, Switzerland",Remote,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-and-verification-engineer-80-100%25-at-maxon-4423901307,2026-06-08T14:14:20.770837+00:00
0,Test Engineer | Switzerland,linkedin,Testentwickler*in (m/w/d),Viega Deutschland,"Chur, Graubünden, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/testentwickler-in-m-w-d-at-viega-deutschland-4423906654,2026-06-08T14:14:20.771619+00:00
0,Test Engineer | Slovakia,linkedin,Embedded Test Automation Engineer,Ciklum Czech Republic & Slovakia,"Bratislava, Slovakia",On-site,Full-time,Test Automation,,English,,,Recent,https://sk.linkedin.com/jobs/view/embedded-test-automation-engineer-at-ciklum-czech-republic-slovakia-4416687827,2026-06-08T14:14:25.470252+00:00
0,Test Engineer | Slovakia,linkedin,Test Engineer Electronics,Brose Group,"Horná Štefanovičová, Nitra Region, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/test-engineer-electronics-at-brose-group-4419242875,2026-06-08T14:14:25.470573+00:00
0,Test Engineer | Slovakia,linkedin,Testing Engineer - Commisioning,Schaeffler,"Kysucké Nové Mesto, Zilina, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/testing-engineer-commisioning-at-schaeffler-4370529030,2026-06-08T14:14:25.471132+00:00
0,Test Engineer | Slovakia,linkedin,Controller-Tester,Vertiv,"Nové Mesto nad Váhom, Trenciansky, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/controller-tester-at-vertiv-4372140512,2026-06-08T14:14:25.471417+00:00
0,Test Engineer | Slovakia,linkedin,Reliability Testing Engineer for MinebeaMitsumi development centre Košice (m/f/d),MinebeaMitsumi Europe,"Košice, Kosice, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/reliability-testing-engineer-for-minebeamitsumi-development-centre-ko%C5%A1ice-m-f-d-at-minebeamitsumi-europe-4424144090,2026-06-08T14:14:25.471557+00:00
0,Test Engineer | Czech Republic,linkedin,Data Validation Engineer,Lumenalta,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/data-validation-engineer-at-lumenalta-4425483572,2026-06-08T14:14:27.850699+00:00
0,Test Engineer | Poland,linkedin,Test Engineer,Demant Polska,"Mierzyn, Zachodniopomorskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-engineer-at-demant-polska-4383224400,2026-06-08T14:14:30.325319+00:00
0,Test Engineer | Poland,linkedin,Test Engineer - Energy Storage Systems,Lyten,"Gdańsk, Pomorskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-engineer-energy-storage-systems-at-lyten-4424239363,2026-06-08T14:14:30.325490+00:00
0,Test Engineer | Poland,linkedin,"System Test Engineer (m/f) - Kraków (Małopolskie), Polska",Astek,"Cracow, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/system-test-engineer-m-f-krak%C3%B3w-ma%C5%82opolskie-polska-at-astek-4402458105,2026-06-08T14:14:30.325634+00:00
0,Test Engineer | Poland,linkedin,Test Engineer / Inżynier Testu,NES Fircroft,Warsaw Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-engineer-in%C5%BCynier-testu-at-nes-fircroft-4412114229,2026-06-08T14:14:30.325778+00:00
0,Test Engineer | Poland,linkedin,Test Engineer,Securitas Security Services Europe,"Warszawa, Wielkopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-engineer-at-securitas-security-services-europe-4420430586,2026-06-08T14:14:30.325912+00:00
0,Test Engineer | Poland,linkedin,Test Engineer,voestalpine,"Sopot, Pomorskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-engineer-at-voestalpine-4422914878,2026-06-08T14:14:30.326041+00:00
0,Test Engineer | Poland,linkedin,Inżynier Testu (k/m),Jabil,"Kwidzyń, Pomorskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/in%C5%BCynier-testu-k-m-at-jabil-4418272195,2026-06-08T14:14:30.326168+00:00
0,Test Engineer | Poland,linkedin,Test Engineer- Manual 4G/5G - Tieto Tech Consulting (m/f/d),Tieto,"Szczecin, Zachodniopomorskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-engineer-manual-4g-5g-tieto-tech-consulting-m-f-d-at-tieto-4392107038,2026-06-08T14:14:30.326315+00:00
0,Test Engineer | Poland,linkedin,System Test Engineer (Mid),BorgWarner,"Cracow, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/system-test-engineer-mid-at-borgwarner-4379675644,2026-06-08T14:14:30.326450+00:00
0,Test Engineer | Poland,linkedin,Test Automation Engineer,Demant Polska,"Mierzyn, Zachodniopomorskie, Poland",On-site,Full-time,Test Automation,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-automation-engineer-at-demant-polska-4385276370,2026-06-08T14:14:30.326586+00:00
0,Test Engineer | USA,linkedin,Test Engineer,AV,"West Valley City, UT",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-at-av-4414941806,2026-06-08T14:14:32.913850+00:00
0,Test Engineer | USA,linkedin,Test Engineer,SRAM,"Colorado Springs, CO",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-at-sram-4419511205,2026-06-08T14:14:32.914012+00:00
0,Test Engineer | USA,linkedin,Test Engineer,Watkins Wellness,"Vista, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-at-watkins-wellness-4404558158,2026-06-08T14:14:32.914141+00:00
0,Test Engineer | USA,linkedin,Test Engineer,Teledyne Technologies Incorporated,"Goleta, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-at-teledyne-technologies-incorporated-4411509581,2026-06-08T14:14:32.914283+00:00
0,Test Engineer | USA,linkedin,Test Engineer II,Frontgrade Technologies,"York, PA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-ii-at-frontgrade-technologies-4420905639,2026-06-08T14:14:32.914413+00:00
0,Test Engineer | USA,linkedin,Systems Test Engineer,Allen Control Systems,"Austin, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/systems-test-engineer-at-allen-control-systems-4402186495,2026-06-08T14:14:32.914542+00:00
0,Test Engineer | USA,linkedin,"Test Engineer / Lufkin, TX",Lockheed Martin,"Lufkin, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-lufkin-tx-at-lockheed-martin-4422131020,2026-06-08T14:14:32.914675+00:00
0,Test Engineer | USA,linkedin,Systems Test Engineer,Husqvarna Group,"North Salt Lake, UT",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/systems-test-engineer-at-husqvarna-group-4417216975,2026-06-08T14:14:32.914802+00:00
0,Test Engineer | USA,linkedin,Test Engineer,Autoliv,"Brigham City, UT",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-at-autoliv-4423969154,2026-06-08T14:14:32.914931+00:00
0,Test Engineer | USA,linkedin,"Reliability Test Engineer, Energy",Tesla,"Buffalo, NY",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/reliability-test-engineer-energy-at-tesla-4419128254,2026-06-08T14:14:32.915059+00:00
0,Test Engineer | United Kingdom,linkedin,Junior Test Engineer,Schneider Electric,"Plymouth, England, United Kingdom",On-site,Full-time,,Junior,English,,,Recent,https://uk.linkedin.com/jobs/view/junior-test-engineer-at-schneider-electric-4415068432,2026-06-08T14:14:35.453578+00:00
0,Test Engineer | United Kingdom,linkedin,Test Engineer,Legrand,"Bedford, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-legrand-4419419859,2026-06-08T14:14:35.453749+00:00
0,Test Engineer | United Kingdom,linkedin,Test Engineer,Futura Design,"Gaydon, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-futura-design-4421575351,2026-06-08T14:14:35.454009+00:00
0,Test Engineer | United Kingdom,linkedin,Test Engineer,Morgan Ryder,"Newcastle-Under-Lyme, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-morgan-ryder-4414595667,2026-06-08T14:14:35.454133+00:00
0,Test Engineer | United Kingdom,linkedin,Automation Test Engineer,Turntide Technologies,"Gateshead, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/automation-test-engineer-at-turntide-technologies-4419501473,2026-06-08T14:14:35.454329+00:00
0,Test Engineer | United Kingdom,linkedin,Test Engineer,Leonardo,"Edinburgh, Scotland, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-leonardo-4294611436,2026-06-08T14:14:35.454463+00:00
0,Test Engineer | United Kingdom,linkedin,"Test and Quality Engineer (Newry, Northern Ireland)",Resonate Testing Ltd,"Newry, Northern Ireland, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-and-quality-engineer-newry-northern-ireland-at-resonate-testing-ltd-4362388874,2026-06-08T14:14:35.454712+00:00
0,Test Engineer | United Kingdom,linkedin,Test Engineer,Trant Engineering Ltd,"Southampton, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-trant-engineering-ltd-4418163326,2026-06-08T14:14:35.454841+00:00
0,Testingenieur | Germany,linkedin,Testingenieur (m/w/d),FERCHAU,"Lübeck, Schleswig-Holstein, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/testingenieur-m-w-d-at-ferchau-4374074902,2026-06-08T14:14:37.992109+00:00
0,Testingenieur | Germany,linkedin,Testingenieur (m/w/d),FERCHAU,"Stuttgart, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/testingenieur-m-w-d-at-ferchau-4374091588,2026-06-08T14:14:37.992299+00:00
0,Testingenieur | Germany,linkedin,Mitarbeiter Testing (m/w/d),Schmitz Cargobull AG,"Münster, North Rhine-Westphalia, Germany",On-site,Full-time,,Associate,English,,,Recent,https://de.linkedin.com/jobs/view/mitarbeiter-testing-m-w-d-at-schmitz-cargobull-ag-4401734391,2026-06-08T14:14:37.992435+00:00
0,Testingenieur | Germany,linkedin,Software Test Engineer (w/m/d),TRUMPF,"Freiburg, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-test-engineer-w-m-d-at-trumpf-4391624960,2026-06-08T14:14:37.992566+00:00
0,Testingenieur | Germany,linkedin,System Test Engineer R-ESM (m/w/d),Saab,"Nuremberg, Bavaria, Germany",On-site,Full-time,,R,English,,,Recent,https://de.linkedin.com/jobs/view/system-test-engineer-r-esm-m-w-d-at-saab-4389917006,2026-06-08T14:14:37.992944+00:00
0,Testingenieur | Germany,linkedin,Testingenieur (m/w/d),Panasonic Industry Europe,"Ottobrunn, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/testingenieur-m-w-d-at-panasonic-industry-europe-4422005695,2026-06-08T14:14:37.993194+00:00
0,Testingenieur | Germany,linkedin,Testingenieur (m/w/d),Panasonic Europe,"Ottobrunn, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/testingenieur-m-w-d-at-panasonic-europe-4421205096,2026-06-08T14:14:37.993327+00:00
0,Testingenieur | Austria,linkedin,Testingenieur (w/m/x),BEKO Solutions GmbH,"Kufstein, Tyrol, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/testingenieur-w-m-x-at-beko-solutions-gmbh-4409794084,2026-06-08T14:14:40.539237+00:00
0,Testingenieur | Austria,linkedin,System Test Engineer (all genders),Frequentis,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/system-test-engineer-all-genders-at-frequentis-4406286811,2026-06-08T14:14:40.539520+00:00
0,Testingenieur | Austria,linkedin,Verification Engineer (m/w/d),Dedalus,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/verification-engineer-m-w-d-at-dedalus-4377260704,2026-06-08T14:14:40.539771+00:00
0,Testingenieur | Austria,linkedin,System Test Engineer (all genders) - DE,Frequentis,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/system-test-engineer-all-genders-de-at-frequentis-4407830835,2026-06-08T14:14:40.539895+00:00
0,Testingenieur | Switzerland,linkedin,Testingenieur Technisches Labor (w/m/d) 100% - Schaerer AG,Groupe SEB,"Solothurn, Solothurn, Switzerland",Remote,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/testingenieur-technisches-labor-w-m-d-100%25-schaerer-ag-at-groupe-seb-4418175565,2026-06-08T14:14:43.119978+00:00
0,Testingenieur | Slovakia,linkedin,QA Engineer / Test Analyst (German-speaking projects) (m/f),PwC Slovakia,"Bratislava, Bratislava, Slovakia",On-site,Contract,,,English,,,Recent,https://sk.linkedin.com/jobs/view/qa-engineer-test-analyst-german-speaking-projects-m-f-at-pwc-slovakia-4424234846,2026-06-08T14:14:47.927745+00:00
0,Testingenieur | Poland,linkedin,TEST ENGINEER with German,Atos,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-engineer-with-german-at-atos-4352209839,2026-06-08T14:14:52.861859+00:00
0,Testingenieur | Poland,linkedin,Test&Validation Engineer (M/F/D),Valeo,"Czechowice-Dziedzice, Śląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-validation-engineer-m-f-d-at-valeo-4362375870,2026-06-08T14:14:52.862884+00:00
0,Testingenieur | Poland,linkedin,Validation Engineer,Pentangle Tech Services | P5 Group,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/validation-engineer-at-pentangle-tech-services-p5-group-4422952777,2026-06-08T14:14:52.863014+00:00
0,Testingenieur | Poland,linkedin,Test Engineer - Manual 4G/5G - Tieto Tech Consulting (m/f/d),Tieto,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-engineer-manual-4g-5g-tieto-tech-consulting-m-f-d-at-tieto-4391895836,2026-06-08T14:14:52.863134+00:00
0,Testingenieur | USA,linkedin,"Test Engineer, Vehicle",Tesla,"Fremont, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-vehicle-at-tesla-4419127292,2026-06-08T14:14:55.463958+00:00
0,Testingenieur | USA,linkedin,"Test Engineer, Self-Driving",Tesla,"Palo Alto, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-self-driving-at-tesla-4419561633,2026-06-08T14:14:55.464123+00:00
0,Testingenieur | USA,linkedin,Test Engineer,Toyota Material Handling,"Greene, NY",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-at-toyota-material-handling-4393954813,2026-06-08T14:14:55.464270+00:00
0,Testingenieur | USA,linkedin,Test Engineer,Overland AI,"Seattle, WA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-at-overland-ai-4329858556,2026-06-08T14:14:55.464400+00:00
0,Testingenieur | USA,linkedin,System Test Engineer,Zoox,"Foster City, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/system-test-engineer-at-zoox-4358400752,2026-06-08T14:14:55.464527+00:00
0,Testingenieur | USA,linkedin,System Test Engineer,Luxoft,"Troy, MI",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/system-test-engineer-at-luxoft-4417741066,2026-06-08T14:14:55.464650+00:00
0,Testingenieur | USA,linkedin,Regular System Test Engineer,Luxoft,"Troy, MI",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/regular-system-test-engineer-at-luxoft-4412934195,2026-06-08T14:14:55.464771+00:00
0,Testingenieur | USA,linkedin,Firmware Test Engineer,Lyft,"San Francisco County, CA",On-site,Full-time,Firmware,,English,,,Recent,https://www.linkedin.com/jobs/view/firmware-test-engineer-at-lyft-4417776592,2026-06-08T14:14:55.464897+00:00
0,Testingenieur | USA,linkedin,Software Test Engineer,John Deere,"Torrance, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-test-engineer-at-john-deere-4415003424,2026-06-08T14:14:55.465022+00:00
0,Testingenieur | USA,linkedin,Test Engineer,Aivres,"Milpitas, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-at-aivres-4414769837,2026-06-08T14:14:55.465142+00:00
0,Testingenieur | United Kingdom,linkedin,Test Automation Engineer,Motorola Solutions,"Edinburgh, Scotland, United Kingdom",On-site,Full-time,Test Automation,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-automation-engineer-at-motorola-solutions-4423555739,2026-06-08T14:14:58.037161+00:00
0,Testingenieur | United Kingdom,linkedin,Validation Engineer,Cirrus Logic,"Edinburgh, Scotland, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/validation-engineer-at-cirrus-logic-4361930320,2026-06-08T14:14:58.037442+00:00
0,Testingenieur | United Kingdom,linkedin,Test and Verification Engineer,Azenta Life Sciences,"Manchester, England, United Kingdom",On-site,Contract,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-and-verification-engineer-at-azenta-life-sciences-4317830274,2026-06-08T14:14:58.037692+00:00
0,Testingenieur | United Kingdom,linkedin,Graduate Design Test Engineer - Product & Device,NCR Atleos,"Dundee, Scotland, United Kingdom",On-site,Contract,Integration Testing,Graduate,English,,,Recent,https://uk.linkedin.com/jobs/view/graduate-design-test-engineer-product-device-at-ncr-atleos-4414752949,2026-06-08T14:14:58.037987+00:00
0,Test Automation | Germany,linkedin,Software Engineer in Test (Berlin),Cresta,"Berlin, Berlin, Germany",On-site,Contract,"Ai Agents, Can, Ci/Cd, Playwright, Typescript","Manual Testing, Cypress, Datadog, Grafana",English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-in-test-berlin-at-cresta-4343158227,2026-06-08T14:15:00.530686+00:00
0,Test Automation | Germany,linkedin,Test Automation Engineer (m/w/d) in Hamburg,HOYER Group,"Hamburg, Hamburg, Germany",Remote,Full-time,"C, Ci/Cd, Github Copilot, Javascript, Jenkins, Playwright, Test Automation","Oracle, Associate, R, Github, C#, Sql",German,,,Recent,https://de.linkedin.com/jobs/view/test-automation-engineer-m-w-d-in-hamburg-at-hoyer-group-4421151018,2026-06-08T14:15:00.530818+00:00
0,Test Automation | Germany,linkedin,Automated Software Tester (all genders),Avelios Medical,"Munich, Bavaria, Germany",On-site,Contract,"Playwright, Test Automation, Typescript",,English,,,Recent,https://de.linkedin.com/jobs/view/automated-software-tester-all-genders-at-avelios-medical-4361333022,2026-06-08T14:15:00.530943+00:00
0,Test Automation | Germany,linkedin,DevOps Engineer Test Automation (all genders),Philips,"Böblingen, Baden-Württemberg, Germany",Remote,Full-time,"Ci/Cd, Python, Shell, Test Automation","Linux, Scrum, R, Bdd, Devops",German,,,Recent,https://de.linkedin.com/jobs/view/devops-engineer-test-automation-all-genders-at-philips-4406219247,2026-06-08T14:15:00.531074+00:00
0,Test Automation | Germany,linkedin,Softwareentwickler Testautomation (m/w/x),ZEISS Group,"Jena, Thuringia, Germany",On-site,Full-time,"Ci/Cd, Test Automation","R, Devops",German,,,Recent,https://de.linkedin.com/jobs/view/softwareentwickler-testautomation-m-w-x-at-zeiss-group-4413408233,2026-06-08T14:15:00.531207+00:00
0,Test Automation | Germany,linkedin,Test Automation Engineer (all genders),valantic,"Magdeburg, Saxony-Anhalt, Germany",On-site,Full-time,Test Automation,,English,,,Recent,https://de.linkedin.com/jobs/view/test-automation-engineer-all-genders-at-valantic-4348327053,2026-06-08T14:15:00.531476+00:00
0,Test Automation | Austria,linkedin,Test Automation Engineer C# (m/f/x),ADMIRAL Technologies,"Vienna, Austria",On-site,Full-time,"C, Test Automation",C#,English,,,Recent,https://at.linkedin.com/jobs/view/test-automation-engineer-c%23-m-f-x-at-admiral-technologies-4417180490,2026-06-08T14:15:02.918176+00:00
0,Test Automation | Austria,linkedin,Test Automation Engineer (m/w/d),consourcive,"Vienna, Vienna, Austria",On-site,Full-time,Test Automation,,English,,,Recent,https://at.linkedin.com/jobs/view/test-automation-engineer-m-w-d-at-consourcive-4413950822,2026-06-08T14:15:02.918358+00:00
0,Test Automation | Austria,linkedin,"Software Engineer - Test Automation, 80-100% (f/m/x)",OMICRON electronics,"Fraxern, Vorarlberg, Austria",Remote,Full-time,Test Automation,,English,,,Recent,https://at.linkedin.com/jobs/view/software-engineer-test-automation-80-100%25-f-m-x-at-omicron-electronics-4419408563,2026-06-08T14:15:02.918754+00:00
0,Test Automation | Austria,linkedin,Test Automation Engineer (all genders) [Graz],adesso Austria GmbH,"Graz, Styria, Austria",On-site,Full-time,Test Automation,,English,,,Recent,https://at.linkedin.com/jobs/view/test-automation-engineer-all-genders-graz-at-adesso-austria-gmbh-4370389678,2026-06-08T14:15:02.918883+00:00
0,Test Automation | Austria,linkedin,Test Automation Engineer (all genders),Frequentis,"Vienna, Austria",On-site,Full-time,Test Automation,,English,,,Recent,https://at.linkedin.com/jobs/view/test-automation-engineer-all-genders-at-frequentis-4424212862,2026-06-08T14:15:02.919277+00:00
0,Test Automation | Slovakia,linkedin,Agile Test Engineer,ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,Agile,English,,,Recent,https://sk.linkedin.com/jobs/view/agile-test-engineer-at-eset-4405185637,2026-06-08T14:15:10.022941+00:00
0,Test Automation | Czech Republic,linkedin,Software Development Engineer in Test (SDET),Flash,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-development-engineer-in-test-sdet-at-flash-4391531625,2026-06-08T14:15:12.359591+00:00
0,Test Automation | Czech Republic,linkedin,Sr. SDET (Gaming Industry),Perform,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/sr-sdet-gaming-industry-at-perform-4362287427,2026-06-08T14:15:12.359966+00:00
0,Test Automation | Poland,linkedin,Mid Software Development Engineer in Test - (US working hours) (She/ He/ They),Capco,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/mid-software-development-engineer-in-test-us-working-hours-she-he-they-at-capco-4417777677,2026-06-08T14:15:14.937822+00:00
0,Test Automation | Poland,linkedin,Software Engineer in Test,Toyota Connected Europe,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-in-test-at-toyota-connected-europe-4413049015,2026-06-08T14:15:14.937992+00:00
0,Test Automation | Poland,linkedin,Test Automation Engineer,Euroclear,"Cracow, Małopolskie, Poland",On-site,Full-time,Test Automation,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-automation-engineer-at-euroclear-4401464092,2026-06-08T14:15:14.938138+00:00
0,Test Automation | Poland,linkedin,Quality Assurance Automation Engineer,Younium,"Krakowski, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-younium-4419808677,2026-06-08T14:15:14.938286+00:00
0,Test Automation | Poland,linkedin,Test Automation Engineer,ALTEN Polska,Gdansk Metropolitan Area,On-site,Full-time,Test Automation,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-automation-engineer-at-alten-polska-4416623224,2026-06-08T14:15:14.938420+00:00
0,Test Automation | Poland,linkedin,QA Automation Engineer,Kramp,"Konin, Wielkopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-automation-engineer-at-kramp-4414669062,2026-06-08T14:15:14.938550+00:00
