relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
44,Testingenieur | Poland,linkedin,Test Engineer (Android experience required),Intellias,"Cracow, Małopolskie, Poland",On-site,Contract,"Bash, Ci/Cd, Java, Jenkins, Python, Test Automation","Kubernetes, Gitlab, Linux, Regression Testing, Agile, Appium, Kotlin, Unix, Docker, Scrum",English,Lead,,Recent,https://pl.linkedin.com/jobs/view/test-engineer-android-experience-required-at-intellias-4366353203,2026-02-13T10:39:01.798547+00:00
0,QA Engineer | Austria,linkedin,QA Engineer,Sportradar,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/qa-engineer-at-sportradar-4368356628,2026-02-13T10:38:06.238311+00:00
0,QA Engineer | Austria,linkedin,QA Engineer,Bitpanda,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/qa-engineer-at-bitpanda-4365521487,2026-02-13T10:38:06.238616+00:00
0,QA Engineer | Austria,linkedin,QA Engineer: Manual Testing for Mobile & Backend,Tractive,"Linz, Upper Austria, Austria",Remote,Full-time,,Manual Testing,English,,,Recent,https://at.linkedin.com/jobs/view/qa-engineer-manual-testing-for-mobile-backend-at-tractive-4359518018,2026-02-13T10:38:06.238769+00:00
0,QA Engineer | Switzerland,linkedin,Quality Assurance Engineer,Crypto Finance Group,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/quality-assurance-engineer-at-crypto-finance-group-4368652016,2026-02-13T10:38:08.660821+00:00
0,QA Engineer | Switzerland,linkedin,QA Engineer,qiibee,Switzerland,On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-engineer-at-qiibee-4361047476,2026-02-13T10:38:08.661009+00:00
0,QA Engineer | Switzerland,linkedin,"Quality Assurance Engineer (Manual), iOS",Jobgether,Switzerland,On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/quality-assurance-engineer-manual-ios-at-jobgether-4371231588,2026-02-13T10:38:08.661493+00:00
0,QA Engineer | Switzerland,linkedin,QA qualification engineer,agap2 Switzerland,"Basel, Basel, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-qualification-engineer-at-agap2-switzerland-4361847350,2026-02-13T10:38:08.661823+00:00
0,QA Engineer | Switzerland,linkedin,Test Automation Engineer,MGI Consultants,"Geneva, Switzerland",On-site,Full-time,Test Automation,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-automation-engineer-at-mgi-consultants-4368014506,2026-02-13T10:38:08.662149+00:00
0,QA Engineer | Remote,linkedin,QA Automation Engineer (Data),Jobgether,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-automation-engineer-data-at-jobgether-4372226499,2026-02-13T10:38:11.016265+00:00
0,QA Engineer | Slovakia,linkedin,Quality Assurance Engineer,NATEK,"Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/quality-assurance-engineer-at-natek-4361788231,2026-02-13T10:38:13.384221+00:00
0,QA Engineer | Slovakia,linkedin,Quality Assurance Engineer,AT&T,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/quality-assurance-engineer-at-at-t-4367265248,2026-02-13T10:38:13.384384+00:00
0,QA Engineer | Slovakia,linkedin,Manual QA Engineer - Relocation to Portugal Required,BrainRocket,Slovakia,On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/manual-qa-engineer-relocation-to-portugal-required-at-brainrocket-4363241020,2026-02-13T10:38:13.385063+00:00
0,QA Engineer | Slovakia,linkedin,QA Engineer,BlueThrone,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/qa-engineer-at-bluethrone-4369519800,2026-02-13T10:38:13.385221+00:00
0,QA Engineer | Slovakia,linkedin,Junior QA Engineer,Ness Digital Engineering,"Košice, Kosice, Slovakia",On-site,Full-time,,Junior,English,,,Recent,https://sk.linkedin.com/jobs/view/junior-qa-engineer-at-ness-digital-engineering-4370616423,2026-02-13T10:38:13.385540+00:00
0,QA Engineer | Czech Republic,linkedin,Quality Assurance Engineer - Trabajo Remoto,BairesDev,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-assurance-engineer-trabajo-remoto-at-bairesdev-4370474817,2026-02-13T10:38:15.754869+00:00
0,QA Engineer | Czech Republic,linkedin,Ingeniero QA,GBM,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-qa-at-gbm-4369806907,2026-02-13T10:38:15.755062+00:00
0,QA Engineer | Czech Republic,linkedin,QA Automation Engineer - Latin America - Remote,Azumo,"Santo Domingo, Distrito Nacional, Dominican Republic",Remote,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/qa-automation-engineer-latin-america-remote-at-azumo-4365312293,2026-02-13T10:38:15.755226+00:00
0,QA Engineer | Czech Republic,linkedin,INGENIERO QA (QIK),Banco Popular Dominicano,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-qa-qik-at-banco-popular-dominicano-4370736329,2026-02-13T10:38:15.755386+00:00
0,QA Engineer | Czech Republic,linkedin,"Sr. Engineer, QA",BD Nogales Norte,"Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/sr-engineer-qa-at-bd-nogales-norte-4369007878,2026-02-13T10:38:15.755546+00:00
0,QA Engineer | Czech Republic,linkedin,Quality Assurance Support Engineer - EPlan,Eaton,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-assurance-support-engineer-eplan-at-eaton-4361782243,2026-02-13T10:38:15.755884+00:00
0,QA Engineer | Czech Republic,linkedin,Future QA Engineer Opportunities (Gaming Industry),Perform,Dominican Republic,Remote,Full-time,"C, Ci/Cd, Java, Jenkins","C#, Aws, Devops, Azure",English,,,Recent,https://do.linkedin.com/jobs/view/future-qa-engineer-opportunities-gaming-industry-at-perform-4344181481,2026-02-13T10:38:15.756207+00:00
0,QA Engineer | Poland,linkedin,Quality Assurance Automation Engineer,Start.io,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-start-io-4361805782,2026-02-13T10:38:18.130246+00:00
0,QA Engineer | Poland,linkedin,Quality Assurance Automation Engineer,COMMIT Offshore,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-commit-offshore-4363071729,2026-02-13T10:38:18.130599+00:00
0,QA Engineer | Poland,linkedin,QA Engineer,Rydoo,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-at-rydoo-4366784508,2026-02-13T10:38:18.130755+00:00
0,QA Engineer | Poland,linkedin,Manual QA engineer,Gypsy Collective,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-qa-engineer-at-gypsy-collective-4362422965,2026-02-13T10:38:18.130932+00:00
0,QA Engineer | Poland,linkedin,QA Test Engineer,Software Mind,"Cracow, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-test-engineer-at-software-mind-4370836815,2026-02-13T10:38:18.131089+00:00
0,QA Engineer | Poland,linkedin,Manual QA Engineer,Commit,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-qa-engineer-at-commit-4364912647,2026-02-13T10:38:18.131258+00:00
0,QA Engineer | Poland,linkedin,Flight Software Test Automation Engineer,ICEYE,"Warsaw, Mazowieckie, Poland",On-site,Full-time,Test Automation,,English,,,Recent,https://pl.linkedin.com/jobs/view/flight-software-test-automation-engineer-at-iceye-4370993949,2026-02-13T10:38:18.131415+00:00
0,QA Engineer | Poland,linkedin,Middle Manual QA Engineer,MMDSmart,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/middle-manual-qa-engineer-at-mmdsmart-4362735480,2026-02-13T10:38:18.131574+00:00
0,QA Engineer | USA,linkedin,QA Engineer,Litify,"New York, NY",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-at-litify-4370991670,2026-02-13T10:38:20.724938+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Engineer,"EHOB, Inc","Indianapolis, IN",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-ehob-inc-4361826196,2026-02-13T10:38:20.725106+00:00
0,QA Engineer | USA,linkedin,Quality Assurance (QA) and Quality Control (QC) Engineer,Cooler Master USA,"Fremont, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-qa-and-quality-control-qc-engineer-at-cooler-master-usa-4370953062,2026-02-13T10:38:20.725277+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Engineer,Quore,"Franklin, TN",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-quore-4371029329,2026-02-13T10:38:20.725439+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Engineer,IRIS Consulting LLC,"Charlotte, NC",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-iris-consulting-llc-4370575333,2026-02-13T10:38:20.725673+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Engineer,Uptime Institute,Greater Boston,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-uptime-institute-4361768369,2026-02-13T10:38:20.725971+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Engineer,Undisclosed,United States,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-undisclosed-4370531509,2026-02-13T10:38:20.726141+00:00
0,QA Engineer | USA,linkedin,QA Automation Engineer,EarthCam,"Upper Saddle River, NJ",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-automation-engineer-at-earthcam-4370588263,2026-02-13T10:38:20.726303+00:00
0,QA Engineer | United Kingdom,linkedin,Junior Quality Assurance Engineer,Nestlé,"Greater London, England, United Kingdom",On-site,Full-time,,Junior,English,,,Recent,https://uk.linkedin.com/jobs/view/junior-quality-assurance-engineer-at-nestl%C3%A9-4371565146,2026-02-13T10:38:23.107702+00:00
0,QA Engineer | United Kingdom,linkedin,Quality Assurance Automation Engineer,Socium - Teams Done Differently,"Reading, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-socium-teams-done-differently-4362222831,2026-02-13T10:38:23.107932+00:00
0,QA Engineer | United Kingdom,linkedin,Quality Assurance Engineer,Kite Consulting Group,"London Area, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-kite-consulting-group-4370511042,2026-02-13T10:38:23.108104+00:00
0,QA Engineer | United Kingdom,linkedin,Quality Assurance Engineer,Akkodis,"Stevenage, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-akkodis-4362276698,2026-02-13T10:38:23.108270+00:00
0,QA Engineer | United Kingdom,linkedin,QA Engineer (Remote from UK),Jobgether,United Kingdom,Remote,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-remote-from-uk-at-jobgether-4370908955,2026-02-13T10:38:23.108423+00:00
0,QA Engineer | United Kingdom,linkedin,Mid-Level Quality Assurance Engineer,Nestlé,"Greater London, England, United Kingdom",On-site,Full-time,,Mid-Level,English,,,Recent,https://uk.linkedin.com/jobs/view/mid-level-quality-assurance-engineer-at-nestl%C3%A9-4371565162,2026-02-13T10:38:23.108576+00:00
0,QA Engineer | United Kingdom,linkedin,Test Automation Engineer,InfoSec People Ltd,"Manchester Area, United Kingdom",On-site,Full-time,Test Automation,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-automation-engineer-at-infosec-people-ltd-4362212414,2026-02-13T10:38:23.108906+00:00
0,QA Engineer | United Kingdom,linkedin,Compliance QA Analyst,Evolution Money,"Manchester Area, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/compliance-qa-analyst-at-evolution-money-4361709973,2026-02-13T10:38:23.109069+00:00
0,QA Engineer | United Kingdom,linkedin,Quality Assurance Engineer,Arbiter,"Northern Ireland, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-arbiter-4371067923,2026-02-13T10:38:23.109215+00:00
0,Test Engineer | Germany,linkedin,Test Join,DENPAFLUX,"Munich, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-join-at-denpaflux-4371172636,2026-02-13T10:38:25.541876+00:00
0,Test Engineer | Germany,linkedin,QA Game Tester (f/m/d),HandyGames,"Giebelstadt, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-game-tester-f-m-d-at-handygames-4370882284,2026-02-13T10:38:25.542031+00:00
0,Test Engineer | Austria,linkedin,AT - QA Developer (m/f/d),Quivo,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/at-qa-developer-m-f-d-at-quivo-4370399826,2026-02-13T10:38:27.924948+00:00
0,Test Engineer | Switzerland,linkedin,Responsable de Tests,PrimeIT Switzerland,"Geneva, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/responsable-de-tests-at-primeit-switzerland-4371002302,2026-02-13T10:38:30.312104+00:00
0,Test Engineer | Remote,linkedin,Softwaretester:in (m/w/d) für ERP-Software im Public Sector,MACH,Germany,Remote,Full-time,,R,English,,,Recent,https://de.linkedin.com/jobs/view/softwaretester-in-m-w-d-f%C3%BCr-erp-software-im-public-sector-at-mach-4370399497,2026-02-13T10:38:32.736729+00:00
0,Test Engineer | Slovakia,linkedin,Testing Engineer - Commisioning,Schaeffler,"Kysucké Nové Mesto, Zilina, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/testing-engineer-commisioning-at-schaeffler-4370529030,2026-02-13T10:38:35.121461+00:00
0,Test Engineer | Czech Republic,linkedin,"Engineer I, Quality",BD Nogales Norte,"Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/engineer-i-quality-at-bd-nogales-norte-4371447267,2026-02-13T10:38:37.499490+00:00
0,Test Engineer | Czech Republic,linkedin,Ingeniero de Datos (Junior) - Trabajo Remoto,BairesDev,"Santo Domingo, Dominican Republic",On-site,Full-time,,Junior,English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-de-datos-junior-trabajo-remoto-at-bairesdev-4370445021,2026-02-13T10:38:37.499647+00:00
0,Test Engineer | Czech Republic,linkedin,Full-Stack Software Engineer (Remote),Ethics Code,"Santo Domingo, Distrito Nacional, Dominican Republic",Remote,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/full-stack-software-engineer-remote-at-ethics-code-4371482148,2026-02-13T10:38:37.499995+00:00
0,Test Engineer | Czech Republic,linkedin,"Engineer I, Quality (Temporary)",BD Nogales Norte,"Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/engineer-i-quality-temporary-at-bd-nogales-norte-4371671763,2026-02-13T10:38:37.500468+00:00
0,Test Engineer | Poland,linkedin,QA Engineer,Fabulous,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-at-fabulous-4371400382,2026-02-13T10:38:39.892961+00:00
0,Test Engineer | Poland,linkedin,Junior Test Specialist/QA Engineer (f/m),Netcompany,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-test-specialist-qa-engineer-f-m-at-netcompany-4363049159,2026-02-13T10:38:39.893116+00:00
0,Test Engineer | Poland,linkedin,Software Test Engineer,Rho,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-test-engineer-at-rho-4308483608,2026-02-13T10:38:39.893279+00:00
0,Test Engineer | USA,linkedin,Junior Software Tester,GDH,"Tulsa, OK",On-site,Full-time,,Junior,English,,,Recent,https://www.linkedin.com/jobs/view/junior-software-tester-at-gdh-4370921834,2026-02-13T10:38:42.530788+00:00
0,Test Engineer | USA,linkedin,QA Engineer,Beacon Hill,"Indianapolis, IN",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-at-beacon-hill-4370417059,2026-02-13T10:38:42.531458+00:00
0,Test Engineer | USA,linkedin,Quality Assurance Engineer,Sanmina,"Pleasant Prairie, WI",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-sanmina-4370471483,2026-02-13T10:38:42.531768+00:00
0,Test Engineer | USA,linkedin,Software Engineer in Test,Net2Source (N2S),"Atlanta, GA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-in-test-at-net2source-n2s-4370867520,2026-02-13T10:38:42.531947+00:00
0,Test Engineer | USA,linkedin,Software QA Test Engineer(Code QA),YO HR Consultancy,United States,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-qa-test-engineer-code-qa-at-yo-hr-consultancy-4361833297,2026-02-13T10:38:42.532104+00:00
0,Test Engineer | USA,linkedin,Quality Assurance Tech,Aditi Consulting,"Seattle, WA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-tech-at-aditi-consulting-4371061478,2026-02-13T10:38:42.532257+00:00
0,Test Engineer | United Kingdom,linkedin,Supplier Quality Engineer,SEGULA Technologies,"Birmingham, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/supplier-quality-engineer-at-segula-technologies-4363001172,2026-02-13T10:38:45.026922+00:00
0,Test Engineer | United Kingdom,linkedin,Solutions QA Engineer,TOPPAN Security,"Basingstoke, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/solutions-qa-engineer-at-toppan-security-4363100883,2026-02-13T10:38:45.027701+00:00
0,Test Engineer | United Kingdom,linkedin,Application Software Engineer,Christy Media Solutions,"Surrey, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/application-software-engineer-at-christy-media-solutions-4361817751,2026-02-13T10:38:45.028045+00:00
0,Testingenieur | Germany,linkedin,Automatisierer Bildverarbeitung (m/w/d),SCHERDEL de Mexico,"Marienberg, Saxony, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/automatisierer-bildverarbeitung-m-w-d-at-scherdel-de-mexico-4367893282,2026-02-13T10:38:47.474703+00:00
0,Testingenieur | Germany,linkedin,Automotive Test Engineer with Chinese,UBIQUITY SERVICE,"Frankfurt am Main, Hesse, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/automotive-test-engineer-with-chinese-at-ubiquity-service-4370758647,2026-02-13T10:38:47.475294+00:00
0,Testingenieur | Germany,linkedin,Internship/Thesis – Test Engineering (m/f/d),Wölfel Group,"Höchberg, Bavaria, Germany",On-site,Internship,,Internship,English,,,Recent,https://de.linkedin.com/jobs/view/internship-thesis-%E2%80%93-test-engineering-m-f-d-at-w%C3%B6lfel-group-4371278783,2026-02-13T10:38:47.475458+00:00
0,Testingenieur | Germany,linkedin,CQV & CSV Engineering Opportunities – Germany,KPC International,"Frankfurt, Hesse, Germany",On-site,Internship,,,English,,,Recent,https://de.linkedin.com/jobs/view/cqv-csv-engineering-opportunities-%E2%80%93-germany-at-kpc-international-4225886744,2026-02-13T10:38:47.475632+00:00
0,Testingenieur | Germany,linkedin,Versuchs-/Testingenieur Fahrerassistenzsysteme / ADAS (m/w/d),prognum Automotive GmbH,"Stuttgart, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/versuchs-testingenieur-fahrerassistenzsysteme-adas-m-w-d-at-prognum-automotive-gmbh-4369966284,2026-02-13T10:38:47.475820+00:00
0,Testingenieur | Germany,linkedin,Entwicklungsingenieur E/E Testing OTA (m/w/d) (ID: 22136),Da Vinci Engineering GmbH,"Stuttgart, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/entwicklungsingenieur-e-e-testing-ota-m-w-d-id-22136-at-da-vinci-engineering-gmbh-4371747464,2026-02-13T10:38:47.475998+00:00
0,Testingenieur | Germany,linkedin,(Junior-)Projektingenieur (m/w/d),HEAD acoustics GmbH,"Herzogenrath, North Rhine-Westphalia, Germany",On-site,Full-time,,Junior,English,,,Recent,https://de.linkedin.com/jobs/view/junior-projektingenieur-m-w-d-at-head-acoustics-gmbh-4361488078,2026-02-13T10:38:47.476169+00:00
0,Testingenieur | Germany,linkedin,EMC Testingenieur (m/w/d) (ID: 22016),Da Vinci Engineering GmbH,"Backnang, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/emc-testingenieur-m-w-d-id-22016-at-da-vinci-engineering-gmbh-4368578789,2026-02-13T10:38:47.476332+00:00
0,Testingenieur | Austria,linkedin,LLM Prompt Engineering & Quality Assurance (m/w/d),redlink.at,"Salzburg, Salzburg, Austria",On-site,Full-time,"Llm, Prompt Engineering",,English,,,Recent,https://at.linkedin.com/jobs/view/llm-prompt-engineering-quality-assurance-m-w-d-at-redlink-at-4363250694,2026-02-13T10:38:49.846740+00:00
0,Testingenieur | Austria,linkedin,Test Engineer (f/m/d),Hilti Austria Industrie GmbH,"Lanzenkirchen, Lower Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/test-engineer-f-m-d-at-hilti-austria-industrie-gmbh-4363227484,2026-02-13T10:38:49.846918+00:00
0,Testingenieur | Austria,linkedin,Automatisierungstechniker (w/m/d),REPLOID,"Wels, Upper Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/automatisierungstechniker-w-m-d-at-reploid-4371837185,2026-02-13T10:38:49.847080+00:00
0,Testingenieur | Austria,linkedin,SPS-Programmierer / Automatisierungstechniker (m/w/d),SCIO Automation,"Albersdorf, Styria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/sps-programmierer-automatisierungstechniker-m-w-d-at-scio-automation-4371868138,2026-02-13T10:38:49.847390+00:00
0,Testingenieur | Switzerland,linkedin,Ingénieur en automatisation de tests,itecor,"Lausanne, Vaud, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/ing%C3%A9nieur-en-automatisation-de-tests-at-itecor-4371840677,2026-02-13T10:38:52.229972+00:00
0,Testingenieur | Switzerland,linkedin,"SPS-ProgrammiererIn, 100%",Louis Stuber AG,"Kirchberg, Berne, Switzerland",Remote,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/sps-programmiererin-100%25-at-louis-stuber-ag-4361030779,2026-02-13T10:38:52.230890+00:00
0,Testingenieur | Switzerland,linkedin,Application Engineer,JobCourier,"Lugano, Ticino, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/application-engineer-at-jobcourier-4370367543,2026-02-13T10:38:52.231614+00:00
0,Testingenieur | Switzerland,linkedin,Test Engineer / System-Ingenieur Fahrzeugsoftware (w/m/d),Randstad Switzerland,"Thurgau, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-system-ingenieur-fahrzeugsoftware-w-m-d-at-randstad-switzerland-4363909299,2026-02-13T10:38:52.231791+00:00
0,Testingenieur | Remote,linkedin,"Software Engineer, iOS Core Product - Dortmund, Germany",Speechify,"Dortmund, North Rhine-Westphalia, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-ios-core-product-dortmund-germany-at-speechify-4367123333,2026-02-13T10:38:54.612030+00:00
0,Testingenieur | Remote,linkedin,System- und Testingenieur Funkkommunikationssysteme (all gender) 300,ALTEN Germany,"Stuttgart, Baden-Württemberg, Germany",Remote,Full-time,,,German,,,Recent,https://de.linkedin.com/jobs/view/system-und-testingenieur-funkkommunikationssysteme-all-gender-300-at-alten-germany-4361021637,2026-02-13T10:38:54.612522+00:00
0,Testingenieur | Remote,linkedin,Software Engineer (Java Generalist),MLabs,Germany,Remote,Full-time,Java,,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-java-generalist-at-mlabs-4370553333,2026-02-13T10:38:54.612682+00:00
0,Testingenieur | Remote,linkedin,Mobile Device Management (iOS oder Android) (m/w/d),ZABEL,Hannover-Braunschweig-Göttingen-Wolfsburg Region,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/mobile-device-management-ios-oder-android-m-w-d-at-zabel-4366358594,2026-02-13T10:38:54.612861+00:00
0,Testingenieur | Remote,linkedin,SPS-Programmierer (Siemens S7) - Raum Dresden - Sachsen/Thüringen,Königseder Automation,"Dresden, Saxony, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/sps-programmierer-siemens-s7-raum-dresden-sachsen-th%C3%BCringen-at-k%C3%B6nigseder-automation-4361400406,2026-02-13T10:38:54.613187+00:00
0,Testingenieur | Slovakia,linkedin,Junior Test Engineer IRC287905,GlobalLogic,"Košice, Kosice, Slovakia",On-site,Full-time,,Junior,English,,,Recent,https://sk.linkedin.com/jobs/view/junior-test-engineer-irc287905-at-globallogic-4370664939,2026-02-13T10:38:56.975261+00:00
0,Testingenieur | Slovakia,linkedin,Quality Assurance Engineer - Slovakia,Product Pulse,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/quality-assurance-engineer-slovakia-at-product-pulse-4367691352,2026-02-13T10:38:56.975808+00:00
0,Testingenieur | Czech Republic,linkedin,INGENIERO INNOVACION Y QA SR,Evaluar,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-innovacion-y-qa-sr-at-evaluar-4366736507,2026-02-13T10:38:59.361621+00:00
0,Testingenieur | Czech Republic,linkedin,PLC programátor (m/f/d),TE Connectivity,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/plc-program%C3%A1tor-m-f-d-at-te-connectivity-4369481033,2026-02-13T10:38:59.362116+00:00
0,Testingenieur | Czech Republic,linkedin,Estudiante/Recién graduado en Ingenieria de Sistemas,GBM,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/estudiante-reci%C3%A9n-graduado-en-ingenieria-de-sistemas-at-gbm-4369823067,2026-02-13T10:38:59.362279+00:00
0,Testingenieur | Poland,linkedin,TECHNOLOG PROGRAMISTA K/M/N,Łódzki Klaster ICT,"Zagnańsk, Świętokrzyskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/technolog-programista-k-m-n-at-%C5%82%C3%B3dzki-klaster-ict-4371363193,2026-02-13T10:39:01.797497+00:00
