relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
44,Test Engineer | Poland,linkedin,Senior Manual Test Engineer,Intellias,"Cracow, Małopolskie, Poland",On-site,Full-time,,Senior,English,Senior,,Recent,https://pl.linkedin.com/jobs/view/senior-manual-test-engineer-at-intellias-4400208624,2026-04-23T11:15:16.310421+00:00
0,QA Engineer | Czech Republic,linkedin,Quality Assurance Engineer - Trabajo Remoto,BairesDev,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-assurance-engineer-trabajo-remoto-at-bairesdev-4404223218,2026-04-23T11:14:51.675329+00:00
0,QA Engineer | Czech Republic,linkedin,Quality Assurance Engineer - Remote Work,BairesDev,"Santo Domingo, Dominican Republic",Remote,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-assurance-engineer-remote-work-at-bairesdev-4404226117,2026-04-23T11:14:51.675531+00:00
0,QA Engineer | Czech Republic,linkedin,Quality Assurance Engineer - Remote Work,BairesDev,"Santo Domingo, Distrito Nacional, Dominican Republic",Remote,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-assurance-engineer-remote-work-at-bairesdev-4404225111,2026-04-23T11:14:51.675699+00:00
0,QA Engineer | Czech Republic,linkedin,Ingeniero de Automatización QA - Trabajo Remoto,BairesDev,"Santo Domingo, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-de-automatizaci%C3%B3n-qa-trabajo-remoto-at-bairesdev-4403622555,2026-04-23T11:14:51.675864+00:00
0,QA Engineer | Czech Republic,linkedin,Ingeniero QA,GBM,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-qa-at-gbm-4396349658,2026-04-23T11:14:51.676030+00:00
0,QA Engineer | Czech Republic,linkedin,Future QA Engineer Opportunities (Gaming Industry),Perform,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/future-qa-engineer-opportunities-gaming-industry-at-perform-4344181481,2026-04-23T11:14:51.676354+00:00
0,QA Engineer | Czech Republic,linkedin,Quality Assurance Support Engineer - EPlan,Eaton,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-assurance-support-engineer-eplan-at-eaton-4400823682,2026-04-23T11:14:51.676544+00:00
0,QA Engineer | Poland,linkedin,QA Engineer (Manual Testing) – Remote,Indivd,Poland,Remote,Full-time,,Manual Testing,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-manual-testing-%E2%80%93-remote-at-indivd-4393884430,2026-04-23T11:14:54.109719+00:00
0,QA Engineer | Poland,linkedin,QA Engineer,AirHelp,"Gdańsk, Pomorskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-at-airhelp-4392598928,2026-04-23T11:14:54.110249+00:00
0,QA Engineer | Poland,linkedin,QA Engineer/Analyst (Junior/Regular)/ Inetum,Inetum,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-analyst-junior-regular-inetum-at-inetum-4373817307,2026-04-23T11:14:54.110469+00:00
0,QA Engineer | Poland,linkedin,QA Engineer,AirHelp,"Cracow, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-at-airhelp-4395280465,2026-04-23T11:14:54.110651+00:00
0,QA Engineer | Poland,linkedin,QA Automation Engineer,payabl.,"Cracow, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-automation-engineer-at-payabl-4402908834,2026-04-23T11:14:54.110818+00:00
0,QA Engineer | Poland,linkedin,Sr QA Engineer,Renesas Electronics,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/sr-qa-engineer-at-renesas-electronics-4402297730,2026-04-23T11:14:54.110981+00:00
0,QA Engineer | Poland,linkedin,"Quality Assurance Engineer - Katowice, Poland (F/M)",Astek,"Katowice, Śląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/quality-assurance-engineer-katowice-poland-f-m-at-astek-4399530990,2026-04-23T11:14:54.111142+00:00
0,QA Engineer | Poland,linkedin,QA Analyst (Manual & Automation)/ I,Inetum,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-analyst-manual-automation-i-at-inetum-4373813470,2026-04-23T11:14:54.111306+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Engineer,BrothersTech,United States,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-brotherstech-4401956244,2026-04-23T11:14:56.571758+00:00
0,QA Engineer | USA,linkedin,Junior QA Engineer,The Devhouse Agency,"Dallas, TX",On-site,Full-time,,Junior,English,,,Recent,https://www.linkedin.com/jobs/view/junior-qa-engineer-at-the-devhouse-agency-4394724028,2026-04-23T11:14:56.571946+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Analyst,Coforge,"New Jersey, United States",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-analyst-at-coforge-4402750796,2026-04-23T11:14:56.572274+00:00
0,QA Engineer | USA,linkedin,QA Engineer II,Acorns,United States,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-ii-at-acorns-4362339582,2026-04-23T11:14:56.572489+00:00
0,QA Engineer | USA,linkedin,QA Engineer (Remote),Joveo AI,United States,Remote,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-remote-at-joveo-ai-4405638262,2026-04-23T11:14:56.572667+00:00
0,QA Engineer | USA,linkedin,Quality Assurance (QA) Engineer I (2427),RISINGSUN TECHNOLOGIES,"Wilmington, NC",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-qa-engineer-i-2427-at-risingsun-technologies-4400429082,2026-04-23T11:14:56.572821+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Automation Engineer,Sprocket Sports,"Chicago, IL",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-sprocket-sports-4403991135,2026-04-23T11:14:56.572974+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Engineer,Talent Navigation Experts,"Centennial, CO",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-talent-navigation-experts-4404807461,2026-04-23T11:14:56.573130+00:00
0,QA Engineer | USA,linkedin,JUNIOR QA ENGINEER,CelticQA Solutions (EU),Atlanta Metropolitan Area,On-site,Full-time,,Junior,English,,,Recent,https://www.linkedin.com/jobs/view/junior-qa-engineer-at-celticqa-solutions-eu-4397693839,2026-04-23T11:14:56.573278+00:00
0,QA Engineer | United Kingdom,linkedin,Quality Assurance Analyst,Coforge,"Telford, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-analyst-at-coforge-4403956427,2026-04-23T11:14:59.013996+00:00
0,QA Engineer | United Kingdom,linkedin,Quality Assurance Engineer,Navantia UK,"Fife, Scotland, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-navantia-uk-4405637647,2026-04-23T11:14:59.014200+00:00
0,QA Engineer | United Kingdom,linkedin,QA Engineer (Remote),Joveo AI,United Kingdom,Remote,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-remote-at-joveo-ai-4405620995,2026-04-23T11:14:59.014377+00:00
0,QA Engineer | United Kingdom,linkedin,Quality Assurance Automation Engineer,Accenture,"Leeds, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-accenture-4401950521,2026-04-23T11:14:59.014729+00:00
0,QA Engineer | United Kingdom,linkedin,QA Engineer,Tain,"London, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-at-tain-4403939603,2026-04-23T11:14:59.014895+00:00
0,QA Engineer | United Kingdom,linkedin,Quality Assurance Engineer,Coforge,"Telford, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-coforge-4393475503,2026-04-23T11:14:59.015371+00:00
0,QA Engineer | United Kingdom,linkedin,Quality Assurance Automation Engineer,Accenture,"Scotland, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-accenture-4401902902,2026-04-23T11:14:59.015550+00:00
0,Test Engineer | Germany,linkedin,Software Developer – Core API (f/m/d),Dennemeyer,"Munich, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-developer-%E2%80%93-core-api-f-m-d-at-dennemeyer-4188001235,2026-04-23T11:15:01.513431+00:00
0,Test Engineer | Germany,linkedin,Software Tester – Quality Assurance (m/w/d),WSCAD: AI-Powered Electrical CAD,"Bergkirchen, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-tester-%E2%80%93-quality-assurance-m-w-d-at-wscad-ai-powered-electrical-cad-4380955213,2026-04-23T11:15:01.514241+00:00
0,Test Engineer | Austria,linkedin,Software Engineer*,concircle,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-engineer-at-concircle-4404573085,2026-04-23T11:15:03.942135+00:00
0,Test Engineer | Austria,linkedin,SQA Ingenieur (m/w/d),SEGULA Technologies,"Graz, Styria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/sqa-ingenieur-m-w-d-at-segula-technologies-4385504193,2026-04-23T11:15:03.942476+00:00
0,Test Engineer | Austria,linkedin,QA Engineer: Manual Testing (Mobile & Backend),Tractive,"Linz, Upper Austria, Austria",Remote,Full-time,,Manual Testing,English,,,Recent,https://at.linkedin.com/jobs/view/qa-engineer-manual-testing-mobile-backend-at-tractive-4401967431,2026-04-23T11:15:03.942814+00:00
0,Test Engineer | Remote,linkedin,Software Quality Assurance Engineer (all genders),H2U aqua.plan.Ing-GmbH,"Augsburg, Bavaria, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-quality-assurance-engineer-all-genders-at-h2u-aqua-plan-ing-gmbh-4402505754,2026-04-23T11:15:08.815865+00:00
0,Test Engineer | Slovakia,linkedin,Software Engineer,Iron Mountain,Slovakia,Remote,Contract,"Ci/Cd, Python","Gitlab Ci, Google Cloud, Aws, React, Kubernetes, Docker, Sql, Gcp, Scrum, Agile",English,,,Recent,https://sk.linkedin.com/jobs/view/software-engineer-at-iron-mountain-4401931748,2026-04-23T11:15:11.252453+00:00
0,Test Engineer | Slovakia,linkedin,Solution Design Engineer,Freshfields,"Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/solution-design-engineer-at-freshfields-4393519997,2026-04-23T11:15:11.252775+00:00
0,Test Engineer | Poland,linkedin,Software Tester,LanceSoft Europe,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-tester-at-lancesoft-europe-4404754163,2026-04-23T11:15:16.310591+00:00
0,Test Engineer | Poland,linkedin,Quality Assurance Engineer,Airswift,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/quality-assurance-engineer-at-airswift-4398678945,2026-04-23T11:15:16.310746+00:00
0,Test Engineer | USA,linkedin,QA Engineer/ SDET,Comfort Connect,"Bethesda, MD",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-sdet-at-comfort-connect-4405278417,2026-04-23T11:15:19.002642+00:00
0,Test Engineer | USA,linkedin,QA Manual Test Engineer,Premier Group,United States,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-manual-test-engineer-at-premier-group-4393961122,2026-04-23T11:15:19.002796+00:00
0,Test Engineer | United Kingdom,linkedin,Quality Assurance Engineer,QuantumLoopAi,"London, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-quantumloopai-4400512503,2026-04-23T11:15:21.525103+00:00
0,Test Engineer | United Kingdom,linkedin,"Python Software Engineer – Up to £150,000 + Bonus & Benefits – London",Hunter Bond,"London Area, United Kingdom",On-site,Full-time,Python,"Microservices, Spark, Sql",English,,,Recent,https://uk.linkedin.com/jobs/view/python-software-engineer-%E2%80%93-up-to-%C2%A3150-000-%2B-bonus-benefits-%E2%80%93-london-at-hunter-bond-4400842835,2026-04-23T11:15:21.525842+00:00
0,Test Engineer | United Kingdom,linkedin,Quality Assurance Test Engineer (m/f/d),LimeSurvey GmbH,United Kingdom,On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-test-engineer-m-f-d-at-limesurvey-gmbh-4402471264,2026-04-23T11:15:21.526010+00:00
0,Testingenieur | Germany,linkedin,CQV & CSV Engineering Opportunities – Germany,KPC International,"Frankfurt, Hesse, Germany",On-site,Internship,,,English,,,Recent,https://de.linkedin.com/jobs/view/cqv-csv-engineering-opportunities-%E2%80%93-germany-at-kpc-international-4225886744,2026-04-23T11:15:24.092648+00:00
0,Testingenieur | Germany,linkedin,Software-Testautomatisierer/in (m/w/d),SimplyTest,"Nuremberg, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-testautomatisierer-in-m-w-d-at-simplytest-4401943746,2026-04-23T11:15:24.092858+00:00
0,Testingenieur | Germany,linkedin,Projektmitarbeit Testautomatisierung in R (w/m/d),SEGULA Technologies,"Stuttgart, Baden-Württemberg, Germany",On-site,Full-time,Test Automation,R,English,,,Recent,https://de.linkedin.com/jobs/view/projektmitarbeit-testautomatisierung-in-r-w-m-d-at-segula-technologies-4402452747,2026-04-23T11:15:24.093356+00:00
0,Testingenieur | Germany,linkedin,Entwicklungsingenieur Reklamationsmanagement (all gender) 200,ALTEN Germany,"Munich, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/entwicklungsingenieur-reklamationsmanagement-all-gender-200-at-alten-germany-4359833213,2026-04-23T11:15:24.093546+00:00
0,Testingenieur | Germany,linkedin,Test Engineer/Test Technician (m/f/d) in the field of environmental simulation,EMCC DR. RAŠEK,"Bamberg, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-engineer-test-technician-m-f-d-in-the-field-of-environmental-simulation-at-emcc-dr-ra%C5%A1ek-4400444342,2026-04-23T11:15:24.093706+00:00
0,Testingenieur | Germany,linkedin,MCU Testing Engineer (m/w/d),Mobileye,"Neuwied, Rhineland-Palatinate, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/mcu-testing-engineer-m-w-d-at-mobileye-4401437907,2026-04-23T11:15:24.093868+00:00
0,Testingenieur | Austria,linkedin,Supplier Test Engineer (all genders),Lam Research,"Villach, Carinthia, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/supplier-test-engineer-all-genders-at-lam-research-4377926919,2026-04-23T11:15:26.532042+00:00
0,Testingenieur | Austria,linkedin,Elektronik Entwickler / Testingenieur,Akkodis,"Linz, Upper Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/elektronik-entwickler-testingenieur-at-akkodis-4399722630,2026-04-23T11:15:26.532860+00:00
0,Testingenieur | Austria,linkedin,Produktentwicklungstester,Variotech Produktions- und Handels GmbH,"Gänserndorf, Lower Austria, Austria",On-site,Full-time,,,German,,,Recent,https://at.linkedin.com/jobs/view/produktentwicklungstester-at-variotech-produktions-und-handels-gmbh-4402813672,2026-04-23T11:15:26.533019+00:00
0,Testingenieur | Austria,linkedin,Softwareentwicklung SPS-Automation m/w/x,WINTERSTEIGER Group,"Ried im Innkreis, Upper Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/softwareentwicklung-sps-automation-m-w-x-at-wintersteiger-group-4402845857,2026-04-23T11:15:26.533177+00:00
0,Testingenieur | Switzerland,linkedin,PROJEKTINGENIEUR*IN (m/w),LEICOM AG,"Basel, Basel, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/projektingenieur-in-m-w-at-leicom-ag-4400509406,2026-04-23T11:15:28.999249+00:00
0,Testingenieur | Switzerland,linkedin,Test Engineer in Avionics & Instrumentation,ISATI Engineering Solutions,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-in-avionics-instrumentation-at-isati-engineering-solutions-4390600330,2026-04-23T11:15:28.999425+00:00
0,Testingenieur | Switzerland,linkedin,Electronic Quality Assurance Engineer,Leclanché SA,"Yverdon, Vaud, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/electronic-quality-assurance-engineer-at-leclanch%C3%A9-sa-4401457491,2026-04-23T11:15:28.999587+00:00
0,Testingenieur | Remote,linkedin,Qualification & Test Engineer (w/m/d),MBDA Deutschland,"Aschau bei Kraiburg, Bavaria, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qualification-test-engineer-w-m-d-at-mbda-deutschland-4403153606,2026-04-23T11:15:31.408378+00:00
0,Testingenieur | Remote,linkedin,Testingenieur:in,Allegis Group,"Regensburg, Bavaria, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/testingenieur-in-at-allegis-group-4403479836,2026-04-23T11:15:31.408578+00:00
0,Testingenieur | Remote,linkedin,Qualification & Test Engineer (w/m/d),MBDA Deutschland,"Aschau bei Kraiburg, Bavaria, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qualification-test-engineer-w-m-d-at-mbda-deutschland-4403162513,2026-04-23T11:15:31.408741+00:00
0,Testingenieur | Remote,linkedin,Development Engineer (w/m/d),MBDA Deutschland,"Schrobenhausen, Bavaria, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/development-engineer-w-m-d-at-mbda-deutschland-4405252070,2026-04-23T11:15:31.409379+00:00
0,Testingenieur | Remote,linkedin,Development Engineer (w/m/d),MBDA Deutschland,"Schrobenhausen, Bavaria, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/development-engineer-w-m-d-at-mbda-deutschland-4395326306,2026-04-23T11:15:31.409557+00:00
0,Testingenieur | Slovakia,linkedin,Software Integration & Testing Engineer (Resident),Exceltic,"Trnava Region, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/software-integration-testing-engineer-resident-at-exceltic-4398241589,2026-04-23T11:15:33.829479+00:00
0,Testingenieur | Czech Republic,linkedin,安全工程师（沙特）,"TBEA Xi'an Electric Technology Co., Ltd.","アト・マジョール州, Hato Mayor, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/%E5%AE%89%E5%85%A8%E5%B7%A5%E7%A8%8B%E5%B8%88%EF%BC%88%E6%B2%99%E7%89%B9%EF%BC%89-at-tbea-xi-an-electric-technology-co-ltd-4404469477,2026-04-23T11:15:36.291189+00:00
0,Testingenieur | Czech Republic,linkedin,测试工程师 - 逆变器,TÜV NORD China,"アト・マジョール州, Hato Mayor, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/%E6%B5%8B%E8%AF%95%E5%B7%A5%E7%A8%8B%E5%B8%88-%E9%80%86%E5%8F%98%E5%99%A8-at-t%C3%BCv-nord-china-4390345979,2026-04-23T11:15:36.291355+00:00
0,Testingenieur | Poland,linkedin,Automotive Test Engineer,UBIQUITY SERVICE,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/automotive-test-engineer-at-ubiquity-service-4403606587,2026-04-23T11:15:38.755443+00:00
0,Testingenieur | Poland,linkedin,Tester Manulny Ferryt (M/K),Astek,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/tester-manulny-ferryt-m-k-at-astek-4384487803,2026-04-23T11:15:38.755773+00:00
0,Testingenieur | Poland,linkedin,"QA Engineer - Warszawa (Mazowieckie), Polska",Astek,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-warszawa-mazowieckie-polska-at-astek-4318048203,2026-04-23T11:15:38.756310+00:00
0,Testingenieur | USA,linkedin,Quality Assurance Engineer (Manufacturing),PLP,"Mayfield, OH",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-manufacturing-at-plp-4404437981,2026-04-23T11:15:41.422814+00:00
0,Testingenieur | USA,linkedin,Mechanical Test Engineer,Applus+ Laboratories,"Houston, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/mechanical-test-engineer-at-applus%2B-laboratories-4125985556,2026-04-23T11:15:41.423007+00:00
0,Testingenieur | USA,linkedin,#950 - Software Engineer,Venon Solutions,"Miami, NM",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/%23950-software-engineer-at-venon-solutions-4401967425,2026-04-23T11:15:41.423184+00:00
0,Testingenieur | USA,linkedin,ADAS Test Engineer (100045),Honda South Carolina Manufacturing,"Raymond, OH",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/adas-test-engineer-100045-at-honda-south-carolina-manufacturing-4402646468,2026-04-23T11:15:41.423532+00:00
0,Testingenieur | USA,linkedin,Test Engineer I – Early Career (2026 Starts),Blue Origin,"Lancaster, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-i-%E2%80%93-early-career-2026-starts-at-blue-origin-4353142610,2026-04-23T11:15:41.423692+00:00
0,Testingenieur | USA,linkedin,Test Engineer I – Early Career (2026 Starts),Blue Origin,Greater Seattle Area,On-site,Contract,Can,"Internship, Safe",English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-i-%E2%80%93-early-career-2026-starts-at-blue-origin-4353112578,2026-04-23T11:15:41.423854+00:00
0,Testingenieur | United Kingdom,linkedin,Test Technician - Manufacturing Engineering - Bolton,Bauer Media Outdoor UK,"Bolton, England, United Kingdom",Remote,Full-time,Can,Engineering Manager,English,,,Recent,https://uk.linkedin.com/jobs/view/test-technician-manufacturing-engineering-bolton-at-bauer-media-outdoor-uk-4389499710,2026-04-23T11:15:43.949965+00:00
0,Testingenieur | United Kingdom,linkedin,TEST ENGINEER – GLASGOW,AAC Clyde Space,"Glasgow, Scotland, United Kingdom",On-site,Contract,"C, C++, Python","Assembly, Project Manager",English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-%E2%80%93-glasgow-at-aac-clyde-space-4402472151,2026-04-23T11:15:43.950159+00:00
0,Testingenieur | United Kingdom,linkedin,Quality Assurance Engineer,Eleven,"London, England, United Kingdom",On-site,Contract,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-eleven-4400549264,2026-04-23T11:15:43.950841+00:00
0,Testingenieur | United Kingdom,linkedin,Mechanical Test Engineer,IC Resources,"Cheltenham, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/mechanical-test-engineer-at-ic-resources-4395275793,2026-04-23T11:15:43.951425+00:00
0,Test Automation | Germany,linkedin,Software Tester (m/f),OCULUS Optikgeräte GmbH,"Wetzlar, Hesse, Germany",Remote,Internship,"C, C++, Ci/Cd, Javascript, Jenkins, Python, Test Automation","Gitlab Ci, C#, Gitlab, Git",English,,,Recent,https://de.linkedin.com/jobs/view/software-tester-m-f-at-oculus-optikger%C3%A4te-gmbh-4403588018,2026-04-23T11:15:46.453598+00:00
0,Test Automation | Austria,linkedin,Production Test Automation Engineer (m/w/d),Vusion,"Fernitz, Styria, Austria",On-site,Full-time,Test Automation,,English,,,Recent,https://at.linkedin.com/jobs/view/production-test-automation-engineer-m-w-d-at-vusion-4405638520,2026-04-23T11:15:48.923506+00:00
0,Test Automation | Austria,linkedin,Testing Manager (all genders) - Bug Hunter,Viewpointsystem,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/testing-manager-all-genders-bug-hunter-at-viewpointsystem-4402491283,2026-04-23T11:15:48.923666+00:00
0,Test Automation | Switzerland,linkedin,Sr. Quality Engineer - Manufacturing,Hilo by Aktiia,"Neuchâtel, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/sr-quality-engineer-manufacturing-at-hilo-by-aktiia-4399400271,2026-04-23T11:15:51.332039+00:00
0,Test Automation | Switzerland,linkedin,Head of Quality Assurance & Client Onboarding,Avaloq,"Bioggio, Ticino, Switzerland",On-site,Full-time,,Head Of,English,,,Recent,https://ch.linkedin.com/jobs/view/head-of-quality-assurance-client-onboarding-at-avaloq-4396436515,2026-04-23T11:15:51.333066+00:00
0,Test Automation | Switzerland,linkedin,Software Test Automation Engineer,Infometis,"Zurich, Zurich, Switzerland",On-site,Full-time,Test Automation,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-test-automation-engineer-at-infometis-4394143888,2026-04-23T11:15:51.333372+00:00
0,Test Automation | Remote,linkedin,"Quality Assurance Analyst, Berlin",Air Apps,Berlin Metropolitan Area,Remote,Contract,,"Zephyr, Regression Testing, Asana, Jira",English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-analyst-berlin-at-air-apps-4405229990,2026-04-23T11:15:53.764872+00:00
0,Test Automation | Remote,linkedin,Junior Test Automation Engineer (m/w/d),Codewerk,"Cottbus, Brandenburg, Germany",Remote,Full-time,Test Automation,Junior,English,,,Recent,https://de.linkedin.com/jobs/view/junior-test-automation-engineer-m-w-d-at-codewerk-4404314322,2026-04-23T11:15:53.765443+00:00
0,Test Automation | Slovakia,linkedin,Junior Automation Engineer,Swiss Re,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,Junior,English,,,Recent,https://sk.linkedin.com/jobs/view/junior-automation-engineer-at-swiss-re-4369559502,2026-04-23T11:15:56.355285+00:00
0,Test Automation | Czech Republic,linkedin,Quality Analyst,One Park Financial,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-analyst-at-one-park-financial-4390631358,2026-04-23T11:15:58.870577+00:00
0,Test Automation | Czech Republic,linkedin,Quality Analyst (SANTIAGO),One Park Financial,"Santiago de los Caballeros, Santiago, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-analyst-santiago-at-one-park-financial-4390626481,2026-04-23T11:15:58.870747+00:00
0,Test Automation | Czech Republic,linkedin,Aprendiz de QA,Babel,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/aprendiz-de-qa-at-babel-4370737100,2026-04-23T11:15:58.870913+00:00
0,Test Automation | Czech Republic,linkedin,Analista SR de SQA,"Consorcio Dom, de Tarjetas (CardNET)","Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/analista-sr-de-sqa-at-consorcio-dom-de-tarjetas-cardnet-4398722373,2026-04-23T11:15:58.871573+00:00
