relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
44,Python Test | Switzerland,linkedin,"Senior Software Engineer, Network System Validation",NVIDIA,"Zurich, Zurich, Switzerland",On-site,Full-time,,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-software-engineer-network-system-validation-at-nvidia-4464143614,2026-09-10T14:11:45.938159+00:00
0,Tester | Austria,linkedin,Software Tester (w/m/x),NOVOMATIC,"Gumpoldskirchen, Lower Austria, Austria",On-site,Internship,,"Linux, Confluence, R, Jira",German,,,Recent,https://at.linkedin.com/jobs/view/software-tester-w-m-x-at-novomatic-4464508668,2026-09-10T14:09:32.620663+00:00
0,Tester | Austria,linkedin,Software Test Engineer (f/m/d),SCIENTIFIC GAMES,"Vienna, Austria",Remote,Contract,Jenkins,"Docker, Jira, Scrum, Openshift, Gitlab, Agile, Kanban, Linux",English,,,Recent,https://at.linkedin.com/jobs/view/software-test-engineer-f-m-d-at-scientific-games-4452395395,2026-09-10T14:09:32.621020+00:00
0,Tester | Austria,linkedin,Software Test Engineer (f/m/x),Anton Paar,"Graz, Styria, Austria",On-site,Internship,"C, Java, Python, Selenium, Test Automation","Junit, C#, Testng, Scrum, Agile, Kanban",English,,,Recent,https://at.linkedin.com/jobs/view/software-test-engineer-f-m-x-at-anton-paar-4447910385,2026-09-10T14:09:32.621374+00:00
0,Tester | Austria,linkedin,Software Test Engineer,Philips Dictation | Speech Processing Solutions,"Vienna, Vienna, Austria",Remote,Internship,"C, Ci/Cd, Github Actions, Playwright, Selenium, Test Automation, Typescript","Azure, Kotlin, Devops, Jira, Graphql, Manual Testing, Agile, Postman, C#, Gitlab Ci",English,,,Recent,https://at.linkedin.com/jobs/view/software-test-engineer-at-philips-dictation-speech-processing-solutions-4460631538,2026-09-10T14:09:32.621529+00:00
0,Tester | Austria,linkedin,Software Tester / Systems Integration (w/m/x),NOVOMATIC,"Gumpoldskirchen, Lower Austria, Austria",On-site,Internship,"Firmware, Integration Testing","R, Intern, Linux",German,,,Recent,https://at.linkedin.com/jobs/view/software-tester-systems-integration-w-m-x-at-novomatic-4330849942,2026-09-10T14:09:32.621682+00:00
0,Tester | Austria,linkedin,Software Test Engineer w/m/d,Besi Austria GmbH,"Radfeld, Tyrol, Austria",On-site,Full-time,Python,R,German,,,Recent,https://at.linkedin.com/jobs/view/software-test-engineer-w-m-d-at-besi-austria-gmbh-4457893918,2026-09-10T14:09:32.621992+00:00
0,Tester | Austria,linkedin,Software Test Engineer,Philips Dictation | Speech Processing Solutions,"Vienna, Austria",Remote,Internship,"C, Ci/Cd, Github Actions, Playwright, Selenium, Test Automation, Typescript","Azure, Kotlin, Devops, Jira, Graphql, Manual Testing, Agile, Postman, C#, Gitlab Ci",English,,,Recent,https://at.linkedin.com/jobs/view/software-test-engineer-at-philips-dictation-speech-processing-solutions-4462826481,2026-09-10T14:09:32.622166+00:00
0,Tester | Switzerland,linkedin,QA Engineer Ebanking,Talan,"Genève, Geneva, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-engineer-ebanking-at-talan-4465344082,2026-09-10T14:09:35.032219+00:00
0,Tester | Switzerland,linkedin,Test Engineer C5I,RUAG,"Dübendorf, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-c5i-at-ruag-4461876239,2026-09-10T14:09:35.032720+00:00
0,Tester | Switzerland,linkedin,QA Engineer (m/w/d) - 100%,Ifolor Group,"Kreuzlingen, Thurgau, Switzerland",Remote,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-engineer-m-w-d-100%25-at-ifolor-group-4461333243,2026-09-10T14:09:35.032884+00:00
0,Tester | Switzerland,linkedin,QA Engineer – Mobile Testing,Specialized Bicycle Components,"Cham, Zug, Switzerland",Remote,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-engineer-%E2%80%93-mobile-testing-at-specialized-bicycle-components-4419855030,2026-09-10T14:09:35.033039+00:00
0,Tester | Switzerland,linkedin,Test Specialist,Avaloq,"Bioggio, Ticino, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-specialist-at-avaloq-4458070419,2026-09-10T14:09:35.033229+00:00
0,Tester | Switzerland,linkedin,Embedded Tester / Test Automation Engineer - Chatbot & Voicebot (w/m/d),PostFinance,"Bern, Berne, Switzerland",On-site,Full-time,Test Automation,,English,,,Recent,https://ch.linkedin.com/jobs/view/embedded-tester-test-automation-engineer-chatbot-voicebot-w-m-d-at-postfinance-4457362872,2026-09-10T14:09:35.033395+00:00
0,Tester | Switzerland,linkedin,Software Engineer / Tester (m/w/d),Rocken®,"Dübendorf, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-engineer-tester-m-w-d-at-rocken%C2%AE-4464986204,2026-09-10T14:09:35.033652+00:00
0,Tester | Switzerland,linkedin,Tester Sr,Spindox,"Ticino, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/tester-sr-at-spindox-4389272616,2026-09-10T14:09:35.033924+00:00
0,Tester | Slovakia,linkedin,Integration Tester,Avenga,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/integration-tester-at-avenga-4331424497,2026-09-10T14:09:39.764853+00:00
0,Tester | Slovakia,linkedin,Software QA Specialist,Descartes Systems Group,"Žilina, Zilina, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/software-qa-specialist-at-descartes-systems-group-4382115365,2026-09-10T14:09:39.765042+00:00
0,Tester | Slovakia,linkedin,Backend QA / Integration Testing Engineer,Avenga,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Integration Testing,,English,,,Recent,https://sk.linkedin.com/jobs/view/backend-qa-integration-testing-engineer-at-avenga-4465392451,2026-09-10T14:09:39.765408+00:00
0,Tester | Slovakia,linkedin,Software QA Engineer,CoolPeople Technology,"Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/software-qa-engineer-at-coolpeople-technology-4460366023,2026-09-10T14:09:39.765890+00:00
0,Tester | Slovakia,linkedin,QA Automation & Data Analyst (m/f/n),ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/qa-automation-data-analyst-m-f-n-at-eset-4442808030,2026-09-10T14:09:39.766054+00:00
0,Tester | Slovakia,linkedin,QA Automation Engineer,Capco,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/qa-automation-engineer-at-capco-4465095699,2026-09-10T14:09:39.766232+00:00
0,Tester | Slovakia,linkedin,Quality Assurance Engineer,Swiss Re,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/quality-assurance-engineer-at-swiss-re-4442045150,2026-09-10T14:09:39.766389+00:00
0,Tester | Czech Republic,linkedin,Quality Assurance Engineer - Trabajo Remoto,BairesDev,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-assurance-engineer-trabajo-remoto-at-bairesdev-4463527646,2026-09-10T14:09:42.188825+00:00
0,Tester | Czech Republic,linkedin,QA Automation Engineer (JavaScript),EPAM Systems,Dominican Republic,On-site,Full-time,Javascript,,English,,,Recent,https://do.linkedin.com/jobs/view/qa-automation-engineer-javascript-at-epam-systems-4461920427,2026-09-10T14:09:42.189237+00:00
0,Tester | Czech Republic,linkedin,Software Development Engineer in Test,Origami Risk,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-development-engineer-in-test-at-origami-risk-4462427581,2026-09-10T14:09:42.189401+00:00
0,Tester | Czech Republic,linkedin,Software Development Engineer in Test,Spectrum Equity,"Santo Domingo Este, Santo Domingo, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-development-engineer-in-test-at-spectrum-equity-4462669836,2026-09-10T14:09:42.189558+00:00
0,Tester | Czech Republic,linkedin,Quality Automation Engineer,Flash,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-automation-engineer-at-flash-4449448358,2026-09-10T14:09:42.189717+00:00
0,Tester | Czech Republic,linkedin,AEM QA Automation Engineer - Work from home,Nortal,"Santo Domingo, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/aem-qa-automation-engineer-work-from-home-at-nortal-4462993462,2026-09-10T14:09:42.190039+00:00
0,Tester | Czech Republic,linkedin,Quality Assurance Automation Engineer,EvoPoint Solutions,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-evopoint-solutions-4464624414,2026-09-10T14:09:42.190218+00:00
0,Tester | Czech Republic,linkedin,Technician I.RDE.Focus Tech.Product Lifecycle Management,Eaton,"Bajos de Haina, San Cristóbal, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/technician-i-rde-focus-tech-product-lifecycle-management-at-eaton-4459954622,2026-09-10T14:09:42.190379+00:00
0,Tester | Poland,linkedin,Manual Tester – Web and Mobile Applications (f/m/x),Sii Poland,"Warsaw, Mazowieckie, Poland",Remote,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-%E2%80%93-web-and-mobile-applications-f-m-x-at-sii-poland-4454625500,2026-09-10T14:09:44.614050+00:00
0,Tester | Poland,linkedin,Tester Manualny QA,GamblingCareers.com,"Cracow, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/tester-manualny-qa-at-gamblingcareers-com-4453397945,2026-09-10T14:09:44.614271+00:00
0,Tester | Poland,linkedin,Junior Manual Tester (f/m/x),Sii Poland,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-manual-tester-f-m-x-at-sii-poland-4456921258,2026-09-10T14:09:44.614439+00:00
0,Tester | Poland,linkedin,QA Manual Engineer,GamblingCareers.com,"Cracow, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-manual-engineer-at-gamblingcareers-com-4453614449,2026-09-10T14:09:44.614601+00:00
0,Tester | Poland,linkedin,Software Tester (M/F/D),DSV - Global Transport and Logistics,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-tester-m-f-d-at-dsv-global-transport-and-logistics-4451666221,2026-09-10T14:09:44.614761+00:00
0,Tester | Poland,linkedin,Tester oprogramowania / Testerka oprogramowania,Wydawnictwo Currenda,"Sopot, Pomorskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/tester-oprogramowania-testerka-oprogramowania-at-wydawnictwo-currenda-4464474158,2026-09-10T14:09:44.614912+00:00
0,Tester | Poland,linkedin,Tester Automatyzujący / Testerka Automatyzująca,NATEK,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/tester-automatyzuj%C4%85cy-testerka-automatyzuj%C4%85ca-at-natek-4450710719,2026-09-10T14:09:44.615077+00:00
0,Tester | Poland,linkedin,Manual Tester (ubezpieczenia),Altkom Software,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-ubezpieczenia-at-altkom-software-4461708919,2026-09-10T14:09:44.615263+00:00
0,Tester | Poland,linkedin,Software Quality Assurance Engineer,Hays,Warsaw Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-quality-assurance-engineer-at-hays-4463453198,2026-09-10T14:09:44.615421+00:00
0,Tester | Poland,linkedin,Manual Tester – Banking Domain - Tieto Tech Consulting (m/f/d),Tieto,"Gdynia, Pomorskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-%E2%80%93-banking-domain-tieto-tech-consulting-m-f-d-at-tieto-4430465638,2026-09-10T14:09:44.615572+00:00
0,Tester | USA,linkedin,Software Tester,Booz Allen Hamilton,"King George, VA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-tester-at-booz-allen-hamilton-4460576062,2026-09-10T14:09:47.082037+00:00
0,Tester | USA,linkedin,QA Software Tester I,iFIT,"Logan, UT",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-software-tester-i-at-ifit-4461307307,2026-09-10T14:09:47.082254+00:00
0,Tester | USA,linkedin,Software Test Engineer I,Legrand,"Minnetonka, MN",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-test-engineer-i-at-legrand-4460519315,2026-09-10T14:09:47.082417+00:00
0,Tester | USA,linkedin,Test Engineer I,Charles River Laboratories,"Charleston, SC",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-i-at-charles-river-laboratories-4460193891,2026-09-10T14:09:47.082582+00:00
0,Tester | USA,linkedin,QA Engineer I (Junior Level),Harbor.ai,"New York, NY",On-site,Full-time,,Junior,English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-i-junior-level-at-harbor-ai-4462054235,2026-09-10T14:09:47.082732+00:00
0,Tester | USA,linkedin,Test Engineer,Booz Allen Hamilton,"Annapolis Junction, MD",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-at-booz-allen-hamilton-4430110956,2026-09-10T14:09:47.082883+00:00
0,Tester | USA,linkedin,Test Engineer II,Battelle,"Chantilly, VA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-ii-at-battelle-4411681733,2026-09-10T14:09:47.083037+00:00
0,Tester | USA,linkedin,Software Tester / QA Engineer,Avalore.ai,"Arlington, VA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-tester-qa-engineer-at-avalore-ai-4461265803,2026-09-10T14:09:47.083213+00:00
0,Tester | USA,linkedin,Test Engineer,Excellus BCBS,"DeWitt, NY",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-at-excellus-bcbs-4456406619,2026-09-10T14:09:47.083364+00:00
0,Tester | USA,linkedin,Software Quality Assurance Specialist/Applications Tester,Nightwing,"Sterling, VA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-quality-assurance-specialist-applications-tester-at-nightwing-4453007664,2026-09-10T14:09:47.083509+00:00
0,Tester | United Kingdom,linkedin,"Software Tester, Martech",bet365,"Stoke-On-Trent, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-tester-martech-at-bet365-4463377155,2026-09-10T14:09:49.527465+00:00
0,Tester | United Kingdom,linkedin,"Software Tester, Martech",bet365,"Manchester, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-tester-martech-at-bet365-4463363921,2026-09-10T14:09:49.527655+00:00
0,Tester | United Kingdom,linkedin,QA Test Engineer,Leo Recruitment Limited,"Glasgow, Scotland, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-test-engineer-at-leo-recruitment-limited-4462815179,2026-09-10T14:09:49.527816+00:00
0,Tester | United Kingdom,linkedin,Junior QA Engineer,Acorn Group,"Liverpool, England, United Kingdom",On-site,Full-time,,Junior,English,,,Recent,https://uk.linkedin.com/jobs/view/junior-qa-engineer-at-acorn-group-4454063285,2026-09-10T14:09:49.527967+00:00
0,Tester | United Kingdom,linkedin,Software Tester - Visualfiles,Carpenters Group,"Liverpool, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-tester-visualfiles-at-carpenters-group-4454115243,2026-09-10T14:09:49.528135+00:00
0,Tester | United Kingdom,linkedin,Software QA Engineer,STATSports,"Newry, Northern Ireland, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-qa-engineer-at-statsports-4455757257,2026-09-10T14:09:49.528295+00:00
0,Tester | United Kingdom,linkedin,Junior Test Analyst,CPS Group (UK) Limited,"Greater Bristol Area, United Kingdom",On-site,Full-time,,Junior,English,,,Recent,https://uk.linkedin.com/jobs/view/junior-test-analyst-at-cps-group-uk-limited-4458229690,2026-09-10T14:09:49.528445+00:00
0,Tester | United Kingdom,linkedin,Quality Assurance Analyst - Cambridge,Global Payments Inc.,"Cambridge, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-analyst-cambridge-at-global-payments-inc-4465634465,2026-09-10T14:09:49.528608+00:00
0,Tester | United Kingdom,linkedin,Quality Assurance Tester,"Halian | Managed Services, Recruitment Agency & Contract Staffing","Bedford, England, United Kingdom",On-site,Contract,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-tester-at-halian-managed-services-recruitment-agency-contract-staffing-4455699108,2026-09-10T14:09:49.528760+00:00
0,Tester | United Kingdom,linkedin,Quality Assurance Analyst - Cambridge,Worldpay,"Cambridge, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-analyst-cambridge-at-worldpay-4456736083,2026-09-10T14:09:49.528909+00:00
0,QA Engineer | Germany,linkedin,QA Engineer/Softwaretester Automotive-Software (m/w/d),BWSolution GmbH,"Hamburg, Hamburg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-softwaretester-automotive-software-m-w-d-at-bwsolution-gmbh-4453449038,2026-09-10T14:09:51.948844+00:00
0,QA Engineer | Germany,linkedin,Quality Assurance Engineer (m/f/d),Yalwa GmbH,"Wiesbaden, Hesse, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-engineer-m-f-d-at-yalwa-gmbh-4464097987,2026-09-10T14:09:51.949008+00:00
0,QA Engineer | Germany,linkedin,"Software QA Engineer / Testautomation | Selenium, Katalon, Web-Software | Inhouse (mwd)",Vesterling AG,"Munich, Bavaria, Germany",On-site,Full-time,Selenium,,English,,,Recent,https://de.linkedin.com/jobs/view/software-qa-engineer-testautomation-selenium-katalon-web-software-inhouse-mwd-at-vesterling-ag-4437756410,2026-09-10T14:09:51.949193+00:00
0,QA Engineer | Germany,linkedin,QA Engineer – Salesforce (m/w/d),compeople AG,"Frankfurt am Main, Hesse, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-%E2%80%93-salesforce-m-w-d-at-compeople-ag-4455704475,2026-09-10T14:09:51.949514+00:00
0,QA Engineer | Germany,linkedin,Quality Assurance Engineer (m/w/d),Nexburg,"Aachen, North Rhine-Westphalia, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-engineer-m-w-d-at-nexburg-4463475021,2026-09-10T14:09:51.949685+00:00
0,QA Engineer | Germany,linkedin,Test Automation Engineer (m/w/d),IP Dynamics GmbH,"Hamburg, Germany",On-site,Full-time,Test Automation,,English,,,Recent,https://de.linkedin.com/jobs/view/test-automation-engineer-m-w-d-at-ip-dynamics-gmbh-4440015435,2026-09-10T14:09:51.950018+00:00
0,QA Engineer | Germany,linkedin,Quality Engineer - Schwerpunkt Testautomatisierung (all genders),STARFACE GmbH,"Karlsruhe, Baden-Württemberg, Germany",On-site,Full-time,Test Automation,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-engineer-schwerpunkt-testautomatisierung-all-genders-at-starface-gmbh-4402883225,2026-09-10T14:09:51.950194+00:00
0,QA Engineer | Austria,linkedin,QA Engineer & Testautomation (m/w/d) - PAM Parking - SaaS,PKE,"Klagenfurt, Carinthia, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/qa-engineer-testautomation-m-w-d-pam-parking-saas-at-pke-4450351790,2026-09-10T14:09:54.223118+00:00
0,QA Engineer | Austria,linkedin,Test Engineer (m/w/x),ÖBB,"Leopoldstadt, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/test-engineer-m-w-x-at-%C3%B6bb-4453567798,2026-09-10T14:09:54.224474+00:00
0,QA Engineer | Austria,linkedin,"Software Test (Automation) Engineer - Web Application, 80-100% (f/m/x)",OMICRON electronics,"Klaus, Vorarlberg, Austria",Remote,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-test-automation-engineer-web-application-80-100%25-f-m-x-at-omicron-electronics-4460494393,2026-09-10T14:09:54.224656+00:00
0,QA Engineer | Switzerland,linkedin,SDET / QA Automation Engineer,DonTouch SA,"Chiasso, Ticino, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/sdet-qa-automation-engineer-at-dontouch-sa-4462159685,2026-09-10T14:09:56.648418+00:00
0,QA Engineer | Switzerland,linkedin,Test Automation Engineer / Testingenieur (M/W),Expleo Group,"Bern, Berne, Switzerland",On-site,Full-time,Test Automation,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-automation-engineer-testingenieur-m-w-at-expleo-group-4425699516,2026-09-10T14:09:56.648575+00:00
0,QA Engineer | Slovakia,linkedin,QA Automation Engineer,Capco,"Košice, Kosice, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/qa-automation-engineer-at-capco-4465089778,2026-09-10T14:10:01.353074+00:00
0,QA Engineer | Slovakia,linkedin,Tester / QA Engineer (Medior),PredictiveDataScience,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/tester-qa-engineer-medior-at-predictivedatascience-4459901375,2026-09-10T14:10:01.353588+00:00
0,QA Engineer | Slovakia,linkedin,Experienced Test Automation Engineer,Accenture na Slovensku,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Test Automation,,English,,,Recent,https://sk.linkedin.com/jobs/view/experienced-test-automation-engineer-at-accenture-na-slovensku-4439873951,2026-09-10T14:10:01.353911+00:00
0,QA Engineer | Czech Republic,linkedin,Quality Engineer II-1,Integer Holdings Corporation,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-engineer-ii-1-at-integer-holdings-corporation-4414643162,2026-09-10T14:10:03.783797+00:00
0,QA Engineer | Czech Republic,linkedin,Quality Engineer II,Integer Holdings Corporation,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-engineer-ii-at-integer-holdings-corporation-4414629902,2026-09-10T14:10:03.783952+00:00
0,QA Engineer | Poland,linkedin,QA Engineer (Loyalty Sector),Comarch,"Cracow, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-loyalty-sector-at-comarch-4458184941,2026-09-10T14:10:06.251273+00:00
0,QA Engineer | Poland,linkedin,Full-stack QA Engineer (Loyalty),Comarch,"Lublin, Lubelskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/full-stack-qa-engineer-loyalty-at-comarch-4459011619,2026-09-10T14:10:06.251442+00:00
0,QA Engineer | Poland,linkedin,Software Quality Assurance Engineer,Adecco,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-quality-assurance-engineer-at-adecco-4463490033,2026-09-10T14:10:06.251598+00:00
0,QA Engineer | Poland,linkedin,Software Test Engineer,Reply,"Katowice, Śląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-test-engineer-at-reply-4454754558,2026-09-10T14:10:06.251752+00:00
0,QA Engineer | Poland,linkedin,Quality Assurance Engineer (QA),Tickmill,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/quality-assurance-engineer-qa-at-tickmill-4385011025,2026-09-10T14:10:06.252246+00:00
0,QA Engineer | Poland,linkedin,Quality Assurance Automation Engineer,DOU Polska,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-dou-polska-4461179426,2026-09-10T14:10:06.252562+00:00
0,QA Engineer | USA,linkedin,Software Quality Engineer I - III (DOE),Cambia Health Solutions,"Boise, ID",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-quality-engineer-i-iii-doe-at-cambia-health-solutions-4457174635,2026-09-10T14:10:08.748759+00:00
0,QA Engineer | USA,linkedin,Software Quality Engineer I - III (DOE),Cambia Health Solutions,"Portland, OR",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-quality-engineer-i-iii-doe-at-cambia-health-solutions-4457167808,2026-09-10T14:10:08.748949+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Automation Engineer,U-Haul,"Phoenix, AZ",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-u-haul-4460100625,2026-09-10T14:10:08.749145+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Engineer,"Wolfe, LLC","Pittsburgh, PA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-wolfe-llc-4462517185,2026-09-10T14:10:08.749477+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Engineer II,CarGurus,"Boston, MA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-ii-at-cargurus-4416868283,2026-09-10T14:10:08.749643+00:00
0,QA Engineer | USA,linkedin,Associate QA Engineer,impact.com,"Santa Barbara, CA",On-site,Full-time,,Associate,English,,,Recent,https://www.linkedin.com/jobs/view/associate-qa-engineer-at-impact-com-4450522809,2026-09-10T14:10:08.749804+00:00
0,QA Engineer | USA,linkedin,Software Engineer in Test II,iHeartMedia,"San Antonio, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-in-test-ii-at-iheartmedia-4361175894,2026-09-10T14:10:08.749962+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Engineer,MedDots AI,"Chattanooga, TN",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-meddots-ai-4458675566,2026-09-10T14:10:08.750133+00:00
0,QA Engineer | USA,linkedin,QA Engineer II,Cross River,"Fort Lee, NJ",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-ii-at-cross-river-4387498544,2026-09-10T14:10:08.750293+00:00
0,QA Engineer | United Kingdom,linkedin,QA Engineer,Reassured,"Basingstoke, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-at-reassured-4461885510,2026-09-10T14:10:11.193344+00:00
0,QA Engineer | United Kingdom,linkedin,QA Engineer,Aiimi,"Milton Keynes, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-at-aiimi-4462952160,2026-09-10T14:10:11.193851+00:00
0,QA Engineer | United Kingdom,linkedin,Systems QA Engineer,Leonardo,"London, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/systems-qa-engineer-at-leonardo-4461305227,2026-09-10T14:10:11.194183+00:00
